 1.1	1.2	2.1	2.2	3.1	3.2	4.1	4.2
1	3	0	3	0	3	0	3	0
2	6	0	6	0	6	0	3	3
3	16	18	16	18	15	19	19	14
4	2	13	1	15	4	12	4	12
5	20	1	18	3	19	2	14	7
6	14	12	16	11	15	12	15	13
7	34	5	34	6	34	6	31	7
8	0	16	1	15	0	15	2	14
9	36	2	36	2	35	3	32	6
10	2	0	2	0	2	0	1	1
11	22	1	22	1	21	2	22	1
12	21	0	20	2	22	0	21	1
13	17	0	17	0	17	0	17	0
14	2	6	1	7	1	7	4	4
15	3	2	4	1	4	1	3	2
16	7	0	7	0	7	0	7	0
17	0	0	0	0	0	0	0	0
