"run","filename","filename_fullpaths","sample_name","inclusionexclusionreason"
"021216DR515F","day7_G4.CTRL.SP03.1.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_G4.CTRL.SP03.1.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.SP03.1.Com","scheuerl study"
"021216DR515F","day7_G5.CTRL.SP04.1.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_G5.CTRL.SP04.1.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.SP04.1.Com","scheuerl study"
"021216DR515F","day7_G6.CTRL.WYC41.1.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_G6.CTRL.WYC41.1.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.WYC41.1.Com","scheuerl study"
"021216DR515F","day7_G7.CTRL.WYC42.1.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_G7.CTRL.WYC42.1.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.WYC42.1.Com","scheuerl study"
"021216DR515F","day7_G8.CTRL.WYM25.1.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_G8.CTRL.WYM25.1.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.WYM25.1.Com","scheuerl study"
"021216DR515F","day7_G9.CTRL.BB66.1.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_G9.CTRL.BB66.1.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.BB66.1.Com","scheuerl study"
"021216DR515F","day7_H1.CTRL.AE103.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_H1.CTRL.AE103.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.AE103.2.Com","scheuerl study"
"021216DR515F","day7_H10.Mix.SP03.2.Bag_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_H10.Mix.SP03.2.Bag_021216DR515FSAM1-96b-pr_filt.fastq.gz","Mix.SP03.2.Bag","scheuerl study"
"021216DR515F","day7_H11.Mix.WYM25.2.Bag_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_H11.Mix.WYM25.2.Bag_021216DR515FSAM1-96b-pr_filt.fastq.gz","Mix.WYM25.2.Bag","scheuerl study"
"021216DR515F","day7_H12.PCR.CTRL.2.NA_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_H12.PCR.CTRL.2.NA_021216DR515FSAM1-96b-pr_filt.fastq.gz","PCR.CTRL.2.NA","scheuerl study"
"021216DR515F","day7_H2.CTRL.BB22.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_H2.CTRL.BB22.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.BB22.2.Com","scheuerl study"
"021216DR515F","day7_H3.CTRL.SP02.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_H3.CTRL.SP02.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.SP02.2.Com","scheuerl study"
"021216DR515F","day7_H4.CTRL.SP03.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_H4.CTRL.SP03.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.SP03.2.Com","scheuerl study"
"021216DR515F","day7_H5.CTRL.SP04.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_H5.CTRL.SP04.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.SP04.2.Com","scheuerl study"
"021216DR515F","day7_H6.CTRL.WYC41.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_H6.CTRL.WYC41.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.WYC41.2.Com","scheuerl study"
"021216DR515F","day7_H7.CTRL.WYC42.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_H7.CTRL.WYC42.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.WYC42.2.Com","scheuerl study"
"021216DR515F","day7_H8.CTRL.WYM25.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_H8.CTRL.WYM25.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.WYM25.2.Com","scheuerl study"
"021216DR515F","day7_H9.CTRL.BB66.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","3_filtered/day7_H9.CTRL.BB66.2.Com_021216DR515FSAM1-96b-pr_filt.fastq.gz","CTRL.BB66.2.Com","scheuerl study"
