Date,Location,Northings,Westings,SampleID,CPM
20131118,AshridgeEstate,51.79436,0.56094,AE99,5.00E+05
20131118,AshridgeEstate,51.79431,0.56121,AE100,3.80E+05
20131118,AshridgeEstate,51.79484,0.56032,AE101,2.90E+05
20131118,AshridgeEstate,51.79487,0.56205,AE102,2.90E+04
20131118,AshridgeEstate,51.79487,0.56205,AE103,2.10E+05
20131118,AshridgeEstate,51.79487,0.56205,AE104,3.60E+04
20131118,AshridgeEstate,51.79499,0.56261,AE105,1.50E+05
20131118,AshridgeEstate,51.79499,0.56261,AE106,1.60E+04
20131118,AshridgeEstate,51.79507,0.56083,AE107,3.10E+05
20131118,AshridgeEstate,51.79543,0.5607,AE108,6.70E+04
20131118,AshridgeEstate,51.79537,0.56065,AE109,2.50E+04
20131118,AshridgeEstate,51.79537,0.56065,AE110,1.60E+06
20131118,AshridgeEstate,51.79537,0.56065,AE111,5.60E+05
20131121,AshridgeEstate,51.7962,0.5654,AE112,4.90E+04
20131121,AshridgeEstate,51.7962,0.5654,AE113,7.30E+04
20131121,AshridgeEstate,51.7962,0.5654,AE114,1.60E+04
20131121,AshridgeEstate,51.7962,0.5654,AE115,3.10E+04
20131121,AshridgeEstate,51.7962,0.5654,AE116,5.10E+05
20131121,AshridgeEstate,51.7962,0.5654,AE117,1.10E+05
20131121,AshridgeEstate,51.79588,0.56354,AE118,2.30E+04
20131121,AshridgeEstate,51.79706,0.56418,AE119,1.90E+05
20131121,AshridgeEstate,51.79706,0.56418,AE120,2.90E+04
20131121,AshridgeEstate,51.79706,0.56418,AE121,6.40E+05
20131121,AshridgeEstate,51.79699,0.564,AE122,6.00E+04
20131121,AshridgeEstate,51.79774,0.56356,AE123,3.00E+05
20131121,AshridgeEstate,51.79782,0.5637,AE124,2.80E+05
20131121,AshridgeEstate,51.79782,0.5637,AE125,3.20E+05
20131121,AshridgeEstate,51.79794,0.56341,AE126,3.30E+05
20131121,AshridgeEstate,51.79807,0.56354,AE127,9.20E+04
20131121,AshridgeEstate,51.7981,0.56321,AE128,1.10E+05
20131121,AshridgeEstate,51.79772,0.56295,AE129,4.80E+04
20131121,AshridgeEstate,51.79772,0.56295,AE130,5.10E+04
20131121,AshridgeEstate,51.79772,0.56295,AE131,2.70E+05
20131121,AshridgeEstate,51.79748,0.56289,AE132,4.10E+05
20131121,AshridgeEstate,51.79748,0.56289,AE133,1.50E+05
20131121,AshridgeEstate,51.79748,0.56289,AE134,1.20E+05
20131121,AshridgeEstate,51.79748,0.56289,AE135,5.00E+04
20131121,AshridgeEstate,51.79748,0.56289,AE136,3.40E+05
20131121,AshridgeEstate,51.79709,0.56201,AE137,3.30E+05
20131121,AshridgeEstate,51.79762,0.56265,AE138,1.50E+05
20131121,AshridgeEstate,51.79762,0.56265,AE139,1.40E+05
20131121,AshridgeEstate,51.79781,0.56284,AE140,2.80E+05
20131121,AshridgeEstate,51.79778,0.5634,AE141,7.90E+04
20131121,AshridgeEstate,51.79762,0.56351,AE142,2.70E+04
20131121,AshridgeEstate,51.79745,0.56329,AE143,4.20E+05
20131121,AshridgeEstate,51.79739,0.56293,AE144,1.40E+05
20131121,AshridgeEstate,51.79739,0.56293,AE145,1.50E+05
20131121,AshridgeEstate,51.7973,0.56306,AE146,1.00E+05
20131121,AshridgeEstate,51.79689,0.56356,AE147,9.60E+04
20131121,AshridgeEstate,51.79694,0.56315,AE148,1.50E+05
20131121,AshridgeEstate,51.79694,0.56315,AE149,7.80E+05
20131121,AshridgeEstate,51.79702,0.56296,AE150,8.40E+04
20131121,AshridgeEstate,51.79702,0.56296,AE151,5.00E+04
20131121,AshridgeEstate,51.79692,0.56276,AE152,2.30E+06
20131121,AshridgeEstate,51.79681,0.56245,AE153,4.00E+05
20131121,AshridgeEstate,51.79654,0.56197,AE154,2.00E+06
20131121,AshridgeEstate,51.7962,0.56212,AE155,1.60E+06
20131121,AshridgeEstate,51.79536,0.56172,AE156,7.40E+04
20131121,AshridgeEstate,51.79536,0.56172,AE157,1.30E+06
20131121,AshridgeEstate,51.79536,0.56172,AE158,1.30E+04
20131121,AshridgeEstate,51.79536,0.56172,AE159,2.30E+04
20131121,AshridgeEstate,51.79536,0.56172,AE160,9.40E+05
20131121,AshridgeEstate,51.7953,0.56182,AE161,3.80E+05
20131121,AshridgeEstate,51.79531,0.56173,AE162,1.20E+06
20131121,AshridgeEstate,51.79525,0.5616,AE163,5.60E+05
20131121,AshridgeEstate,51.79525,0.5616,AE164,3.90E+03
20131121,AshridgeEstate,51.79525,0.5616,AE165,1.70E+04
20131121,AshridgeEstate,51.79542,0.56109,AE166,4.30E+05
20131121,AshridgeEstate,51.79558,0.56133,AE167,2.90E+05
20131121,AshridgeEstate,51.79558,0.56133,AE168,1.60E+05
20131121,AshridgeEstate,51.79545,0.56119,AE169,3.30E+05
20131121,AshridgeEstate,51.79519,0.56117,AE170,7.40E+05
20131121,AshridgeEstate,51.79519,0.56117,AE171,1.60E+05
20131121,AshridgeEstate,51.79533,0.5607,AE172,1.20E+06
20131121,AshridgeEstate,51.79533,0.5607,AE173,4.10E+04
20131121,AshridgeEstate,51.79533,0.5607,AE174,2.90E+05
20131121,AshridgeEstate,51.79534,0.56032,AE175,6.30E+05
20131121,AshridgeEstate,51.79534,0.56032,AE176,1.50E+05
20131121,AshridgeEstate,51.79487,0.56059,AE177,5.80E+05
20131121,AshridgeEstate,51.79487,0.56059,AE178,1.20E+04
20131128,WaterersPark,51.3222,0.61592,WP01,2.00E+05
20131128,WaterersPark,51.3222,0.61572,WP02,6.30E+05
20131128,WaterersPark,51.32235,0.615685,WP03,7.30E+05
20131128,WaterersPark,51.32235,0.615425,WP04,2.40E+05
20131128,WaterersPark,51.32235,0.615425,WP05,6.40E+05
20131128,WaterersPark,51.322467,0.615609,WP06,1.10E+05
20131128,WaterersPark,51.322905,0.615145,WP07,3.70E+04
20131128,WaterersPark,51.324101,0.615783,WP09,1.10E+04
20131128,WaterersPark,51.324101,0.615783,WP10,2.50E+05
20131128,WaterersPark,51.324101,0.615783,WP11,3.50E+05
20131128,WaterersPark,51.323843,0.615964,WP12,1.10E+04
20131128,WaterersPark,51.323928,0.612627,WP13,2.00E+05
20131128,WaterersPark,51.323928,0.612627,WP14,9.90E+05
20131128,WaterersPark,51.323928,0.612627,WP15,1.20E+04
20131128,WaterersPark,51.324277,0.612985,WP16,1.20E+04
20131203,StAlbansCity,51.76454,0.3351,SAC01,2.70E+05
20131203,StAlbansCity,51.76587,0.33455,SAC02,4.70E+05
20131203,StAlbansCity,51.76896,0.34829,SAC03,1.10E+04
20131203,StAlbansCity,51.76896,0.34829,SAC04,9.90E+03
20131203,StAlbansCity,51.76896,0.34829,SAC05,1.00E+04
20131203,StAlbansCity,51.7697,0.34836,SAC06,4.90E+05
20131203,StAlbansCity,51.76923,0.3484,SAC07,4.40E+05
20131203,StAlbansCity,51.76923,0.3484,SAC08,1.60E+04
20131203,StAlbansCity,51.76949,0.34862,SAC09,1.20E+04
20131203,StAlbansCity,51.76949,0.34862,SAC10,2.80E+05
20131203,StAlbansCity,51.76899,0.34911,SAC11,1.20E+04
20131203,StAlbansCity,51.76921,0.34959,SAC12,1.10E+06
20131203,StAlbansCity,51.76928,0.34986,SAC13,2.20E+05
20131203,StAlbansCity,51.76928,0.34986,SAC14,4.30E+04
20131203,StAlbansCity,51.76928,0.34986,SAC15,6.00E+05
20131203,StAlbansCity,51.76936,0.34989,SAC16,2.00E+05
20131207,PullingshillWood,51.57306,0.81191,PH01,1.80E+04
20131207,PullingshillWood,51.57306,0.81191,PH02,1.30E+06
20131207,PullingshillWood,51.5729,0.813001,PH03,2.20E+04
20131207,PullingshillWood,51.5724,0.81085,PH04,4.30E+05
20131207,PullingshillWood,51.57234,0.81134,PH05,1.70E+06
20131207,PullingshillWood,51.5719,0.80964,PH06,2.10E+04
20131207,PullingshillWood,51.5719,0.80964,PH07,1.90E+04
20131207,PullingshillWood,51.57197,0.8098,PH08,1.30E+06
20131207,PullingshillWood,51.57212,0.81244,PH09,1.10E+06
20131207,PullingshillWood,51.57204,0.81328,PH10,1.40E+06
20131207,PullingshillWood,51.57204,0.81328,PH11,1.60E+04
20131207,PullingshillWood,51.57187,0.81388,PH12,1.30E+06
20131207,PullingshillWood,51.57283,0.81347,PH13,1.90E+04
20131207,PullingshillWood,51.57108,0.81282,PH14,1.70E+04
20131207,PullingshillWood,51.57064,0.81273,PH15,1.30E+06
20131207,PullingshillWood,51.57016,0.81297,PH16,5.10E+04
20131207,PullingshillWood,51.57016,0.81297,PH17,2.10E+04
20131207,PullingshillWood,51.56984,0.81291,PH18,3.30E+05
20131207,PullingshillWood,51.56965,0.81288,PH19,1.30E+06
20131207,PullingshillWood,51.56965,0.81288,PH20,2.80E+06
20131207,PullingshillWood,51.56911,0.81275,PH21,1.40E+04
20131207,PullingshillWood,51.5698,0.8124,PH22,2.10E+06
20131207,PullingshillWood,51.59996,0.81248,PH23,2.00E+04
20131207,PullingshillWood,51.57034,0.81256,PH24,6.10E+05
20131228,KnightshayesCourt,50.9228,3.4745,CHE01,3.20E+05
20131228,KnightshayesCourt,50.9228,3.4745,CHE02,1.40E+04
20131228,KnightshayesCourt,50.9228,3.4745,CHE03,3.00E+04
20131228,KnightshayesCourt,50.9228,3.4745,CHE04,1.40E+04
20131228,KnightshayesCourt,50.9252,3.4739,CHE05,1.20E+04
20131228,KnightshayesCourt,50.9231,3.474,CHE06,7.20E+05
20131228,KnightshayesCourt,50.928,3.4796,CHE07,8.50E+05
20131228,KnightshayesCourt,50.928,3.4796,CHE08,1.30E+04
20131228,KnightshayesCourt,50.928,3.4796,CHE09,1.20E+04
20131228,KnightshayesCourt,50.928,3.4796,CHE10,7.70E+05
20131228,KnightshayesCourt,50.928,3.4796,CHE11,1.30E+04
20131228,KnightshayesCourt,50.928,3.4796,CHE12,1.20E+04
20131228,KnightshayesCourt,50.9219,3.4791,CHE13,1.20E+04
20131228,KnightshayesCourt,50.9275,3.4792,CHE14,1.40E+04
20131229,CombeHill,50.9459,3.2072,WEL01,2.50E+06
20131229,CombeHill,50.9459,3.2072,WEL02,2.70E+05
20131229,CombeHill,50.9459,3.2072,WEL03,1.90E+06
20131229,CombeHill,50.9459,3.2072,WEL04,1.50E+04
20131229,CombeHill,50.9462,3.2073,WEL05,1.50E+04
20131229,CombeHill,50.9462,3.2073,WEL06,1.30E+04
20131229,CombeHill,50.9462,3.2073,WEL07,2.10E+04
20131229,CombeHill,50.9466,3.2077,WEL08,7.50E+04
20131229,CombeHill,50.9466,3.2077,WEL09,9.80E+03
20131229,CombeHill,50.9466,3.2077,WEL10,1.00E+06
20131229,CombeHill,50.9466,3.2077,WEL11,1.40E+04
20131229,CombeHill,50.9466,3.2077,WEL12,1.20E+04
20131229,CombeHill,50.9454,3.2104,WEL13,3.40E+05
20131229,CombeHill,50.9454,3.2104,WEL14,1.20E+04
20131229,CombeHill,50.9454,3.2104,WEL15,1.30E+06
20131229,CombeHill,50.9454,3.2104,WEL16,1.10E+04
20131229,CombeHill,50.9454,3.2104,WEL17,1.00E+04
20131229,CombeHill,50.9454,3.2104,WEL18,1.70E+05
20131229,CombeHill,50.9454,3.2104,WEL19,1.30E+04
20131229,CombeHill,50.9796,3.2328,WEL20,1.30E+04
20131229,CombeHill,50.9448,3.2115,WEL21,1.30E+06
20131229,CombeHill,50.9451,3.2119,WEL22,2.00E+05
20131229,CombeHill,50.9451,3.2118,WEL23,2.10E+04
20131229,CombeHill,50.9451,3.2118,WEL24,1.60E+04
20131229,CombeHill,50.9451,3.2118,WEL25,1.40E+06
20131229,CombeHill,50.9451,3.2118,WEL26,3.90E+04
20140421,BirchcleaveWood,51.1394,3.7536,BCW01,5.50E+05
20140421,BirchcleaveWood,51.1395,3.7535,BCW02,2.70E+06
20140421,BirchcleaveWood,51.1395,3.7535,BCW03,3.20E+05
20140421,BirchcleaveWood,51.1395,3.7527,BCW04,1.30E+06
20140421,BirchcleaveWood,51.1394,3.7537,BCW05,9.00E+05
20140421,BirchcleaveWood,51.1394,3.7539,BCW06,1.70E+06
20140421,BirchcleaveWood,51.1388,3.7535,BCW07,7.90E+04
20140421,BirchcleaveWood,51.1381,3.7516,BCW08,8.30E+05
20140421,AshCopse,50.9714,3.4553,BCW09,6.20E+04
20140421,AshCopse,50.9714,3.4553,BCW10,8.40E+04
20140421,AshCopse,50.9714,3.4553,BCW11,6.70E+04
20140421,AshCopse,50.9714,3.4553,BCW12,6.00E+05
20140421,AshCopse,50.9716,3.4552,BCW13,2.00E+05
20140421,AshCopse,50.9716,3.4552,BCW14,1.60E+06
20140421,AshCopse,50.9719,3.4544,BCW15,6.40E+04
20140421,AshCopse,50.9717,3.454,BCW16,4.10E+06
20140421,AshCopse,50.9718,3.4543,BCW17,3.30E+05
20140421,AshCopse,50.9718,3.4543,BCW18,6.20E+05
20140421,AshCopse,50.9718,3.4543,BCW19,2.00E+05
20140421,AshCopse,50.9718,3.4544,BCW20,4.20E+05
20140421,AshCopse,50.972,3.455,BCW21,5.00E+05
20140421,AshCopse,50.972,3.4553,BCW22,1.20E+06
20140421,AshCopse,50.9713,3.4557,BCW23,3.90E+05
20140421,AshCopse,50.9712,3.4557,BCW24,1.70E+06
20140421,AshCopse,50.971,3.4558,BCW25,9.40E+05
20140421,AshCopse,50.971,3.4558,BCW26,1.00E+06
20140423,Sunningdale,51.3936,0.6349,SNG01,2.80E+05
20140423,Sunningdale,51.3936,0.6349,SNG02,7.40E+05
20140424,SilwoodPark,51.4082,0.6409,SP10,2.10E+05
20140424,SilwoodPark,51.4082,0.6409,SP11,1.20E+06
20140424,SilwoodPark,51.4082,0.6409,SP12,1.40E+05
20140424,SilwoodPark,51.4082,0.6409,SP13,1.70E+05
20140424,SilwoodPark,51.4082,0.6409,SP14,3.40E+05
20140424,SilwoodPark,51.4082,0.6409,SP15,5.20E+05
20140424,SilwoodPark,51.4082,0.6409,SP16,4.00E+06
20140424,SilwoodPark,51.4082,0.6409,SP17,1.50E+06
