"X","filename","community","day","rep","seq.run","well"
657,"day0_F05.BCW14_052214DR16s-Sam1-80-pr_filt.fastq.gz","BCW14",0,NA,"052214DR16s","F05"
658,"day0_F05.SP15_052214DR16s-Sam401-475-pr_filt.fastq.gz","SP15",0,NA,"052214DR16s","F05"
659,"day0_F05.WYC22_052214DR16s-SAM81-160-pr_filt.fastq.gz","WYC22",0,NA,"052214DR16s","F05"
660,"day0_F05.WYC30_052214DR16s-Sam476-550_filt.fastq.gz","WYC30",0,NA,"052214DR16s","F05"
662,"day0_F06.AE178_052214DR16s-Sam401-475-pr_filt.fastq.gz","AE178",0,NA,"052214DR16s","F06"
663,"day0_F06.AE94_052214DR16s-Sam776-850-pr_filt.fastq.gz","AE94",0,NA,"052214DR16s","F06"
665,"day0_F06.BB62_052214DR16s-Sam626-700-pr_filt.fastq.gz","BB62",0,NA,"052214DR16s","F06"
666,"day0_F06.BB86_052214DR16s-Sam701-775-pr_filt.fastq.gz","BB86",0,NA,"052214DR16s","F06"
667,"day0_F06.WGP06_052214DR16s-Sam321-400-pr_filt.fastq.gz","WGP06",0,NA,"052214DR16s","F06"
668,"day0_F06.WGP14_052214DR16s-Sam1-80-pr_filt.fastq.gz","WGP14",0,NA,"052214DR16s","F06"
669,"day0_F06.WYC38_052214DR16s-Sam476-550_filt.fastq.gz","WYC38",0,NA,"052214DR16s","F06"
671,"day0_F07.AE106_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE106",0,NA,"052214DR16s","F07"
672,"day0_F07.AE110c_052214DR16s-Sam241-320-pr_filt.fastq.gz","AE110c",0,NA,"052214DR16s","F07"
673,"day0_F07.AE70_052214DR16s-Sam626-700-pr_filt.fastq.gz","AE70",0,NA,"052214DR16s","F07"
675,"day0_F07.PH14_052214DR16s-Sam476-550_filt.fastq.gz","PH14",0,NA,"052214DR16s","F07"
676,"day0_F07.WEL06_052214DR16s-Sam321-400-pr_filt.fastq.gz","WEL06",0,NA,"052214DR16s","F07"
677,"day0_F07.WEL06_052214DR16s-Sam401-475-pr_filt.fastq.gz","WEL06",0,NA,"052214DR16s","F07"
678,"day0_F07.WP06_052214DR16s-Sam1-80-pr_filt.fastq.gz","WP06",0,NA,"052214DR16s","F07"
679,"day0_F07.WYT62_052214DR16s-Sam701-775-pr_filt.fastq.gz","WYT62",0,NA,"052214DR16s","F07"
681,"day0_F08.AE99_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE99",0,NA,"052214DR16s","F08"
682,"day0_F08.BB38_052214DR16s-SAM81-160-pr_filt.fastq.gz","BB38",0,NA,"052214DR16s","F08"
684,"day0_F08.LW12_052214DR16s-Sam1-80-pr_filt.fastq.gz","LW12",0,NA,"052214DR16s","F08"
685,"day0_F08.OWW06_052214DR16s-Sam321-400-pr_filt.fastq.gz","OWW06",0,NA,"052214DR16s","F08"
686,"day0_F08.WEL22_052214DR16s-Sam401-475-pr_filt.fastq.gz","WEL22",0,NA,"052214DR16s","F08"
687,"day0_F08.WiW30_052214DR16s-Sam701-775-pr_filt.fastq.gz","WiW30",0,NA,"052214DR16s","F08"
688,"day0_F08.WYT76_052214DR16s-Sam626-700-pr_filt.fastq.gz","WYT76",0,NA,"052214DR16s","F08"
689,"day0_F09.AE117_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE117",0,NA,"052214DR16s","F09"
691,"day0_F09.BB46_052214DR16s-Sam401-475-pr_filt.fastq.gz","BB46",0,NA,"052214DR16s","F09"
692,"day0_F09.HW06_052214DR16s-Sam1-80-pr_filt.fastq.gz","HW06",0,NA,"052214DR16s","F09"
693,"day0_F09.PH06_052214DR16s-Sam161-240-pr_filt.fastq.gz","PH06",0,NA,"052214DR16s","F09"
694,"day0_F09.WiW06_052214DR16s-Sam321-400-pr_filt.fastq.gz","WiW06",0,NA,"052214DR16s","F09"
695,"day0_F09.WiW38_052214DR16s-Sam701-775-pr_filt.fastq.gz","WiW38",0,NA,"052214DR16s","F09"
696,"day0_F09.WYT30_052214DR16s-Sam551-625-pr_filt.fastq.gz","WYT30",0,NA,"052214DR16s","F09"
697,"day0_F09.WYT84_052214DR16s-Sam626-700-pr_filt.fastq.gz","WYT84",0,NA,"052214DR16s","F09"
699,"day0_F10.AE116c_052214DR16s-Sam241-320-pr_filt.fastq.gz","AE116c",0,NA,"052214DR16s","F10"
700,"day0_F10.AE125_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE125",0,NA,"052214DR16s","F10"
701,"day0_F10.AE157_052214DR16s-Sam551-625-pr_filt.fastq.gz","AE157",0,NA,"052214DR16s","F10"
702,"day0_F10.AE30_052214DR16s-Sam161-240-pr_filt.fastq.gz","AE30",0,NA,"052214DR16s","F10"
704,"day0_F10.WF06_052214DR16s-Sam321-400-pr_filt.fastq.gz","WF06",0,NA,"052214DR16s","F10"
705,"day0_F10.WiW14_052214DR16s-Sam1-80-pr_filt.fastq.gz","WiW14",0,NA,"052214DR16s","F10"
706,"day0_F10.WiW46_052214DR16s-Sam701-775-pr_filt.fastq.gz","WiW46",0,NA,"052214DR16s","F10"
707,"day0_F10.WYM14_052214DR16s-Sam476-550_filt.fastq.gz","WYM14",0,NA,"052214DR16s","F10"
708,"day0_F10.WYT92_052214DR16s-Sam626-700-pr_filt.fastq.gz","WYT92",0,NA,"052214DR16s","F10"
709,"day0_F11.AE133_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE133",0,NA,"052214DR16s","F11"
710,"day0_F11.AE14_052214DR16s-Sam476-550_filt.fastq.gz","AE14",0,NA,"052214DR16s","F11"
711,"day0_F11.AE165_052214DR16s-Sam551-625-pr_filt.fastq.gz","AE165",0,NA,"052214DR16s","F11"
713,"day0_F11.AE38_052214DR16s-Sam161-240-pr_filt.fastq.gz","AE38",0,NA,"052214DR16s","F11"
714,"day0_F11.AE78_052214DR16s-Sam776-850-pr_filt.fastq.gz","AE78",0,NA,"052214DR16s","F11"
715,"day0_F11.BWd06_052214DR16s-Sam321-400-pr_filt.fastq.gz","BWd06",0,NA,"052214DR16s","F11"
717,"day0_F11.WiW54_052214DR16s-Sam626-700-pr_filt.fastq.gz","WiW54",0,NA,"052214DR16s","F11"
718,"day0_F11.WYC06_052214DR16s-SAM81-160-pr_filt.fastq.gz","WYC06",0,NA,"052214DR16s","F11"
719,"day0_F12.AE141_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE141",0,NA,"052214DR16s","F12"
720,"day0_F12.AE173_052214DR16s-Sam551-625-pr_filt.fastq.gz","AE173",0,NA,"052214DR16s","F12"
721,"day0_F12.AE46_052214DR16s-Sam161-240-pr_filt.fastq.gz","AE46",0,NA,"052214DR16s","F12"
722,"day0_F12.AE86_052214DR16s-Sam776-850-pr_filt.fastq.gz","AE86",0,NA,"052214DR16s","F12"
724,"day0_F12.LW06_052214DR16s-Sam321-400-pr_filt.fastq.gz","LW06",0,NA,"052214DR16s","F12"
727,"day0_F12.WP14_052214DR16s-SAM81-160-pr_filt.fastq.gz","WP14",0,NA,"052214DR16s","F12"
728,"day0_F12.WYT22_052214DR16s-Sam476-550_filt.fastq.gz","WYT22",0,NA,"052214DR16s","F12"
737,"day0_G01.AE55_052214DR16s-Sam476-550_filt.fastq.gz","AE55",0,NA,"052214DR16s","G01"
738,"day0_G01.BB07_052214DR16s-Sam1-80-pr_filt.fastq.gz","BB07",0,NA,"052214DR16s","G01"
740,"day0_G01.HW15_052214DR16s-Sam401-475-pr_filt.fastq.gz","HW15",0,NA,"052214DR16s","G01"
741,"day0_G01.OWW15_052214DR16s-SAM81-160-pr_filt.fastq.gz","OWW15",0,NA,"052214DR16s","G01"
742,"day0_G01.WYM31_052214DR16s-Sam701-775-pr_filt.fastq.gz","WYM31",0,NA,"052214DR16s","G01"
743,"day0_G01.WYT07_052214DR16s-Sam241-320-pr_filt.fastq.gz","WYT07",0,NA,"052214DR16s","G01"
744,"day0_G01.WYT101_052214DR16s-Sam776-850-pr_filt.fastq.gz","WYT101",0,NA,"052214DR16s","G01"
745,"day0_G01.WYT39_052214DR16s-Sam551-625-pr_filt.fastq.gz","WYT39",0,NA,"052214DR16s","G01"
746,"day0_G02.AE63_052214DR16s-Sam476-550_filt.fastq.gz","AE63",0,NA,"052214DR16s","G02"
747,"day0_G02.BB15_052214DR16s-Sam1-80-pr_filt.fastq.gz","BB15",0,NA,"052214DR16s","G02"
748,"day0_G02.BCW07_052214DR16s-Sam241-320-pr_filt.fastq.gz","BCW07",0,NA,"052214DR16s","G02"
749,"day0_G02.BCW23_052214DR16s-SAM81-160-pr_filt.fastq.gz","BCW23",0,NA,"052214DR16s","G02"
751,"day0_G02.WiW23_052214DR16s-Sam401-475-pr_filt.fastq.gz","WiW23",0,NA,"052214DR16s","G02"
753,"day0_G02.WYT109_052214DR16s-Sam776-850-pr_filt.fastq.gz","WYT109",0,NA,"052214DR16s","G02"
754,"day0_G02.WYT47_052214DR16s-Sam551-625-pr_filt.fastq.gz","WYT47",0,NA,"052214DR16s","G02"
755,"day0_G03.BW07_052214DR16s-Sam241-320-pr_filt.fastq.gz","BW07",0,NA,"052214DR16s","G03"
758,"day0_G03.SAC15_052214DR16s-Sam1-80-pr_filt.fastq.gz","SAC15",0,NA,"052214DR16s","G03"
760,"day0_G03.WiW31_052214DR16s-Sam401-475-pr_filt.fastq.gz","WiW31",0,NA,"052214DR16s","G03"
761,"day0_G03.WYT15_052214DR16s-SAM81-160-pr_filt.fastq.gz","WYT15",0,NA,"052214DR16s","G03"
762,"day0_G03.WYT55_052214DR16s-Sam551-625-pr_filt.fastq.gz","WYT55",0,NA,"052214DR16s","G03"
763,"day0_G03.WYT65_052214DR16s-Sam776-850-pr_filt.fastq.gz","WYT65",0,NA,"052214DR16s","G03"
764,"day0_G04.BB71_052214DR16s-Sam701-775-pr_filt.fastq.gz","BB71",0,NA,"052214DR16s","G04"
765,"day0_G04.BB99_052214DR16s-Sam776-850-pr_filt.fastq.gz","BB99",0,NA,"052214DR16s","G04"
766,"day0_G04.BCW25_052214DR16s-Sam1-80-pr_filt.fastq.gz","BCW25",0,NA,"052214DR16s","G04"
767,"day0_G04.BW15_052214DR16s-Sam476-550_filt.fastq.gz","BW15",0,NA,"052214DR16s","G04"
769,"day0_G04.SAC07_052214DR16s-Sam321-400-pr_filt.fastq.gz","SAC07",0,NA,"052214DR16s","G04"
770,"day0_G04.WiW39_052214DR16s-Sam401-475-pr_filt.fastq.gz","WiW39",0,NA,"052214DR16s","G04"
773,"day0_G05.AE07_052214DR16s-Sam321-400-pr_filt.fastq.gz","AE07",0,NA,"052214DR16s","G05"
774,"day0_G05.BB55_052214DR16s-Sam626-700-pr_filt.fastq.gz","BB55",0,NA,"052214DR16s","G05"
775,"day0_G05.BB79_052214DR16s-Sam701-775-pr_filt.fastq.gz","BB79",0,NA,"052214DR16s","G05"
777,"day0_G05.BCW15_052214DR16s-Sam1-80-pr_filt.fastq.gz","BCW15",0,NA,"052214DR16s","G05"
778,"day0_G05.SP16_052214DR16s-Sam401-475-pr_filt.fastq.gz","SP16",0,NA,"052214DR16s","G05"
779,"day0_G05.WYC23_052214DR16s-SAM81-160-pr_filt.fastq.gz","WYC23",0,NA,"052214DR16s","G05"
780,"day0_G05.WYC31_052214DR16s-Sam476-550_filt.fastq.gz","WYC31",0,NA,"052214DR16s","G05"
783,"day0_G06.BB23_052214DR16s-SAM81-160-pr_filt.fastq.gz","BB23",0,NA,"052214DR16s","G06"
785,"day0_G06.BB87_052214DR16s-Sam701-775-pr_filt.fastq.gz","BB87",0,NA,"052214DR16s","G06"
786,"day0_G06.SNG01_052214DR16s-Sam401-475-pr_filt.fastq.gz","SNG01",0,NA,"052214DR16s","G06"
787,"day0_G06.WGP07_052214DR16s-Sam321-400-pr_filt.fastq.gz","WGP07",0,NA,"052214DR16s","G06"
788,"day0_G06.WGP15_052214DR16s-Sam1-80-pr_filt.fastq.gz","WGP15",0,NA,"052214DR16s","G06"
789,"day0_G06.WYC39_052214DR16s-Sam476-550_filt.fastq.gz","WYC39",0,NA,"052214DR16s","G06"
791,"day0_G07.AE107_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE107",0,NA,"052214DR16s","G07"
792,"day0_G07.AE71_052214DR16s-Sam626-700-pr_filt.fastq.gz","AE71",0,NA,"052214DR16s","G07"
795,"day0_G07.PH15_052214DR16s-Sam551-625-pr_filt.fastq.gz","PH15",0,NA,"052214DR16s","G07"
796,"day0_G07.WEL07_052214DR16s-Sam321-400-pr_filt.fastq.gz","WEL07",0,NA,"052214DR16s","G07"
797,"day0_G07.WEL07_052214DR16s-Sam401-475-pr_filt.fastq.gz","WEL07",0,NA,"052214DR16s","G07"
798,"day0_G07.WP07_052214DR16s-Sam1-80-pr_filt.fastq.gz","WP07",0,NA,"052214DR16s","G07"
800,"day0_G08.AE176_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE176",0,NA,"052214DR16s","G08"
802,"day0_G08.BB39_052214DR16s-SAM81-160-pr_filt.fastq.gz","BB39",0,NA,"052214DR16s","G08"
805,"day0_G08.OWW07_052214DR16s-Sam321-400-pr_filt.fastq.gz","OWW07",0,NA,"052214DR16s","G08"
806,"day0_G08.WEL23_052214DR16s-Sam401-475-pr_filt.fastq.gz","WEL23",0,NA,"052214DR16s","G08"
807,"day0_G08.WiW31_052214DR16s-Sam701-775-pr_filt.fastq.gz","WiW31",0,NA,"052214DR16s","G08"
808,"day0_G08.WYT77_052214DR16s-Sam626-700-pr_filt.fastq.gz","WYT77",0,NA,"052214DR16s","G08"
809,"day0_G09.AE118_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE118",0,NA,"052214DR16s","G09"
811,"day0_G09.BB47_052214DR16s-Sam401-475-pr_filt.fastq.gz","BB47",0,NA,"052214DR16s","G09"
812,"day0_G09.HW07_052214DR16s-Sam1-80-pr_filt.fastq.gz","HW07",0,NA,"052214DR16s","G09"
813,"day0_G09.PH07_052214DR16s-Sam161-240-pr_filt.fastq.gz","PH07",0,NA,"052214DR16s","G09"
814,"day0_G09.WiW07_052214DR16s-Sam321-400-pr_filt.fastq.gz","WiW07",0,NA,"052214DR16s","G09"
815,"day0_G09.WiW39_052214DR16s-Sam701-775-pr_filt.fastq.gz","WiW39",0,NA,"052214DR16s","G09"
816,"day0_G09.WYT31_052214DR16s-Sam551-625-pr_filt.fastq.gz","WYT31",0,NA,"052214DR16s","G09"
817,"day0_G09.WYT85_052214DR16s-Sam626-700-pr_filt.fastq.gz","WYT85",0,NA,"052214DR16s","G09"
821,"day0_G10.AE158_052214DR16s-Sam551-625-pr_filt.fastq.gz","AE158",0,NA,"052214DR16s","G10"
822,"day0_G10.AE31_052214DR16s-Sam161-240-pr_filt.fastq.gz","AE31",0,NA,"052214DR16s","G10"
824,"day0_G10.WF07_052214DR16s-Sam321-400-pr_filt.fastq.gz","WF07",0,NA,"052214DR16s","G10"
825,"day0_G10.WiW15_052214DR16s-Sam1-80-pr_filt.fastq.gz","WiW15",0,NA,"052214DR16s","G10"
826,"day0_G10.WiW47_052214DR16s-Sam701-775-pr_filt.fastq.gz","WiW47",0,NA,"052214DR16s","G10"
827,"day0_G10.WYM15_052214DR16s-Sam476-550_filt.fastq.gz","WYM15",0,NA,"052214DR16s","G10"
828,"day0_G10.WYT93_052214DR16s-Sam626-700-pr_filt.fastq.gz","WYT93",0,NA,"052214DR16s","G10"
829,"day0_G11.AE134_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE134",0,NA,"052214DR16s","G11"
830,"day0_G11.AE15_052214DR16s-Sam476-550_filt.fastq.gz","AE15",0,NA,"052214DR16s","G11"
831,"day0_G11.AE166_052214DR16s-Sam551-625-pr_filt.fastq.gz","AE166",0,NA,"052214DR16s","G11"
833,"day0_G11.AE39_052214DR16s-Sam161-240-pr_filt.fastq.gz","AE39",0,NA,"052214DR16s","G11"
834,"day0_G11.AE79_052214DR16s-Sam776-850-pr_filt.fastq.gz","AE79",0,NA,"052214DR16s","G11"
835,"day0_G11.BWd07_052214DR16s-Sam321-400-pr_filt.fastq.gz","BWd07",0,NA,"052214DR16s","G11"
837,"day0_G11.WiW55_052214DR16s-Sam626-700-pr_filt.fastq.gz","WiW55",0,NA,"052214DR16s","G11"
838,"day0_G11.WYC07_052214DR16s-SAM81-160-pr_filt.fastq.gz","WYC07",0,NA,"052214DR16s","G11"
839,"day0_G12.AE142_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE142",0,NA,"052214DR16s","G12"
840,"day0_G12.AE174_052214DR16s-Sam551-625-pr_filt.fastq.gz","AE174",0,NA,"052214DR16s","G12"
841,"day0_G12.AE47_052214DR16s-Sam161-240-pr_filt.fastq.gz","AE47",0,NA,"052214DR16s","G12"
842,"day0_G12.AE87_052214DR16s-Sam776-850-pr_filt.fastq.gz","AE87",0,NA,"052214DR16s","G12"
846,"day0_G12.WP15_052214DR16s-SAM81-160-pr_filt.fastq.gz","WP15",0,NA,"052214DR16s","G12"
847,"day0_G12.WYM23_052214DR16s-Sam626-700-pr_filt.fastq.gz","WYM23",0,NA,"052214DR16s","G12"
848,"day0_G12.WYT23_052214DR16s-Sam476-550_filt.fastq.gz","WYT23",0,NA,"052214DR16s","G12"
857,"day0_H01.AE56_052214DR16s-Sam476-550_filt.fastq.gz","AE56",0,NA,"052214DR16s","H01"
858,"day0_H01.BB08_052214DR16s-Sam1-80-pr_filt.fastq.gz","BB08",0,NA,"052214DR16s","H01"
860,"day0_H01.HW16_052214DR16s-Sam401-475-pr_filt.fastq.gz","HW16",0,NA,"052214DR16s","H01"
861,"day0_H01.OWW16_052214DR16s-SAM81-160-pr_filt.fastq.gz","OWW16",0,NA,"052214DR16s","H01"
862,"day0_H01.WYM32_052214DR16s-Sam701-775-pr_filt.fastq.gz","WYM32",0,NA,"052214DR16s","H01"
863,"day0_H01.WYT08_052214DR16s-Sam241-320-pr_filt.fastq.gz","WYT08",0,NA,"052214DR16s","H01"
864,"day0_H01.WYT102_052214DR16s-Sam776-850-pr_filt.fastq.gz","WYT102",0,NA,"052214DR16s","H01"
865,"day0_H01.WYT40_052214DR16s-Sam551-625-pr_filt.fastq.gz","WYT40",0,NA,"052214DR16s","H01"
866,"day0_H02.AE64_052214DR16s-Sam476-550_filt.fastq.gz","AE64",0,NA,"052214DR16s","H02"
867,"day0_H02.BB16_052214DR16s-Sam1-80-pr_filt.fastq.gz","BB16",0,NA,"052214DR16s","H02"
869,"day0_H02.BCW08_052214DR16s-Sam241-320-pr_filt.fastq.gz","BCW08",0,NA,"052214DR16s","H02"
870,"day0_H02.BCW24_052214DR16s-SAM81-160-pr_filt.fastq.gz","BCW24",0,NA,"052214DR16s","H02"
871,"day0_H02.WiW24_052214DR16s-Sam401-475-pr_filt.fastq.gz","WiW24",0,NA,"052214DR16s","H02"
872,"day0_H02.WYM40_052214DR16s-Sam701-775-pr_filt.fastq.gz","WYM40",0,NA,"052214DR16s","H02"
873,"day0_H02.WYT110_052214DR16s-Sam776-850-pr_filt.fastq.gz","WYT110",0,NA,"052214DR16s","H02"
874,"day0_H02.WYT48_052214DR16s-Sam551-625-pr_filt.fastq.gz","WYT48",0,NA,"052214DR16s","H02"
875,"day0_H03.BW08_052214DR16s-Sam241-320-pr_filt.fastq.gz","BW08",0,NA,"052214DR16s","H03"
878,"day0_H03.SAC16_052214DR16s-Sam1-80-pr_filt.fastq.gz","SAC16",0,NA,"052214DR16s","H03"
880,"day0_H03.WiW32_052214DR16s-Sam401-475-pr_filt.fastq.gz","WiW32",0,NA,"052214DR16s","H03"
881,"day0_H03.WYT16_052214DR16s-SAM81-160-pr_filt.fastq.gz","WYT16",0,NA,"052214DR16s","H03"
882,"day0_H03.WYT56_052214DR16s-Sam551-625-pr_filt.fastq.gz","WYT56",0,NA,"052214DR16s","H03"
883,"day0_H03.WYT66_052214DR16s-Sam776-850-pr_filt.fastq.gz","WYT66",0,NA,"052214DR16s","H03"
884,"day0_H04.BB72_052214DR16s-Sam701-775-pr_filt.fastq.gz","BB72",0,NA,"052214DR16s","H04"
885,"day0_H04.BCW26_052214DR16s-Sam1-80-pr_filt.fastq.gz","BCW26",0,NA,"052214DR16s","H04"
886,"day0_H04.BW16_052214DR16s-Sam476-550_filt.fastq.gz","BW16",0,NA,"052214DR16s","H04"
887,"day0_H04.PH24_052214DR16s-Sam626-700-pr_filt.fastq.gz","PH24",0,NA,"052214DR16s","H04"
889,"day0_H04.SAC08_052214DR16s-Sam321-400-pr_filt.fastq.gz","SAC08",0,NA,"052214DR16s","H04"
890,"day0_H04.WiW40_052214DR16s-Sam401-475-pr_filt.fastq.gz","WiW40",0,NA,"052214DR16s","H04"
892,"day0_H04.WYC16_052214DR16s-SAM81-160-pr_filt.fastq.gz","WYC16",0,NA,"052214DR16s","H04"
893,"day0_H05.AE08_052214DR16s-Sam321-400-pr_filt.fastq.gz","AE08",0,NA,"052214DR16s","H05"
894,"day0_H05.BB56_052214DR16s-Sam626-700-pr_filt.fastq.gz","BB56",0,NA,"052214DR16s","H05"
895,"day0_H05.BB80_052214DR16s-Sam701-775-pr_filt.fastq.gz","BB80",0,NA,"052214DR16s","H05"
896,"day0_H05.BCW16_052214DR16s-Sam1-80-pr_filt.fastq.gz","BCW16",0,NA,"052214DR16s","H05"
898,"day0_H05.SP17_052214DR16s-Sam401-475-pr_filt.fastq.gz","SP17",0,NA,"052214DR16s","H05"
899,"day0_H05.WYC24_052214DR16s-SAM81-160-pr_filt.fastq.gz","WYC24",0,NA,"052214DR16s","H05"
900,"day0_H05.WYC32_052214DR16s-Sam476-550_filt.fastq.gz","WYC32",0,NA,"052214DR16s","H05"
902,"day0_H06.AE96_052214DR16s-Sam776-850-pr_filt.fastq.gz","AE96",0,NA,"052214DR16s","H06"
903,"day0_H06.BB24_052214DR16s-SAM81-160-pr_filt.fastq.gz","BB24",0,NA,"052214DR16s","H06"
906,"day0_H06.SNG02_052214DR16s-Sam401-475-pr_filt.fastq.gz","SNG02",0,NA,"052214DR16s","H06"
907,"day0_H06.WGP08_052214DR16s-Sam321-400-pr_filt.fastq.gz","WGP08",0,NA,"052214DR16s","H06"
908,"day0_H06.WGP16_052214DR16s-Sam1-80-pr_filt.fastq.gz","WGP16",0,NA,"052214DR16s","H06"
909,"day0_H06.WYC40_052214DR16s-Sam476-550_filt.fastq.gz","WYC40",0,NA,"052214DR16s","H06"
911,"day0_H07.AE108_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE108",0,NA,"052214DR16s","H07"
912,"day0_H07.AE72_052214DR16s-Sam626-700-pr_filt.fastq.gz","AE72",0,NA,"052214DR16s","H07"
915,"day0_H07.PH16_052214DR16s-Sam551-625-pr_filt.fastq.gz","PH16",0,NA,"052214DR16s","H07"
916,"day0_H07.WEL08_052214DR16s-Sam321-400-pr_filt.fastq.gz","WEL08",0,NA,"052214DR16s","H07"
917,"day0_H07.WEL08_052214DR16s-Sam401-475-pr_filt.fastq.gz","WEL08",0,NA,"052214DR16s","H07"
918,"day0_H07.WP08_052214DR16s-Sam1-80-pr_filt.fastq.gz","WP08",0,NA,"052214DR16s","H07"
919,"day0_H07.WYT64_052214DR16s-Sam701-775-pr_filt.fastq.gz","WYT64",0,NA,"052214DR16s","H07"
920,"day0_H08.AE24_052214DR16s-Sam551-625-pr_filt.fastq.gz","AE24",0,NA,"052214DR16s","H08"
925,"day0_H08.OWW08_052214DR16s-Sam321-400-pr_filt.fastq.gz","OWW08",0,NA,"052214DR16s","H08"
926,"day0_H08.WEL24_052214DR16s-Sam401-475-pr_filt.fastq.gz","WEL24",0,NA,"052214DR16s","H08"
927,"day0_H08.WiW32_052214DR16s-Sam701-775-pr_filt.fastq.gz","WiW32",0,NA,"052214DR16s","H08"
928,"day0_H08.WYT78_052214DR16s-Sam626-700-pr_filt.fastq.gz","WYT78",0,NA,"052214DR16s","H08"
929,"day0_H09.AE119_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE119",0,NA,"052214DR16s","H09"
931,"day0_H09.BB48_052214DR16s-Sam401-475-pr_filt.fastq.gz","BB48",0,NA,"052214DR16s","H09"
932,"day0_H09.HW08_052214DR16s-Sam1-80-pr_filt.fastq.gz","HW08",0,NA,"052214DR16s","H09"
933,"day0_H09.PH08_052214DR16s-Sam161-240-pr_filt.fastq.gz","PH08",0,NA,"052214DR16s","H09"
934,"day0_H09.WiW08_052214DR16s-Sam321-400-pr_filt.fastq.gz","WiW08",0,NA,"052214DR16s","H09"
935,"day0_H09.WiW40_052214DR16s-Sam701-775-pr_filt.fastq.gz","WiW40",0,NA,"052214DR16s","H09"
936,"day0_H09.WYT32_052214DR16s-Sam551-625-pr_filt.fastq.gz","WYT32",0,NA,"052214DR16s","H09"
937,"day0_H09.WYT86_052214DR16s-Sam626-700-pr_filt.fastq.gz","WYT86",0,NA,"052214DR16s","H09"
940,"day0_H10.AE127_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE127",0,NA,"052214DR16s","H10"
941,"day0_H10.AE159_052214DR16s-Sam551-625-pr_filt.fastq.gz","AE159",0,NA,"052214DR16s","H10"
942,"day0_H10.AE32_052214DR16s-Sam161-240-pr_filt.fastq.gz","AE32",0,NA,"052214DR16s","H10"
945,"day0_H10.WiW16_052214DR16s-Sam1-80-pr_filt.fastq.gz","WiW16",0,NA,"052214DR16s","H10"
946,"day0_H10.WiW48_052214DR16s-Sam776-850-pr_filt.fastq.gz","WiW48",0,NA,"052214DR16s","H10"
947,"day0_H10.WYM16_052214DR16s-Sam476-550_filt.fastq.gz","WYM16",0,NA,"052214DR16s","H10"
949,"day0_H11.AE135_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE135",0,NA,"052214DR16s","H11"
950,"day0_H11.AE16_052214DR16s-Sam476-550_filt.fastq.gz","AE16",0,NA,"052214DR16s","H11"
951,"day0_H11.AE167_052214DR16s-Sam551-625-pr_filt.fastq.gz","AE167",0,NA,"052214DR16s","H11"
953,"day0_H11.AE40_052214DR16s-Sam161-240-pr_filt.fastq.gz","AE40",0,NA,"052214DR16s","H11"
954,"day0_H11.AE80_052214DR16s-Sam776-850-pr_filt.fastq.gz","AE80",0,NA,"052214DR16s","H11"
956,"day0_H11.WiW56_052214DR16s-Sam626-700-pr_filt.fastq.gz","WiW56",0,NA,"052214DR16s","H11"
957,"day0_H11.WYC08_052214DR16s-SAM81-160-pr_filt.fastq.gz","WYC08",0,NA,"052214DR16s","H11"
958,"day0_H12.AE100c_052214DR16s-Sam241-320-pr_filt.fastq.gz","AE100c",0,NA,"052214DR16s","H12"
959,"day0_H12.AE143_052214DR16s-Sam851-925-pr_filt.fastq.gz","AE143",0,NA,"052214DR16s","H12"
960,"day0_H12.AE175_052214DR16s-Sam551-625-pr_filt.fastq.gz","AE175",0,NA,"052214DR16s","H12"
961,"day0_H12.AE48_052214DR16s-Sam161-240-pr_filt.fastq.gz","AE48",0,NA,"052214DR16s","H12"
962,"day0_H12.AE88_052214DR16s-Sam776-850-pr_filt.fastq.gz","AE88",0,NA,"052214DR16s","H12"
965,"day0_H12.WP16_052214DR16s-SAM81-160-pr_filt.fastq.gz","WP16",0,NA,"052214DR16s","H12"
966,"day0_H12.WYM24_052214DR16s-Sam626-700-pr_filt.fastq.gz","WYM24",0,NA,"052214DR16s","H12"
967,"day0_H12.WYT24_052214DR16s-Sam476-550_filt.fastq.gz","WYT24",0,NA,"052214DR16s","H12"
976,"day0_WEL09_052214DR16s-Sam551-625-pr_filt.fastq.gz","052214DR16s",0,NA,"052214DR16s","WEL09"
977,"day0_WEL10_052214DR16s-Sam551-625-pr_filt.fastq.gz","052214DR16s",0,NA,"052214DR16s","WEL10"
978,"day0_WEL11_052214DR16s-Sam551-625-pr_filt.fastq.gz","052214DR16s",0,NA,"052214DR16s","WEL11"
