"sample_name","library_ID","community","site","treehole_number_site","latlong","collection_date"
"day7_D2.WiW12.1_021216DR515FSAM1-89a-pr_filt","day7_D2.WiW12.1","WiW12","WiW","12","51.4412 N 0.5998 W",2013-09-18
"day7_D2.WiW12.2_021216DR515FSAM1-89b-pr_filt","day7_D2.WiW12.2","WiW12","WiW","12","51.4412 N 0.5998 W",2013-09-18
"day7_D2.WiW12.3_021216DR515FSAM1-89c-pr_filt","day7_D2.WiW12.3","WiW12","WiW","12","51.4412 N 0.5998 W",2013-09-18
"day7_D2.WiW12.4_021216DR515FSAM1-89d-pr_filt","day7_D2.WiW12.4","WiW12","WiW","12","51.4412 N 0.5998 W",2013-09-18
"day7_D2.WYM21.1_021216DR515FSAM1-96c-pr_filt","day7_D2.WYM21.1","WYM21","WYM","21","51.7687 N 1.3285 W",2013-10-22
"day7_D2.WYM21.2_021216DR515FSAM1-96d-pr_filt","day7_D2.WYM21.2","WYM21","WYM","21","51.7687 N 1.3285 W",2013-10-22
"day7_D2.WYM21.3_021216DR515FSAM1-96e-pr_filt","day7_D2.WYM21.3","WYM21","WYM","21","51.7687 N 1.3285 W",2013-10-22
"day7_D2.WYM21.4_021216DR515FSAM1-96f-pr_filt","day7_D2.WYM21.4","WYM21","WYM","21","51.7687 N 1.3285 W",2013-10-22
"day7_D3.BB20.1_021216DR515FSAM1-88a-pr_filt","day7_D3.BB20.1","BB20","BB","20","51.5571 N 0.6353 W",2013-08-20
"day7_D3.BB20.2_021216DR515FSAM1-88b-pr_filt","day7_D3.BB20.2","BB20","BB","20","51.5571 N 0.6353 W",2013-08-20
"day7_D3.BB20.3_021216DR515FSAM1-88c-pr_filt","day7_D3.BB20.3","BB20","BB","20","51.5571 N 0.6353 W",2013-08-20
"day7_D3.BB20.4_021216DR515FSAM1-88d-pr_filt","day7_D3.BB20.4","BB20","BB","20","51.5571 N 0.6353 W",2013-08-20
"day7_D3.BWd04.1_021216DR515FSAM1-91b-pr_filt","day7_D3.BWd04.1","BWd04","BWd","4","51.1936 N 1.0689 W",2013-10-03
"day7_D3.BWd04.2_021216DR515FSAM1-91a-pr_filt","day7_D3.BWd04.2","BWd04","BWd","4","51.1936 N 1.0689 W",2013-10-03
"day7_D3.BWd04.3_021216DR515FSAM1-91c-pr_filt","day7_D3.BWd04.3","BWd04","BWd","4","51.1936 N 1.0689 W",2013-10-03
"day7_D3.WiW20.1_021216DR515FSAM1-89a-pr_filt","day7_D3.WiW20.1","WiW20","WiW","20","51.4417 N 0.6 W",2013-09-18
"day7_D3.WiW20.2_021216DR515FSAM1-89b-pr_filt","day7_D3.WiW20.2","WiW20","WiW","20","51.4417 N 0.6 W",2013-09-18
"day7_D3.WiW20.3_021216DR515FSAM1-89c-pr_filt","day7_D3.WiW20.3","WiW20","WiW","20","51.4417 N 0.6 W",2013-09-18
"day7_D3.WiW20.4_021216DR515FSAM1-42-pr_filt","day7_D3.WiW20.4","WiW20","WiW","20","51.4417 N 0.6 W",2013-09-18
"day7_D3.WYM27.1_021216DR515FSAM1-96c-pr_filt","day7_D3.WYM27.1","WYM27","WYM","27","51.7685 N 1.3281 W",2013-10-22
"day7_D3.WYM27.2_021216DR515FSAM1-96d-pr_filt","day7_D3.WYM27.2","WYM27","WYM","27","51.7685 N 1.3281 W",2013-10-22
"day7_D3.WYM27.3_021216DR515FSAM1-96e-pr_filt","day7_D3.WYM27.3","WYM27","WYM","27","51.7685 N 1.3281 W",2013-10-22
"day7_D3.WYM27.4_021216DR515FSAM1-96f-pr_filt","day7_D3.WYM27.4","WYM27","WYM","27","51.7685 N 1.3281 W",2013-10-22
"day7_D3.WYT20.4_021216DR515FSAM1-92-pr_filt","day7_D3.WYT20.4","WYT20","WYT","20","51.7697 N 1.3295 W",2013-10-22
"day7_D4.WF04.1_021216DR515FSAM1-91b-pr_filt","day7_D4.WF04.1","WF04","WF","4","51.4473 N 0.6383 W",2013-10-21
"day7_D4.WF04.2_021216DR515FSAM1-91a-pr_filt","day7_D4.WF04.2","WF04","WF","4","51.4473 N 0.6383 W",2013-10-21
"day7_D4.WF04.3_021216DR515FSAM1-91c-pr_filt","day7_D4.WF04.3","WF04","WF","4","51.4473 N 0.6383 W",2013-10-21
"day7_D4.WiW28.1_021216DR515FSAM1-89a-pr_filt","day7_D4.WiW28.1","WiW28","WiW","28","51.4417 N 0.6007 W",2013-09-18
"day7_D4.WiW28.2_021216DR515FSAM1-89b-pr_filt","day7_D4.WiW28.2","WiW28","WiW","28","51.4417 N 0.6007 W",2013-09-18
"day7_D4.WiW28.3_021216DR515FSAM1-89c-pr_filt","day7_D4.WiW28.3","WiW28","WiW","28","51.4417 N 0.6007 W",2013-09-18
"day7_D4.WiW28.4_021216DR515FSAM1-89d-pr_filt","day7_D4.WiW28.4","WiW28","WiW","28","51.4417 N 0.6007 W",2013-09-18
"day7_D4.WYM25.1_021216DR515FSAM1-96c-pr_filt","day7_D4.WYM25.1","WYM25","WYM","25","51.7685 N 1.3281 W",2013-10-22
"day7_D4.WYM25.2_021216DR515FSAM1-96d-pr_filt","day7_D4.WYM25.2","WYM25","WYM","25","51.7685 N 1.3281 W",2013-10-22
"day7_D4.WYM25.3_021216DR515FSAM1-96e-pr_filt","day7_D4.WYM25.3","WYM25","WYM","25","51.7685 N 1.3281 W",2013-10-22
"day7_D4.WYM25.4_021216DR515FSAM1-96f-pr_filt","day7_D4.WYM25.4","WYM25","WYM","25","51.7685 N 1.3281 W",2013-10-22
"day7_D4.WYT28.4_021216DR515FSAM1-92-pr_filt","day7_D4.WYT28.4","WYT28","WYT","28","51.7694 N 1.3296 W",2013-10-22
"day7_D5.BB35.1_021216DR515FSAM1-96c-pr_filt","day7_D5.BB35.1","BB35","BB","35","51.551 N 0.6327 W",2013-08-29
"day7_D5.BB35.2_021216DR515FSAM1-96d-pr_filt","day7_D5.BB35.2","BB35","BB","35","51.551 N 0.6327 W",2013-08-29
"day7_D5.BB35.3_021216DR515FSAM1-96e-pr_filt","day7_D5.BB35.3","BB35","BB","35","51.551 N 0.6327 W",2013-08-29
"day7_D5.BB35.4_021216DR515FSAM1-96f-pr_filt","day7_D5.BB35.4","BB35","BB","35","51.551 N 0.6327 W",2013-08-29
"day7_D5.WEL04.1_021216DR515FSAM1-88a-pr_filt","day7_D5.WEL04.1","WEL04","WEL","4","50.9459 N 3.2072 W",2013-12-29
"day7_D5.WEL04.2_021216DR515FSAM1-18-pr_filt","day7_D5.WEL04.2","WEL04","WEL","4","50.9459 N 3.2072 W",2013-12-29
"day7_D5.WEL04.3_021216DR515FSAM1-88c-pr_filt","day7_D5.WEL04.3","WEL04","WEL","4","50.9459 N 3.2072 W",2013-12-29
"day7_D5.WEL04.4_021216DR515FSAM1-24-pr_filt","day7_D5.WEL04.4","WEL04","WEL","4","50.9459 N 3.2072 W",2013-12-29
"day7_D5.WiW36.1_021216DR515FSAM1-89a-pr_filt","day7_D5.WiW36.1","WiW36","WiW","36","51.4418 N 0.6018 W",2013-09-18
"day7_D5.WiW36.2_021216DR515FSAM1-89b-pr_filt","day7_D5.WiW36.2","WiW36","WiW","36","51.4418 N 0.6018 W",2013-09-18
"day7_D5.WiW36.3_021216DR515FSAM1-89c-pr_filt","day7_D5.WiW36.3","WiW36","WiW","36","51.4418 N 0.6018 W",2013-09-18
"day7_D5.WiW36.4_021216DR515FSAM1-89d-pr_filt","day7_D5.WiW36.4","WiW36","WiW","36","51.4418 N 0.6018 W",2013-09-18
"day7_D5.WYT04.1_021216DR515FSAM1-91b-pr_filt","day7_D5.WYT04.1","WYT04","WYT","4","51.7664 N 1.3295 W",2013-10-16
"day7_D5.WYT04.2_021216DR515FSAM1-91a-pr_filt","day7_D5.WYT04.2","WYT04","WYT","4","51.7664 N 1.3295 W",2013-10-16
"day7_D5.WYT04.3_021216DR515FSAM1-91c-pr_filt","day7_D5.WYT04.3","WYT04","WYT","4","51.7664 N 1.3295 W",2013-10-16
"day7_D5.WYT36.4_021216DR515FSAM1-92-pr_filt","day7_D5.WYT36.4","WYT36","WYT","36","51.769 N 1.3291 W",2013-10-22
"day7_D6.WEL12.1_021216DR515FSAM1-18-pr_filt","day7_D6.WEL12.1","WEL12","WEL","12","50.9466 N 3.2077 W",2013-12-29
"day7_D6.WEL12.2_021216DR515FSAM1-18-pr_filt","day7_D6.WEL12.2","WEL12","WEL","12","50.9466 N 3.2077 W",2013-12-29
"day7_D6.WEL12.3_021216DR515FSAM1-88c-pr_filt","day7_D6.WEL12.3","WEL12","WEL","12","50.9466 N 3.2077 W",2013-12-29
"day7_D6.WEL12.4_021216DR515FSAM1-24-pr_filt","day7_D6.WEL12.4","WEL12","WEL","12","50.9466 N 3.2077 W",2013-12-29
"day7_D6.WiW44.1_021216DR515FSAM1-89a-pr_filt","day7_D6.WiW44.1","WiW44","WiW","44","51.4426 N 0.6017 W",2013-09-18
"day7_D6.WiW44.2_021216DR515FSAM1-89b-pr_filt","day7_D6.WiW44.2","WiW44","WiW","44","51.4426 N 0.6017 W",2013-09-18
"day7_D6.WiW44.3_021216DR515FSAM1-42-pr_filt","day7_D6.WiW44.3","WiW44","WiW","44","51.4426 N 0.6017 W",2013-09-18
"day7_D6.WiW44.4_021216DR515FSAM1-89d-pr_filt","day7_D6.WiW44.4","WiW44","WiW","44","51.4426 N 0.6017 W",2013-09-18
"day7_D6.WYC15.1_021216DR515FSAM1-96c-pr_filt","day7_D6.WYC15.1","WYC15","WYC","15","51.7688 N 1.3299 W",2013-10-22
"day7_D6.WYC15.2_021216DR515FSAM1-96d-pr_filt","day7_D6.WYC15.2","WYC15","WYC","15","51.7688 N 1.3299 W",2013-10-22
"day7_D6.WYC15.3_021216DR515FSAM1-96e-pr_filt","day7_D6.WYC15.3","WYC15","WYC","15","51.7688 N 1.3299 W",2013-10-22
"day7_D6.WYC15.4_021216DR515FSAM1-96f-pr_filt","day7_D6.WYC15.4","WYC15","WYC","15","51.7688 N 1.3299 W",2013-10-22
"day7_D6.WYT44.4_021216DR515FSAM1-8b-pr_filt","day7_D6.WYT44.4","WYT44","WYT","44","51.7687 N 1.3285 W",2013-10-22
"day7_D7.WEL20.1_021216DR515FSAM1-88a-pr_filt","day7_D7.WEL20.1","WEL20","WEL","20","50.9796 N 3.2328 W",2013-12-29
"day7_D7.WEL20.2_021216DR515FSAM1-88b-pr_filt","day7_D7.WEL20.2","WEL20","WEL","20","50.9796 N 3.2328 W",2013-12-29
"day7_D7.WEL20.3_021216DR515FSAM1-24-pr_filt","day7_D7.WEL20.3","WEL20","WEL","20","50.9796 N 3.2328 W",2013-12-29
"day7_D7.WEL20.4_021216DR515FSAM1-88d-pr_filt","day7_D7.WEL20.4","WEL20","WEL","20","50.9796 N 3.2328 W",2013-12-29
"day7_D7.WiW52.1_021216DR515FSAM1-89a-pr_filt","day7_D7.WiW52.1","WiW52","WiW","52","51.4425 N 0.5952 W",2013-09-18
"day7_D7.WiW52.2_021216DR515FSAM1-89b-pr_filt","day7_D7.WiW52.2","WiW52","WiW","52","51.4425 N 0.5952 W",2013-09-18
"day7_D7.WiW52.3_021216DR515FSAM1-89c-pr_filt","day7_D7.WiW52.3","WiW52","WiW","52","51.4425 N 0.5952 W",2013-09-18
"day7_D7.WiW52.4_021216DR515FSAM1-89d-pr_filt","day7_D7.WiW52.4","WiW52","WiW","52","51.4425 N 0.5952 W",2013-09-18
"day7_D7.WYM29.1_021216DR515FSAM1-96c-pr_filt","day7_D7.WYM29.1","WYM29","WYM","29","51.7685 N 1.3281 W",2013-10-22
"day7_D7.WYM29.2_021216DR515FSAM1-96d-pr_filt","day7_D7.WYM29.2","WYM29","WYM","29","51.7685 N 1.3281 W",2013-10-22
"day7_D7.WYM29.3_021216DR515FSAM1-96e-pr_filt","day7_D7.WYM29.3","WYM29","WYM","29","51.7685 N 1.3281 W",2013-10-22
"day7_D7.WYM29.4_021216DR515FSAM1-96f-pr_filt","day7_D7.WYM29.4","WYM29","WYM","29","51.7685 N 1.3281 W",2013-10-22
"day7_D7.WYT20.1_021216DR515FSAM1-91b-pr_filt","day7_D7.WYT20.1","WYT20","WYT","20","51.7697 N 1.3295 W",2013-10-22
"day7_D7.WYT20.2_021216DR515FSAM1-91a-pr_filt","day7_D7.WYT20.2","WYT20","WYT","20","51.7697 N 1.3295 W",2013-10-22
"day7_D7.WYT20.3_021216DR515FSAM1-91c-pr_filt","day7_D7.WYT20.3","WYT20","WYT","20","51.7697 N 1.3295 W",2013-10-22
"day7_D7.WYT52.4_021216DR515FSAM1-92-pr_filt","day7_D7.WYT52.4","WYT52","WYT","52","51.7684 N 1.3327 W",2013-10-22
"day7_D8.LW02.1_021216DR515FSAM1-88a-pr_filt","day7_D8.LW02.1","LW02","LW","2","51.4231 N 0.6396 W",2013-09-12
"day7_D8.LW02.2_021216DR515FSAM1-88b-pr_filt","day7_D8.LW02.2","LW02","LW","2","51.4231 N 0.6396 W",2013-09-12
"day7_D8.LW02.3_021216DR515FSAM1-88c-pr_filt","day7_D8.LW02.3","LW02","LW","2","51.4231 N 0.6396 W",2013-09-12
"day7_D8.LW02.4_021216DR515FSAM1-88d-pr_filt","day7_D8.LW02.4","LW02","LW","2","51.4231 N 0.6396 W",2013-09-12
"day7_D8.WYC14.1_021216DR515FSAM1-96c-pr_filt","day7_D8.WYC14.1","WYC14","WYC","14","51.7693 N 1.3292 W",2013-10-22
"day7_D8.WYC14.2_021216DR515FSAM1-96d-pr_filt","day7_D8.WYC14.2","WYC14","WYC","14","51.7693 N 1.3292 W",2013-10-22
"day7_D8.WYC14.3_021216DR515FSAM1-96e-pr_filt","day7_D8.WYC14.3","WYC14","WYC","14","51.7693 N 1.3292 W",2013-10-22
"day7_D8.WYC14.4_021216DR515FSAM1-96f-pr_filt","day7_D8.WYC14.4","WYC14","WYC","14","51.7693 N 1.3292 W",2013-10-22
"day7_D8.WYT28.1_021216DR515FSAM1-91b-pr_filt","day7_D8.WYT28.1","WYT28","WYT","28","51.7694 N 1.3296 W",2013-10-22
"day7_D8.WYT28.2_021216DR515FSAM1-91a-pr_filt","day7_D8.WYT28.2","WYT28","WYT","28","51.7694 N 1.3296 W",2013-10-22
"day7_D8.WYT28.3_021216DR515FSAM1-91c-pr_filt","day7_D8.WYT28.3","WYT28","WYT","28","51.7694 N 1.3296 W",2013-10-22
"day7_D8.WYT60.4_021216DR515FSAM1-92-pr_filt","day7_D8.WYT60.4","WYT60","WYT","60","51.7686 N 1.3358 W",2013-10-22
"day7_D9.CHE10.1_021216DR515FSAM1-96c-pr_filt","day7_D9.CHE10.1","CHE10","CHE","10","50.928 N 3.4796 W",2013-12-28
"day7_D9.CHE10.2_021216DR515FSAM1-29-pr_filt","day7_D9.CHE10.2","CHE10","CHE","10","50.928 N 3.4796 W",2013-12-28
"day7_D9.CHE10.3_021216DR515FSAM1-26-pr_filt","day7_D9.CHE10.3","CHE10","CHE","10","50.928 N 3.4796 W",2013-12-28
"day7_D9.CHE10.4_021216DR515FSAM1-26-pr_filt","day7_D9.CHE10.4","CHE10","CHE","10","50.928 N 3.4796 W",2013-12-28
"day7_D9.LW10.1_021216DR515FSAM1-88a-pr_filt","day7_D9.LW10.1","LW10","LW","10","51.4239 N 0.6403 W",2013-09-12
"day7_D9.LW10.2_021216DR515FSAM1-88b-pr_filt","day7_D9.LW10.2","LW10","LW","10","51.4239 N 0.6403 W",2013-09-12
"day7_D9.LW10.3_021216DR515FSAM1-88c-pr_filt","day7_D9.LW10.3","LW10","LW","10","51.4239 N 0.6403 W",2013-09-12
"day7_D9.LW10.4_021216DR515FSAM1-88d-pr_filt","day7_D9.LW10.4","LW10","LW","10","51.4239 N 0.6403 W",2013-09-12
"day7_D9.OWW04.4_021216DR515FSAM1-92-pr_filt","day7_D9.OWW04.4","OWW04","OWW","4","51.4502 N 0.5959 W",2013-09-26
"day7_D9.WP04.1_021216DR515FSAM1-89a-pr_filt","day7_D9.WP04.1","WP04","WP","4","51.32235 N 0.615425 W",2013-11-28
"day7_D9.WP04.2_021216DR515FSAM1-89b-pr_filt","day7_D9.WP04.2","WP04","WP","4","51.32235 N 0.615425 W",2013-11-28
"day7_D9.WP04.3_021216DR515FSAM1-89c-pr_filt","day7_D9.WP04.3","WP04","WP","4","51.32235 N 0.615425 W",2013-11-28
"day7_D9.WP04.4_021216DR515FSAM1-89d-pr_filt","day7_D9.WP04.4","WP04","WP","4","51.32235 N 0.615425 W",2013-11-28
"day7_D9.WYT36.1_021216DR515FSAM1-91b-pr_filt","day7_D9.WYT36.1","WYT36","WYT","36","51.769 N 1.3291 W",2013-10-22
"day7_D9.WYT36.2_021216DR515FSAM1-91a-pr_filt","day7_D9.WYT36.2","WYT36","WYT","36","51.769 N 1.3291 W",2013-10-22
"day7_D9.WYT36.3_021216DR515FSAM1-91c-pr_filt","day7_D9.WYT36.3","WYT36","WYT","36","51.769 N 1.3291 W",2013-10-22
"day7_E1.BB05.1_021216DR515FSAM1-88a-pr_filt","day7_E1.BB05.1","BB05","BB","5","51.5575 N 0.634 W",2013-08-20
"day7_E1.BB05.2_021216DR515FSAM1-88b-pr_filt","day7_E1.BB05.2","BB05","BB","5","51.5575 N 0.634 W",2013-08-20
"day7_E1.BB05.3_021216DR515FSAM1-24-pr_filt","day7_E1.BB05.3","BB05","BB","5","51.5575 N 0.634 W",2013-08-20
"day7_E1.BB05.4_021216DR515FSAM1-88d-pr_filt","day7_E1.BB05.4","BB05","BB","5","51.5575 N 0.634 W",2013-08-20
"day7_E1.BB19.1_021216DR515FSAM1-96c-pr_filt","day7_E1.BB19.1","BB19","BB","19","51.5565 N 0.6352 W",2013-08-20
"day7_E1.BB19.2_021216DR515FSAM1-96d-pr_filt","day7_E1.BB19.2","BB19","BB","19","51.5565 N 0.6352 W",2013-08-20
"day7_E1.BB19.3_021216DR515FSAM1-96e-pr_filt","day7_E1.BB19.3","BB19","BB","19","51.5565 N 0.6352 W",2013-08-20
"day7_E1.BB19.4_021216DR515FSAM1-96f-pr_filt","day7_E1.BB19.4","BB19","BB","19","51.5565 N 0.6352 W",2013-08-20
"day7_E1.OWW05.1_021216DR515FSAM1-91b-pr_filt","day7_E1.OWW05.1","OWW05","OWW","5","51.45 N 0.5968 W",2013-09-26
"day7_E1.OWW05.2_021216DR515FSAM1-91a-pr_filt","day7_E1.OWW05.2","OWW05","OWW","5","51.45 N 0.5968 W",2013-09-26
"day7_E1.OWW05.3_021216DR515FSAM1-91c-pr_filt","day7_E1.OWW05.3","OWW05","OWW","5","51.45 N 0.5968 W",2013-09-26
"day7_E1.WiW05.1_021216DR515FSAM1-89a-pr_filt","day7_E1.WiW05.1","WiW05","WiW","5","51.4117 N 0.6208 W",2013-09-18
"day7_E1.WiW05.2_021216DR515FSAM1-89b-pr_filt","day7_E1.WiW05.2","WiW05","WiW","5","51.4117 N 0.6208 W",2013-09-18
"day7_E1.WiW05.3_021216DR515FSAM1-89c-pr_filt","day7_E1.WiW05.3","WiW05","WiW","5","51.4117 N 0.6208 W",2013-09-18
"day7_E1.WiW05.4_021216DR515FSAM1-89d-pr_filt","day7_E1.WiW05.4","WiW05","WiW","5","51.4117 N 0.6208 W",2013-09-18
"day7_E1.WYT05.4_021216DR515FSAM1-92-pr_filt","day7_E1.WYT05.4","WYT05","WYT","5","51.7664 N 1.3295 W",2013-10-16
"day7_E10.AE26.1_021216DR515FSAM1-29-pr_filt","day7_E10.AE26.1","AE26","AE","26","51.78573 N 0.55218 W",2013-10-30
"day7_E10.AE26.2_021216DR515FSAM1-96d-pr_filt","day7_E10.AE26.2","AE26","AE","26","51.78573 N 0.55218 W",2013-10-30
"day7_E10.AE26.3_021216DR515FSAM1-96e-pr_filt","day7_E10.AE26.3","AE26","AE","26","51.78573 N 0.55218 W",2013-10-30
"day7_E10.AE26.4_021216DR515FSAM1-96f-pr_filt","day7_E10.AE26.4","AE26","AE","26","51.78573 N 0.55218 W",2013-10-30
"day7_E10.OWW13.4_021216DR515FSAM1-92-pr_filt","day7_E10.OWW13.4","OWW13","OWW","13","51.4482 N 0.5903 W",2013-09-26
"day7_E10.PH05.1_021216DR515FSAM1-88a-pr_filt","day7_E10.PH05.1","PH05","PH","5","51.57234 N 0.81134 W",2013-12-07
"day7_E10.PH05.2_021216DR515FSAM1-88b-pr_filt","day7_E10.PH05.2","PH05","PH","5","51.57234 N 0.81134 W",2013-12-07
"day7_E10.PH05.3_021216DR515FSAM1-88c-pr_filt","day7_E10.PH05.3","PH05","PH","5","51.57234 N 0.81134 W",2013-12-07
"day7_E10.PH05.4_021216DR515FSAM1-88d-pr_filt","day7_E10.PH05.4","PH05","PH","5","51.57234 N 0.81134 W",2013-12-07
"day7_E10.WP13.1_021216DR515FSAM1-40-pr_filt","day7_E10.WP13.1","WP13","WP","13","51.323928 N 0.612627 W",2013-11-28
"day7_E10.WP13.2_021216DR515FSAM1-40-pr_filt","day7_E10.WP13.2","WP13","WP","13","51.323928 N 0.612627 W",2013-11-28
"day7_E10.WP13.3_021216DR515FSAM1-42-pr_filt","day7_E10.WP13.3","WP13","WP","13","51.323928 N 0.612627 W",2013-11-28
"day7_E10.WP13.4_021216DR515FSAM1-89d-pr_filt","day7_E10.WP13.4","WP13","WP","13","51.323928 N 0.612627 W",2013-11-28
"day7_E10.WYT45.1_021216DR515FSAM1-91b-pr_filt","day7_E10.WYT45.1","WYT45","WYT","45","51.7688 N 1.3288 W",2013-10-22
"day7_E10.WYT45.2_021216DR515FSAM1-91a-pr_filt","day7_E10.WYT45.2","WYT45","WYT","45","51.7688 N 1.3288 W",2013-10-22
"day7_E10.WYT45.3_021216DR515FSAM1-91c-pr_filt","day7_E10.WYT45.3","WYT45","WYT","45","51.7688 N 1.3288 W",2013-10-22
"day7_E11.BWd05.4_021216DR515FSAM1-92-pr_filt","day7_E11.BWd05.4","BWd05","BWd","5","51.1936 N 1.0689 W",2013-10-03
"day7_E11.CHE02.1_021216DR515FSAM1-96c-pr_filt","day7_E11.CHE02.1","CHE02","CHE","2","50.9228 N 3.4745 W",2013-12-28
"day7_E11.CHE02.2_021216DR515FSAM1-29-pr_filt","day7_E11.CHE02.2","CHE02","CHE","2","50.9228 N 3.4745 W",2013-12-28
"day7_E11.CHE02.3_021216DR515FSAM1-26-pr_filt","day7_E11.CHE02.3","CHE02","CHE","2","50.9228 N 3.4745 W",2013-12-28
"day7_E11.CHE02.4_021216DR515FSAM1-26-pr_filt","day7_E11.CHE02.4","CHE02","CHE","2","50.9228 N 3.4745 W",2013-12-28
"day7_E11.PH13.1_021216DR515FSAM1-88a-pr_filt","day7_E11.PH13.1","PH13","PH","13","51.57283 N 0.81347 W",2013-12-07
"day7_E11.PH13.2_021216DR515FSAM1-18-pr_filt","day7_E11.PH13.2","PH13","PH","13","51.57283 N 0.81347 W",2013-12-07
"day7_E11.PH13.3_021216DR515FSAM1-88c-pr_filt","day7_E11.PH13.3","PH13","PH","13","51.57283 N 0.81347 W",2013-12-07
"day7_E11.PH13.4_021216DR515FSAM1-88d-pr_filt","day7_E11.PH13.4","PH13","PH","13","51.57283 N 0.81347 W",2013-12-07
"day7_E11.SAC05.1_021216DR515FSAM1-40-pr_filt","day7_E11.SAC05.1","SAC05","SAC","5","51.76896 N 0.34829 W",2013-12-03
"day7_E11.SAC05.2_021216DR515FSAM1-40-pr_filt","day7_E11.SAC05.2","SAC05","SAC","5","51.76896 N 0.34829 W",2013-12-03
"day7_E11.SAC05.3_021216DR515FSAM1-42-pr_filt","day7_E11.SAC05.3","SAC05","SAC","5","51.76896 N 0.34829 W",2013-12-03
"day7_E11.SAC05.4_021216DR515FSAM1-89d-pr_filt","day7_E11.SAC05.4","SAC05","SAC","5","51.76896 N 0.34829 W",2013-12-03
"day7_E11.WYT53.1_021216DR515FSAM1-91b-pr_filt","day7_E11.WYT53.1","WYT53","WYT","53","51.7684 N 1.3327 W",2013-10-22
"day7_E11.WYT53.2_021216DR515FSAM1-91a-pr_filt","day7_E11.WYT53.2","WYT53","WYT","53","51.7684 N 1.3327 W",2013-10-22
"day7_E11.WYT53.3_021216DR515FSAM1-91c-pr_filt","day7_E11.WYT53.3","WYT53","WYT","53","51.7684 N 1.3327 W",2013-10-22
"day7_E12.AE100.1_021216DR515FSAM1-96c-pr_filt","day7_E12.AE100.1","AE100","AE","100","51.79431 N 0.56121 W",2013-11-18
"day7_E12.AE100.2_021216DR515FSAM1-96d-pr_filt","day7_E12.AE100.2","AE100","AE","100","51.79431 N 0.56121 W",2013-11-18
"day7_E12.AE100.3_021216DR515FSAM1-96e-pr_filt","day7_E12.AE100.3","AE100","AE","100","51.79431 N 0.56121 W",2013-11-18
"day7_E12.AE100.4_021216DR515FSAM1-96f-pr_filt","day7_E12.AE100.4","AE100","AE","100","51.79431 N 0.56121 W",2013-11-18
"day7_E12.PH21.1_021216DR515FSAM1-88a-pr_filt","day7_E12.PH21.1","PH21","PH","21","51.56911 N 0.81275 W",2013-12-07
"day7_E12.PH21.2_021216DR515FSAM1-88b-pr_filt","day7_E12.PH21.2","PH21","PH","21","51.56911 N 0.81275 W",2013-12-07
"day7_E12.PH21.3_021216DR515FSAM1-88c-pr_filt","day7_E12.PH21.3","PH21","PH","21","51.56911 N 0.81275 W",2013-12-07
"day7_E12.PH21.4_021216DR515FSAM1-88d-pr_filt","day7_E12.PH21.4","PH21","PH","21","51.56911 N 0.81275 W",2013-12-07
"day7_E12.SAC13.1_021216DR515FSAM1-89a-pr_filt","day7_E12.SAC13.1","SAC13","SAC","13","51.76928 N 0.34986 W",2013-12-03
"day7_E12.SAC13.2_021216DR515FSAM1-40-pr_filt","day7_E12.SAC13.2","SAC13","SAC","13","51.76928 N 0.34986 W",2013-12-03
"day7_E12.SAC13.3_021216DR515FSAM1-89c-pr_filt","day7_E12.SAC13.3","SAC13","SAC","13","51.76928 N 0.34986 W",2013-12-03
"day7_E12.SAC13.4_021216DR515FSAM1-42-pr_filt","day7_E12.SAC13.4","SAC13","SAC","13","51.76928 N 0.34986 W",2013-12-03
"day7_E12.WF05.4_021216DR515FSAM1-92-pr_filt","day7_E12.WF05.4","WF05","WF","5","51.4473 N 0.6392 W",2013-10-21
"day7_E12.WYT61.1_021216DR515FSAM1-91b-pr_filt","day7_E12.WYT61.1","WYT61","WYT","61","51.7686 N 1.3358 W",2013-10-22
"day7_E12.WYT61.2_021216DR515FSAM1-91a-pr_filt","day7_E12.WYT61.2","WYT61","WYT","61","51.7686 N 1.3358 W",2013-10-22
"day7_E12.WYT61.3_021216DR515FSAM1-91c-pr_filt","day7_E12.WYT61.3","WYT61","WYT","61","51.7686 N 1.3358 W",2013-10-22
"day7_E2.OWW13.1_021216DR515FSAM1-91b-pr_filt","day7_E2.OWW13.1","OWW13","OWW","13","51.4482 N 0.5903 W",2013-09-26
"day7_E2.OWW13.2_021216DR515FSAM1-91a-pr_filt","day7_E2.OWW13.2","OWW13","OWW","13","51.4482 N 0.5903 W",2013-09-26
"day7_E2.OWW13.3_021216DR515FSAM1-91c-pr_filt","day7_E2.OWW13.3","OWW13","OWW","13","51.4482 N 0.5903 W",2013-09-26
"day7_E2.WiW13.1_021216DR515FSAM1-89a-pr_filt","day7_E2.WiW13.1","WiW13","WiW","13","51.4412 N 0.5998 W",2013-09-18
"day7_E2.WiW13.2_021216DR515FSAM1-40-pr_filt","day7_E2.WiW13.2","WiW13","WiW","13","51.4412 N 0.5998 W",2013-09-18
"day7_E2.WiW13.3_021216DR515FSAM1-89c-pr_filt","day7_E2.WiW13.3","WiW13","WiW","13","51.4412 N 0.5998 W",2013-09-18
"day7_E2.WiW13.4_021216DR515FSAM1-89d-pr_filt","day7_E2.WiW13.4","WiW13","WiW","13","51.4412 N 0.5998 W",2013-09-18
