sampleid,parent,replicate,replicate.partition,partition,Location,Time
OWW05.1,OWW05,1,1.1,1,OldWindsorWood,Final
OWW05.2,OWW05,2,2.1,1,OldWindsorWood,Final
OWW05.3,OWW05,3,3.1,1,OldWindsorWood,Final
OWW05.4,OWW05,4,4.1,1,OldWindsorWood,Final
OWW06,OWW06,0,0.3,3,OldWindsorWood,Starting
OWW06.1,OWW06,1,1.1,1,OldWindsorWood,Final
OWW06.2,OWW06,2,2.1,1,OldWindsorWood,Final
OWW06.3,OWW06,3,3.1,1,OldWindsorWood,Final
OWW06.4,OWW06,4,4.1,1,OldWindsorWood,Final
OWW07,OWW07,0,0.3,3,OldWindsorWood,Starting
OWW07.1,OWW07,1,1.1,1,OldWindsorWood,Final
OWW07.2,OWW07,2,2.1,1,OldWindsorWood,Final
OWW07.3,OWW07,3,3.1,1,OldWindsorWood,Final
OWW07.4,OWW07,4,4.1,1,OldWindsorWood,Final
OWW08,OWW08,0,0.3,3,OldWindsorWood,Starting
OWW08.1,OWW08,1,1.1,1,OldWindsorWood,Final
OWW08.2,OWW08,2,2.1,1,OldWindsorWood,Final
OWW08.3,OWW08,3,3.2,2,OldWindsorWood,Final
OWW08.4,OWW08,4,4.1,1,OldWindsorWood,Final
OWW09,OWW09,0,0.3,3,OldWindsorWood,Starting
OWW09.1,OWW09,1,1.1,1,OldWindsorWood,Final
OWW09.2,OWW09,2,2.1,1,OldWindsorWood,Final
OWW09.3,OWW09,3,3.1,1,OldWindsorWood,Final
OWW09.4,OWW09,4,4.1,1,OldWindsorWood,Final
OWW10,OWW10,0,0.3,3,OldWindsorWood,Starting
OWW10.1,OWW10,1,1.1,1,OldWindsorWood,Final
OWW10.2,OWW10,2,2.1,1,OldWindsorWood,Final
OWW10.3,OWW10,3,3.1,1,OldWindsorWood,Final
OWW10.4,OWW10,4,4.1,1,OldWindsorWood,Final
OWW11,OWW11,0,0.3,3,OldWindsorWood,Starting
OWW11.1,OWW11,1,1.1,1,OldWindsorWood,Final
OWW11.2,OWW11,2,2.1,1,OldWindsorWood,Final
OWW11.3,OWW11,3,3.1,1,OldWindsorWood,Final
OWW11.4,OWW11,4,4.1,1,OldWindsorWood,Final
OWW12,OWW12,0,0.3,3,OldWindsorWood,Starting
OWW12.1,OWW12,1,1.1,1,OldWindsorWood,Final
OWW12.2,OWW12,2,2.1,1,OldWindsorWood,Final
OWW12.3,OWW12,3,3.1,1,OldWindsorWood,Final
OWW12.4,OWW12,4,4.1,1,OldWindsorWood,Final
OWW13,OWW13,0,0.3,3,OldWindsorWood,Starting
OWW13.1,OWW13,1,1.1,1,OldWindsorWood,Final
OWW13.2,OWW13,2,2.1,1,OldWindsorWood,Final
OWW13.3,OWW13,3,3.1,1,OldWindsorWood,Final
OWW13.4,OWW13,4,4.1,1,OldWindsorWood,Final
OWW14,OWW14,0,0.4,4,OldWindsorWood,Starting
OWW14.1,OWW14,1,1.1,1,OldWindsorWood,Final
OWW14.2,OWW14,2,2.2,2,OldWindsorWood,Final
OWW14.3,OWW14,3,3.2,2,OldWindsorWood,Final
OWW14.4,OWW14,4,4.2,2,OldWindsorWood,Final
OWW15,OWW15,0,0.3,3,OldWindsorWood,Starting
OWW15.1,OWW15,1,1.2,2,OldWindsorWood,Final
OWW15.2,OWW15,2,2.2,2,OldWindsorWood,Final
OWW15.3,OWW15,3,3.2,2,OldWindsorWood,Final
OWW15.4,OWW15,4,4.2,2,OldWindsorWood,Final
OWW16,OWW16,0,0.3,3,OldWindsorWood,Starting
OWW16.1,OWW16,1,1.2,2,OldWindsorWood,Final
OWW16.2,OWW16,2,2.2,2,OldWindsorWood,Final
OWW16.3,OWW16,3,3.2,2,OldWindsorWood,Final
OWW16.4,OWW16,4,4.2,2,OldWindsorWood,Final
PH01,PH01,0,0.1,1,PullingshillWood,Starting
PH01.1,PH01,1,1.2,2,PullingshillWood,Final
PH01.2,PH01,2,2.2,2,PullingshillWood,Final
PH01.3,PH01,3,3.2,2,PullingshillWood,Final
PH01.4,PH01,4,4.2,2,PullingshillWood,Final
PH02,PH02,0,0.3,3,PullingshillWood,Starting
PH02.1,PH02,1,1.2,2,PullingshillWood,Final
PH02.2,PH02,2,2.1,1,PullingshillWood,Final
PH02.3,PH02,3,3.2,2,PullingshillWood,Final
PH02.4,PH02,4,4.2,2,PullingshillWood,Final
PH03,PH03,0,0.3,3,PullingshillWood,Starting
PH03.1,PH03,1,1.2,2,PullingshillWood,Final
PH03.2,PH03,2,2.2,2,PullingshillWood,Final
PH03.3,PH03,3,3.2,2,PullingshillWood,Final
PH03.4,PH03,4,4.2,2,PullingshillWood,Final
PH04,PH04,0,0.1,1,PullingshillWood,Starting
PH04.1,PH04,1,1.2,2,PullingshillWood,Final
PH04.2,PH04,2,2.2,2,PullingshillWood,Final
PH04.3,PH04,3,3.2,2,PullingshillWood,Final
PH04.4,PH04,4,4.2,2,PullingshillWood,Final
PH05,PH05,0,0.3,3,PullingshillWood,Starting
PH05.1,PH05,1,1.2,2,PullingshillWood,Final
PH05.2,PH05,2,2.2,2,PullingshillWood,Final
PH05.3,PH05,3,3.2,2,PullingshillWood,Final
PH05.4,PH05,4,4.2,2,PullingshillWood,Final
PH06,PH06,0,0.3,3,PullingshillWood,Starting
PH06.1,PH06,1,1.2,2,PullingshillWood,Final
PH06.2,PH06,2,2.2,2,PullingshillWood,Final
PH06.3,PH06,3,3.2,2,PullingshillWood,Final
PH06.4,PH06,4,4.2,2,PullingshillWood,Final
PH07,PH07,0,0.4,4,PullingshillWood,Starting
PH07.1,PH07,1,1.2,2,PullingshillWood,Final
PH07.2,PH07,2,2.2,2,PullingshillWood,Final
PH07.3,PH07,3,3.2,2,PullingshillWood,Final
PH07.4,PH07,4,4.2,2,PullingshillWood,Final
PH08,PH08,0,0.1,1,PullingshillWood,Starting
PH08.1,PH08,1,1.2,2,PullingshillWood,Final
PH08.2,PH08,2,2.2,2,PullingshillWood,Final
PH08.3,PH08,3,3.2,2,PullingshillWood,Final
PH08.4,PH08,4,4.2,2,PullingshillWood,Final
PH09,PH09,0,0.2,2,PullingshillWood,Starting
PH09.1,PH09,1,1.2,2,PullingshillWood,Final
PH09.2,PH09,2,2.2,2,PullingshillWood,Final
PH09.3,PH09,3,3.2,2,PullingshillWood,Final
PH09.4,PH09,4,4.2,2,PullingshillWood,Final
PH10,PH10,0,0.2,2,PullingshillWood,Starting
PH10.1,PH10,1,1.2,2,PullingshillWood,Final
PH10.2,PH10,2,2.2,2,PullingshillWood,Final
PH10.3,PH10,3,3.2,2,PullingshillWood,Final
PH10.4,PH10,4,4.2,2,PullingshillWood,Final
PH11,PH11,0,0.4,4,PullingshillWood,Starting
PH11.1,PH11,1,1.2,2,PullingshillWood,Final
PH11.2,PH11,2,2.2,2,PullingshillWood,Final
PH11.3,PH11,3,3.2,2,PullingshillWood,Final
PH11.4,PH11,4,4.2,2,PullingshillWood,Final
PH12,PH12,0,0.2,2,PullingshillWood,Starting
PH12.1,PH12,1,1.2,2,PullingshillWood,Final
PH12.2,PH12,2,2.2,2,PullingshillWood,Final
PH12.3,PH12,3,3.2,2,PullingshillWood,Final
PH12.4,PH12,4,4.2,2,PullingshillWood,Final
PH13,PH13,0,0.4,4,PullingshillWood,Starting
PH13.1,PH13,1,1.2,2,PullingshillWood,Final
PH13.2,PH13,2,2.2,2,PullingshillWood,Final
PH13.3,PH13,3,3.2,2,PullingshillWood,Final
PH13.4,PH13,4,4.2,2,PullingshillWood,Final
PH14,PH14,0,0.4,4,PullingshillWood,Starting
PH14.1,PH14,1,1.2,2,PullingshillWood,Final
PH14.2,PH14,2,2.2,2,PullingshillWood,Final
PH14.3,PH14,3,3.2,2,PullingshillWood,Final
PH14.4,PH14,4,4.2,2,PullingshillWood,Final
PH15,PH15,0,0.2,2,PullingshillWood,Starting
PH15.1,PH15,1,1.2,2,PullingshillWood,Final
PH15.2,PH15,2,2.2,2,PullingshillWood,Final
PH15.3,PH15,3,3.2,2,PullingshillWood,Final
PH15.4,PH15,4,4.2,2,PullingshillWood,Final
PH16,PH16,0,0.4,4,PullingshillWood,Starting
PH16.1,PH16,1,1.2,2,PullingshillWood,Final
PH16.2,PH16,2,2.2,2,PullingshillWood,Final
PH16.3,PH16,3,3.2,2,PullingshillWood,Final
PH16.4,PH16,4,4.2,2,PullingshillWood,Final
PH17,PH17,0,0.2,2,PullingshillWood,Starting
PH17.1,PH17,1,1.2,2,PullingshillWood,Final
PH17.2,PH17,2,2.2,2,PullingshillWood,Final
PH17.3,PH17,3,3.2,2,PullingshillWood,Final
PH17.4,PH17,4,4.2,2,PullingshillWood,Final
PH18,PH18,0,0.2,2,PullingshillWood,Starting
PH18.1,PH18,1,1.2,2,PullingshillWood,Final
PH18.2,PH18,2,2.2,2,PullingshillWood,Final
PH18.3,PH18,3,3.2,2,PullingshillWood,Final
PH18.4,PH18,4,4.2,2,PullingshillWood,Final
PH19,PH19,0,0.2,2,PullingshillWood,Starting
PH19.1,PH19,1,1.2,2,PullingshillWood,Final
PH19.2,PH19,2,2.2,2,PullingshillWood,Final
PH19.3,PH19,3,3.2,2,PullingshillWood,Final
PH19.4,PH19,4,4.2,2,PullingshillWood,Final
PH20,PH20,0,0.2,2,PullingshillWood,Starting
PH20.1,PH20,1,1.2,2,PullingshillWood,Final
PH20.2,PH20,2,2.2,2,PullingshillWood,Final
PH20.3,PH20,3,3.2,2,PullingshillWood,Final
PH20.4,PH20,4,4.2,2,PullingshillWood,Final
PH21,PH21,0,0.4,4,PullingshillWood,Starting
PH21.1,PH21,1,1.2,2,PullingshillWood,Final
PH21.2,PH21,2,2.2,2,PullingshillWood,Final
PH21.3,PH21,3,3.2,2,PullingshillWood,Final
PH21.4,PH21,4,4.2,2,PullingshillWood,Final
PH22,PH22,0,0.2,2,PullingshillWood,Starting
PH22.1,PH22,1,1.2,2,PullingshillWood,Final
PH22.2,PH22,2,2.2,2,PullingshillWood,Final
PH22.3,PH22,3,3.1,1,PullingshillWood,Final
PH22.4,PH22,4,4.2,2,PullingshillWood,Final
PH24,PH24,0,0.2,2,PullingshillWood,Starting
PH24.1,PH24,1,1.2,2,PullingshillWood,Final
PH24.2,PH24,2,2.1,1,PullingshillWood,Final
PH24.3,PH24,3,3.2,2,PullingshillWood,Final
PH24.4,PH24,4,4.2,2,PullingshillWood,Final
SAC02,SAC02,0,0.2,2,StAlbansCity,Starting
SAC02.1,SAC02,1,1.1,1,StAlbansCity,Final
SAC02.2,SAC02,2,2.2,2,StAlbansCity,Final
SAC02.3,SAC02,3,3.2,2,StAlbansCity,Final
SAC02.4,SAC02,4,4.2,2,StAlbansCity,Final
SAC03,SAC03,0,0.4,4,StAlbansCity,Starting
SAC03.1,SAC03,1,1.1,1,StAlbansCity,Final
SAC03.2,SAC03,2,2.2,2,StAlbansCity,Final
SAC03.3,SAC03,3,3.2,2,StAlbansCity,Final
SAC03.4,SAC03,4,4.1,1,StAlbansCity,Final
SAC04,SAC04,0,0.4,4,StAlbansCity,Starting
SAC04.1,SAC04,1,1.1,1,StAlbansCity,Final
SAC04.2,SAC04,2,2.2,2,StAlbansCity,Final
SAC04.3,SAC04,3,3.2,2,StAlbansCity,Final
SAC04.4,SAC04,4,4.2,2,StAlbansCity,Final
SAC05,SAC05,0,0.4,4,StAlbansCity,Starting
SAC05.1,SAC05,1,1.1,1,StAlbansCity,Final
SAC05.2,SAC05,2,2.1,1,StAlbansCity,Final
SAC05.3,SAC05,3,3.2,2,StAlbansCity,Final
SAC05.4,SAC05,4,4.2,2,StAlbansCity,Final
SAC06,SAC06,0,0.2,2,StAlbansCity,Starting
SAC06.1,SAC06,1,1.1,1,StAlbansCity,Final
SAC06.2,SAC06,2,2.2,2,StAlbansCity,Final
SAC06.3,SAC06,3,3.2,2,StAlbansCity,Final
SAC06.4,SAC06,4,4.2,2,StAlbansCity,Final
SAC07,SAC07,0,0.2,2,StAlbansCity,Starting
SAC07.1,SAC07,1,1.1,1,StAlbansCity,Final
SAC07.2,SAC07,2,2.2,2,StAlbansCity,Final
SAC07.3,SAC07,3,3.2,2,StAlbansCity,Final
SAC07.4,SAC07,4,4.2,2,StAlbansCity,Final
SAC08,SAC08,0,0.4,4,StAlbansCity,Starting
SAC08.1,SAC08,1,1.2,2,StAlbansCity,Final
SAC08.2,SAC08,2,2.2,2,StAlbansCity,Final
SAC08.3,SAC08,3,3.2,2,StAlbansCity,Final
SAC08.4,SAC08,4,4.2,2,StAlbansCity,Final
SAC09,SAC09,0,0.4,4,StAlbansCity,Starting
SAC09.1,SAC09,1,1.2,2,StAlbansCity,Final
SAC09.2,SAC09,2,2.2,2,StAlbansCity,Final
SAC09.3,SAC09,3,3.2,2,StAlbansCity,Final
SAC09.4,SAC09,4,4.2,2,StAlbansCity,Final
SAC10,SAC10,0,0.2,2,StAlbansCity,Starting
SAC10.1,SAC10,1,1.2,2,StAlbansCity,Final
SAC10.2,SAC10,2,2.2,2,StAlbansCity,Final
SAC10.3,SAC10,3,3.2,2,StAlbansCity,Final
SAC10.4,SAC10,4,4.2,2,StAlbansCity,Final
SAC11,SAC11,0,0.4,4,StAlbansCity,Starting
SAC11.1,SAC11,1,1.2,2,StAlbansCity,Final
SAC11.2,SAC11,2,2.2,2,StAlbansCity,Final
SAC11.3,SAC11,3,3.2,2,StAlbansCity,Final
SAC11.4,SAC11,4,4.2,2,StAlbansCity,Final
SAC12,SAC12,0,0.2,2,StAlbansCity,Starting
SAC12.1,SAC12,1,1.2,2,StAlbansCity,Final
SAC12.2,SAC12,2,2.2,2,StAlbansCity,Final
SAC12.3,SAC12,3,3.2,2,StAlbansCity,Final
SAC12.4,SAC12,4,4.2,2,StAlbansCity,Final
SAC13,SAC13,0,0.2,2,StAlbansCity,Starting
SAC13.1,SAC13,1,1.2,2,StAlbansCity,Final
SAC13.2,SAC13,2,2.2,2,StAlbansCity,Final
SAC13.3,SAC13,3,3.2,2,StAlbansCity,Final
SAC13.4,SAC13,4,4.2,2,StAlbansCity,Final
SAC14,SAC14,0,0.4,4,StAlbansCity,Starting
SAC14.1,SAC14,1,1.1,1,StAlbansCity,Final
SAC14.2,SAC14,2,2.2,2,StAlbansCity,Final
SAC14.3,SAC14,3,3.2,2,StAlbansCity,Final
SAC14.4,SAC14,4,4.1,1,StAlbansCity,Final
SAC15,SAC15,0,0.2,2,StAlbansCity,Starting
SAC15.1,SAC15,1,1.1,1,StAlbansCity,Final
SAC15.2,SAC15,2,2.1,1,StAlbansCity,Final
SAC15.3,SAC15,3,3.1,1,StAlbansCity,Final
SAC15.4,SAC15,4,4.1,1,StAlbansCity,Final
SAC16,SAC16,0,0.2,2,StAlbansCity,Starting
SAC16.1,SAC16,1,1.1,1,StAlbansCity,Final
SAC16.2,SAC16,2,2.1,1,StAlbansCity,Final
SAC16.3,SAC16,3,3.1,1,StAlbansCity,Final
SAC16.4,SAC16,4,4.1,1,StAlbansCity,Final
SNG01,SNG01,0,0.4,4,Sunningdale,Starting
SNG02,SNG02,0,0.4,4,Sunningdale,Starting
SP10,SP10,0,0.4,4,SilwoodPark,Starting
SP11,SP11,0,0.4,4,SilwoodPark,Starting
SP12,SP12,0,0.4,4,SilwoodPark,Starting
SP13,SP13,0,0.1,1,SilwoodPark,Starting
SP14,SP14,0,0.4,4,SilwoodPark,Starting
SP15,SP15,0,0.1,1,SilwoodPark,Starting
SP16,SP16,0,0.6,6,SilwoodPark,Starting
SP17,SP17,0,0.4,4,SilwoodPark,Starting
WEL01,WEL01,0,0.2,2,CombeHill,Starting
WEL01.1,WEL01,1,1.2,2,CombeHill,Final
WEL01.2,WEL01,2,2.2,2,CombeHill,Final
WEL01.3,WEL01,3,3.2,2,CombeHill,Final
WEL01.4,WEL01,4,4.2,2,CombeHill,Final
WEL02,WEL02,0,0.2,2,CombeHill,Starting
WEL02.1,WEL02,1,1.2,2,CombeHill,Final
WEL02.2,WEL02,2,2.2,2,CombeHill,Final
WEL02.3,WEL02,3,3.2,2,CombeHill,Final
WEL02.4,WEL02,4,4.2,2,CombeHill,Final
WEL03,WEL03,0,0.4,4,CombeHill,Starting
WEL03.1,WEL03,1,1.2,2,CombeHill,Final
WEL03.2,WEL03,2,2.2,2,CombeHill,Final
WEL03.3,WEL03,3,3.2,2,CombeHill,Final
WEL03.4,WEL03,4,4.2,2,CombeHill,Final
WEL04,WEL04,0,0.4,4,CombeHill,Starting
WEL04.1,WEL04,1,1.2,2,CombeHill,Final
WEL04.2,WEL04,2,2.2,2,CombeHill,Final
WEL04.3,WEL04,3,3.2,2,CombeHill,Final
WEL04.4,WEL04,4,4.2,2,CombeHill,Final
WEL05,WEL05,0,0.4,4,CombeHill,Starting
WEL05.1,WEL05,1,1.2,2,CombeHill,Final
WEL05.2,WEL05,2,2.2,2,CombeHill,Final
WEL05.3,WEL05,3,3.2,2,CombeHill,Final
WEL05.4,WEL05,4,4.2,2,CombeHill,Final
WEL06,WEL06,0,0.4,4,CombeHill,Starting
WEL06.1,WEL06,1,1.2,2,CombeHill,Final
WEL06.2,WEL06,2,2.2,2,CombeHill,Final
WEL06.3,WEL06,3,3.2,2,CombeHill,Final
WEL06.4,WEL06,4,4.2,2,CombeHill,Final
WEL07,WEL07,0,0.4,4,CombeHill,Starting
WEL07.1,WEL07,1,1.2,2,CombeHill,Final
WEL07.2,WEL07,2,2.2,2,CombeHill,Final
WEL07.3,WEL07,3,3.2,2,CombeHill,Final
WEL07.4,WEL07,4,4.2,2,CombeHill,Final
WEL08,WEL08,0,0.2,2,CombeHill,Starting
WEL08.1,WEL08,1,1.1,1,CombeHill,Final
WEL08.2,WEL08,2,2.2,2,CombeHill,Final
WEL08.3,WEL08,3,3.2,2,CombeHill,Final
WEL08.4,WEL08,4,4.2,2,CombeHill,Final
WEL09,WEL09,0,0.4,4,CombeHill,Starting
WEL09.1,WEL09,1,1.2,2,CombeHill,Final
WEL09.2,WEL09,2,2.2,2,CombeHill,Final
WEL09.3,WEL09,3,3.2,2,CombeHill,Final
WEL09.4,WEL09,4,4.2,2,CombeHill,Final
WEL10,WEL10,0,0.2,2,CombeHill,Starting
WEL10.1,WEL10,1,1.2,2,CombeHill,Final
WEL10.2,WEL10,2,2.2,2,CombeHill,Final
WEL10.3,WEL10,3,3.2,2,CombeHill,Final
WEL10.4,WEL10,4,4.2,2,CombeHill,Final
WEL11,WEL11,0,0.2,2,CombeHill,Starting
WEL11.1,WEL11,1,1.2,2,CombeHill,Final
WEL11.2,WEL11,2,2.2,2,CombeHill,Final
WEL11.3,WEL11,3,3.2,2,CombeHill,Final
WEL11.4,WEL11,4,4.2,2,CombeHill,Final
WEL12,WEL12,0,0.2,2,CombeHill,Starting
WEL12.1,WEL12,1,1.2,2,CombeHill,Final
WEL12.2,WEL12,2,2.2,2,CombeHill,Final
WEL12.3,WEL12,3,3.2,2,CombeHill,Final
WEL12.4,WEL12,4,4.2,2,CombeHill,Final
WEL13,WEL13,0,0.2,2,CombeHill,Starting
WEL13.1,WEL13,1,1.2,2,CombeHill,Final
WEL13.2,WEL13,2,2.2,2,CombeHill,Final
WEL13.3,WEL13,3,3.2,2,CombeHill,Final
WEL13.4,WEL13,4,4.2,2,CombeHill,Final
WEL14,WEL14,0,0.2,2,CombeHill,Starting
WEL14.1,WEL14,1,1.2,2,CombeHill,Final
WEL14.2,WEL14,2,2.2,2,CombeHill,Final
WEL14.3,WEL14,3,3.2,2,CombeHill,Final
WEL14.4,WEL14,4,4.2,2,CombeHill,Final
WEL15,WEL15,0,0.2,2,CombeHill,Starting
WEL15.1,WEL15,1,1.2,2,CombeHill,Final
WEL15.2,WEL15,2,2.2,2,CombeHill,Final
WEL15.3,WEL15,3,3.2,2,CombeHill,Final
WEL15.4,WEL15,4,4.2,2,CombeHill,Final
WEL16,WEL16,0,0.4,4,CombeHill,Starting
WEL16.1,WEL16,1,1.2,2,CombeHill,Final
WEL16.2,WEL16,2,2.2,2,CombeHill,Final
WEL16.3,WEL16,3,3.2,2,CombeHill,Final
WEL16.4,WEL16,4,4.2,2,CombeHill,Final
WEL17,WEL17,0,0.4,4,CombeHill,Starting
WEL17.1,WEL17,1,1.2,2,CombeHill,Final
WEL17.2,WEL17,2,2.2,2,CombeHill,Final
WEL17.3,WEL17,3,3.2,2,CombeHill,Final
WEL17.4,WEL17,4,4.2,2,CombeHill,Final
WEL18,WEL18,0,0.2,2,CombeHill,Starting
WEL18.1,WEL18,1,1.2,2,CombeHill,Final
WEL18.2,WEL18,2,2.2,2,CombeHill,Final
WEL18.3,WEL18,3,3.2,2,CombeHill,Final
WEL18.4,WEL18,4,4.2,2,CombeHill,Final
WEL19,WEL19,0,0.4,4,CombeHill,Starting
WEL19.1,WEL19,1,1.2,2,CombeHill,Final
WEL19.2,WEL19,2,2.2,2,CombeHill,Final
WEL19.3,WEL19,3,3.2,2,CombeHill,Final
WEL19.4,WEL19,4,4.2,2,CombeHill,Final
WEL20,WEL20,0,0.2,2,CombeHill,Starting
WEL20.1,WEL20,1,1.2,2,CombeHill,Final
WEL20.2,WEL20,2,2.2,2,CombeHill,Final
WEL20.3,WEL20,3,3.2,2,CombeHill,Final
WEL20.4,WEL20,4,4.2,2,CombeHill,Final
WEL22,WEL22,0,0.2,2,CombeHill,Starting
WEL22.1,WEL22,1,1.2,2,CombeHill,Final
WEL22.2,WEL22,2,2.2,2,CombeHill,Final
WEL22.3,WEL22,3,3.2,2,CombeHill,Final
WEL22.4,WEL22,4,4.2,2,CombeHill,Final
WEL23,WEL23,0,0.2,2,CombeHill,Starting
WEL23.1,WEL23,1,1.2,2,CombeHill,Final
WEL23.2,WEL23,2,2.2,2,CombeHill,Final
WEL23.3,WEL23,3,3.2,2,CombeHill,Final
WEL23.4,WEL23,4,4.1,1,CombeHill,Final
WEL24,WEL24,0,0.4,4,CombeHill,Starting
WEL24.1,WEL24,1,1.1,1,CombeHill,Final
WEL24.2,WEL24,2,2.1,1,CombeHill,Final
WEL24.3,WEL24,3,3.1,1,CombeHill,Final
WEL24.4,WEL24,4,4.1,1,CombeHill,Final
WEL25,WEL25,0,0.2,2,CombeHill,Starting
WEL25.1,WEL25,1,1.1,1,CombeHill,Final
WEL25.2,WEL25,2,2.1,1,CombeHill,Final
WEL25.3,WEL25,3,3.1,1,CombeHill,Final
WEL25.4,WEL25,4,4.1,1,CombeHill,Final
WEL26,WEL26,0,0.2,2,CombeHill,Starting
WEL26.1,WEL26,1,1.1,1,CombeHill,Final
WEL26.2,WEL26,2,2.1,1,CombeHill,Final
WEL26.3,WEL26,3,3.1,1,CombeHill,Final
WEL26.4,WEL26,4,4.1,1,CombeHill,Final
WF01,WF01,0,0.3,3,WindsorForest,Starting
WF01.1,WF01,1,1.1,1,WindsorForest,Final
WF01.2,WF01,2,2.1,1,WindsorForest,Final
WF01.3,WF01,3,3.1,1,WindsorForest,Final
WF01.4,WF01,4,4.1,1,WindsorForest,Final
WF02,WF02,0,0.3,3,WindsorForest,Starting
WF02.1,WF02,1,1.1,1,WindsorForest,Final
WF02.2,WF02,2,2.1,1,WindsorForest,Final
WF02.3,WF02,3,3.1,1,WindsorForest,Final
WF02.4,WF02,4,4.1,1,WindsorForest,Final
WF04,WF04,0,0.3,3,WindsorForest,Starting
WF04.1,WF04,1,1.1,1,WindsorForest,Final
WF04.2,WF04,2,2.1,1,WindsorForest,Final
WF04.3,WF04,3,3.2,2,WindsorForest,Final
WF04.4,WF04,4,4.1,1,WindsorForest,Final
WF05,WF05,0,0.3,3,WindsorForest,Starting
WF05.1,WF05,1,1.1,1,WindsorForest,Final
WF05.2,WF05,2,2.1,1,WindsorForest,Final
WF05.3,WF05,3,3.1,1,WindsorForest,Final
WF05.4,WF05,4,4.1,1,WindsorForest,Final
WF06,WF06,0,0.3,3,WindsorForest,Starting
WF06.1,WF06,1,1.1,1,WindsorForest,Final
WF06.2,WF06,2,2.1,1,WindsorForest,Final
WF06.3,WF06,3,3.1,1,WindsorForest,Final
WF06.4,WF06,4,4.1,1,WindsorForest,Final
WF07,WF07,0,0.5,5,WindsorForest,Starting
WF07.1,WF07,1,1.1,1,WindsorForest,Final
WF07.2,WF07,2,2.1,1,WindsorForest,Final
WF07.3,WF07,3,3.1,1,WindsorForest,Final
WF07.4,WF07,4,4.1,1,WindsorForest,Final
WGP01,WGP01,0,0.4,4,WindsorGreatPark,Starting
WGP02,WGP02,0,0.3,3,WindsorGreatPark,Starting
WGP03,WGP03,0,0.3,3,WindsorGreatPark,Starting
WGP04,WGP04,0,0.2,2,WindsorGreatPark,Starting
WGP05,WGP05,0,0.4,4,WindsorGreatPark,Starting
WGP06,WGP06,0,0.3,3,WindsorGreatPark,Starting
WGP07,WGP07,0,0.2,2,WindsorGreatPark,Starting
WGP08,WGP08,0,0.4,4,WindsorGreatPark,Starting
WGP09,WGP09,0,0.2,2,WindsorGreatPark,Starting
WGP10,WGP10,0,0.2,2,WindsorGreatPark,Starting
WGP11,WGP11,0,0.2,2,WindsorGreatPark,Starting
WGP12,WGP12,0,0.2,2,WindsorGreatPark,Starting
WGP13,WGP13,0,0.4,4,WindsorGreatPark,Starting
WGP14,WGP14,0,0.3,3,WindsorGreatPark,Starting
WGP15,WGP15,0,0.5,5,WindsorGreatPark,Starting
WGP16,WGP16,0,0.3,3,WindsorGreatPark,Starting
WGP17,WGP17,0,0.1,1,WindsorGreatPark,Starting
WGP18,WGP18,0,0.3,3,WindsorGreatPark,Starting
WGP19,WGP19,0,0.1,1,WindsorGreatPark,Starting
WGP20,WGP20,0,0.5,5,WindsorGreatPark,Starting
WiW01,WiW01,0,0.5,5,GreenbroomCovert,Starting
WiW01.1,WiW01,1,1.1,1,GreenbroomCovert,Final
WiW01.2,WiW01,2,2.1,1,GreenbroomCovert,Final
WiW01.3,WiW01,3,3.1,1,GreenbroomCovert,Final
WiW01.4,WiW01,4,4.1,1,GreenbroomCovert,Final
WiW02,WiW02,0,0.1,1,GreenbroomCovert,Starting
WiW02.1,WiW02,1,1.1,1,GreenbroomCovert,Final
WiW02.2,WiW02,2,2.1,1,GreenbroomCovert,Final
WiW02.3,WiW02,3,3.1,1,GreenbroomCovert,Final
WiW02.4,WiW02,4,4.1,1,GreenbroomCovert,Final
WiW03,WiW03,0,0.3,3,GreenbroomCovert,Starting
WiW03.1,WiW03,1,1.1,1,GreenbroomCovert,Final
WiW03.2,WiW03,2,2.1,1,GreenbroomCovert,Final
WiW03.3,WiW03,3,3.1,1,GreenbroomCovert,Final
WiW03.4,WiW03,4,4.1,1,GreenbroomCovert,Final
WiW04,WiW04,0,0.1,1,GreenbroomCovert,Starting
WiW04.1,WiW04,1,1.1,1,GreenbroomCovert,Final
WiW04.2,WiW04,2,2.1,1,GreenbroomCovert,Final
WiW04.3,WiW04,3,3.1,1,GreenbroomCovert,Final
WiW04.4,WiW04,4,4.1,1,GreenbroomCovert,Final
WiW05,WiW05,0,0.3,3,GreenbroomCovert,Starting
WiW05.1,WiW05,1,1.1,1,GreenbroomCovert,Final
WiW05.2,WiW05,2,2.1,1,GreenbroomCovert,Final
WiW05.3,WiW05,3,3.1,1,GreenbroomCovert,Final
WiW05.4,WiW05,4,4.1,1,GreenbroomCovert,Final
WiW06,WiW06,0,0.3,3,GreenbroomCovert,Starting
WiW06.1,WiW06,1,1.1,1,GreenbroomCovert,Final
WiW06.2,WiW06,2,2.1,1,GreenbroomCovert,Final
WiW06.3,WiW06,3,3.1,1,GreenbroomCovert,Final
WiW06.4,WiW06,4,4.1,1,GreenbroomCovert,Final
WiW07,WiW07,0,0.3,3,GreenbroomCovert,Starting
WiW07.1,WiW07,1,1.1,1,GreenbroomCovert,Final
WiW07.2,WiW07,2,2.1,1,GreenbroomCovert,Final
WiW07.3,WiW07,3,3.1,1,GreenbroomCovert,Final
