id.DminToC	id.DminToBdC4.1	id.DminToBdC4.2	id.minDistToBd	id.class.minDistToBd	Class
Centroid4.1	LW10.4	BB16.4	LW10.4	C1	1
Centroid4.1	LW11.4	WiW17.4	LW11.4	C1	1
Centroid4.1	LW12.4	BB16.4	LW12.4	C1	1
Centroid4.1	WYT01.4	BB16.4	WYT01.4	C1	1
Centroid4.1	WYT02.4	WiW17.4	WYT02.4	C1	1
Centroid4.1	WYT04.4	BB27.4	WYT04.4	C1	1
Centroid4.1	WP10.4	PH04.4	WP10.4	C1	1
Centroid4.1	WYT07.4	PH03.4	WYT07.4	C1	1
Centroid4.1	WYT07.4	BB16.4	WYT07.4	C1	1
Centroid4.1	WYT08.4	BB57.4	WYT08.4	C1	1
Centroid4.1	WYT09.4	SAC14.4	WYT09.4	C1	1
Centroid4.1	WYT23.4	BB16.4	WYT23.4	C1	none
Centroid4.1	WiW26.4	BB16.4	WiW26.4	C1	1
Centroid4.1	BB15.4	BB06.4	BB15.4	C1	1
Centroid4.1	WYT14.4	PH05.4	WYT14.4	C1	1
Centroid4.1	SAC01.4	BB16.4	SAC01.4	C1	1
Centroid4.1	WYT16.4	BB16.4	WYT16.4	C1	1
Centroid4.1	WiW11.4	BB57.4	WiW11.4	C1	2
Centroid4.1	LW08.4	PH02.4	LW08.4	C1	2
Centroid4.1	LW09.4	PH03.4	LW09.4	C1	2
Centroid4.1	BB30.4	WiW17.4	BB30.4	C1	2
Centroid4.1	LW11.4	PH05.4	PH05.4	C2	2
Centroid4.1	LW12.4	BB16.4	LW12.4	C1	2
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.1	CHE06.4	PH08.4	PH08.4	C2	2
Centroid4.2	CHE07.4	WEL15.4	WEL15.4	C2	2
Centroid4.2	CHE07.4	BB40.4	BB40.4	C2	2
Centroid4.2	WYM39.4	BB40.4	BB40.4	C2	2
Centroid4.2	CHE07.4	BB58.4	BB58.4	C2	2
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.2	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.2	CHE07.4	BB58.4	BB58.4	C2	2
Centroid4.2	CHE07.4	BB60.4	BB60.4	C2	2
Centroid4.2	CHE06.4	BB100.4	BB100.4	C2	2
Centroid4.2	CHE07.4	BB40.4	BB40.4	C2	2
Centroid4.2	CHE07.4	BB40.4	BB40.4	C2	2
Centroid4.2	CHE07.4	BB40.4	BB40.4	C2	2
Centroid4.2	CHE07.4	BB40.4	BB40.4	C2	2
Centroid4.2	BB30.4	PH24.4	PH24.4	C2	2
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	none
Centroid4.1	BB30.4	BB100.4	BB100.4	C2	2
Centroid4.1	WYM39.4	AE116.4	WYM39.4	C1	2
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.1	BB30.4	WiW22.4	WiW22.4	C2	2
Centroid4.1	BB30.4	WiW32.4	WiW32.4	C2	2
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	none
Centroid4.1	CHE06.4	BB100.4	BB100.4	C2	2
Centroid4.2	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.1	BB30.4	WiW22.4	WiW22.4	C2	2
Centroid4.1	BB30.4	WiW22.4	WiW22.4	C2	2
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.1	WiW31.4	BB06.4	WiW31.4	C1	2
Centroid4.1	BB30.4	WiW32.4	WiW32.4	C2	2
Centroid4.2	CHE07.4	BB40.4	BB40.4	C2	2
Centroid4.1	BB30.4	BB27.4	BB27.4	C2	2
Centroid4.1	CHE06.4	BB100.4	BB100.4	C2	2
Centroid4.2	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.2	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.1	BB30.4	WiW22.4	WiW22.4	C2	2
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.2	BB30.4	WEL15.4	WEL15.4	C2	2
Centroid4.2	BB30.4	WiW22.4	WiW22.4	C2	2
Centroid4.2	CHE07.4	BB40.4	BB40.4	C2	2
Centroid4.2	CHE07.4	BB40.4	BB40.4	C2	2
Centroid4.2	CHE07.4	WEL21.4	WEL21.4	C2	2
Centroid4.2	BB30.4	WiW22.4	WiW22.4	C2	2
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.2	BB30.4	WiW22.4	WiW22.4	C2	2
Centroid4.2	CHE07.4	BB40.4	BB40.4	C2	2
Centroid4.1	BB30.4	WiW22.4	WiW22.4	C2	2
Centroid4.1	BB30.4	WEL15.4	WEL15.4	C2	2
Centroid4.2	WYM39.4	WEL08.4	WYM39.4	C1	2
Centroid4.2	CHE07.4	BB40.4	BB40.4	C2	2
Centroid4.1	CHE03.4	WEL26.4	WEL26.4	C2	2
Centroid4.1	BWd06.4	BB16.4	BWd06.4	C1	1
Centroid4.1	AE98.4	SAC14.4	AE98.4	C1	1
Centroid4.1	WYT28.4	BB57.4	WYT28.4	C1	1
Centroid4.1	WYT29.4	BB57.4	WYT29.4	C1	1
Centroid4.1	WYT30.4	BB16.4	WYT30.4	C1	1
Centroid4.1	WYT31.4	BB57.4	WYT31.4	C1	1
Centroid4.1	LW02.4	BB57.4	LW02.4	C1	1
Centroid4.1	WiW34.4	BB57.4	WiW34.4	C1	1
Centroid4.1	WiW35.4	SAC14.4	WiW35.4	C1	1
Centroid4.1	WiW37.4	BB57.4	WiW37.4	C1	1
Centroid4.1	WiW37.4	BB57.4	WiW37.4	C1	1
Centroid4.1	WiW38.4	BB16.4	WiW38.4	C1	1
Centroid4.1	WiW39.4	BB100.4	WiW39.4	C1	1
Centroid4.1	WYT24.4	BB57.4	WYT24.4	C1	1
Centroid4.1	WYM02.4	BB57.4	WYM02.4	C1	1
Centroid4.1	WiW43.4	BB57.4	WiW43.4	C1	1
Centroid4.1	WiW45.4	BB26.4	WiW45.4	C1	1
Centroid4.1	WiW46.4	SAC14.4	WiW46.4	C1	1
Centroid4.1	WiW47.4	WiW30.4	WiW47.4	C1	1
Centroid4.1	WiW52.4	SAC14.4	WiW52.4	C1	1
Centroid4.1	WiW49.4	BB16.4	WiW49.4	C1	1
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	none
Centroid4.1	WiW51.4	WiW17.4	WiW51.4	C1	1
Centroid4.1	WiW52.4	BB27.4	WiW52.4	C1	1
Centroid4.1	WiW53.4	BB16.4	WiW53.4	C1	1
Centroid4.1	WiW55.4	WEL26.4	WiW55.4	C1	1
Centroid4.1	WiW56.4	BB26.4	WiW56.4	C1	1
Centroid4.1	WiW57.4	SAC14.4	WiW57.4	C1	1
Centroid4.1	WiW08.4	WiW15.4	WiW08.4	C1	1
Centroid4.1	WiW26.4	BB16.4	WiW26.4	C1	1
Centroid4.1	WiW26.4	BB16.4	WiW26.4	C1	1
Centroid4.1	WiW54.4	BB57.4	WiW54.4	C1	1
Centroid4.1	SP06.4	BB29.4	SP06.4	C1	none
Centroid4.1	SAC04.4	BB16.4	SAC04.4	C1	1
Centroid4.1	WiW26.4	BB16.4	WiW26.4	C1	1
Centroid4.1	WP01.4	BB57.4	WP01.4	C1	1
Centroid4.1	WP02.4	WEL23.4	WP02.4	C1	1
Centroid4.1	WP04.4	BB57.4	WP04.4	C1	1
Centroid4.1	WP05.4	BB57.4	WP05.4	C1	1
Centroid4.1	WP06.4	BB57.4	WP06.4	C1	1
Centroid4.1	WP08.4	BB57.4	WP08.4	C1	1
Centroid4.1	WiW02.4	BB57.4	WiW02.4	C1	none
Centroid4.1	WP11.4	SAC14.4	WP11.4	C1	none
Centroid4.1	WP12.4	SAC14.4	WP12.4	C1	none
Centroid4.1	WP13.4	SAC14.4	WP13.4	C1	none
Centroid4.1	WP14.4	WiW15.4	WP14.4	C1	none
Centroid4.1	WP05.4	BB26.4	WP05.4	C1	none
Centroid4.1	WP16.4	BB57.4	WP16.4	C1	none
Centroid4.1	OWW15.4	BB100.4	OWW15.4	C1	1
Centroid4.1	SAC02.4	WiW17.4	SAC02.4	C1	1
Centroid4.1	SAC03.4	BB26.4	SAC03.4	C1	1
Centroid4.1	SAC04.4	BB16.4	SAC04.4	C1	1
Centroid4.1	SAC05.4	WEL26.4	SAC05.4	C1	1
Centroid4.1	SAC06.4	PH02.4	SAC06.4	C1	1
Centroid4.1	SAC07.4	BB16.4	SAC07.4	C1	1
Centroid4.1	BB03.4	BB57.4	BB03.4	C1	1
Centroid4.1	SAC09.4	BB06.4	SAC09.4	C1	1
Centroid4.1	WiW01.4	BB16.4	WiW01.4	C1	1
Centroid4.1	LW02.4	BB57.4	LW02.4	C1	1
Centroid4.1	WYT15.4	BB57.4	WYT15.4	C1	1
Centroid4.1	AE12.4	BB27.4	AE12.4	C1	1
Centroid4.1	BB07.4	CHE04.4	BB07.4	C1	1
Centroid4.1	WiW06.4	BB16.4	WiW06.4	C1	1
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	1
Centroid4.1	WYM02.4	BB57.4	WYM02.4	C1	1
Centroid4.1	WYM02.4	BB57.4	WYM02.4	C1	1
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.1	BB30.4	WiW22.4	WiW22.4	C2	2
Centroid4.2	CHE06.4	BB100.4	BB100.4	C2	none
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	2
Centroid4.1	WYT41.4	BB06.4	WYT41.4	C1	1
Centroid4.1	WYT41.4	AE116.4	WYT41.4	C1	1
Centroid4.1	WYT41.4	BB06.4	WYT41.4	C1	1
Centroid4.1	WYT41.4	BB06.4	WYT41.4	C1	1
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	1
Centroid4.1	AE12.4	BB57.4	AE12.4	C1	1
Centroid4.1	WYM25.4	BB57.4	WYM25.4	C1	1
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	1
Centroid4.1	WYM27.4	SAC14.4	WYM27.4	C1	1
Centroid4.1	WYM29.4	BB16.4	WYM29.4	C1	1
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	1
Centroid4.1	WYT41.4	BB06.4	WYT41.4	C1	1
Centroid4.1	AE12.4	BB57.4	AE12.4	C1	1
Centroid4.1	WYT34.4	BB27.4	WYT34.4	C1	1
Centroid4.1	BB21.4	RDM01.4	BB21.4	C1	1
Centroid4.1	WYT36.4	BB57.4	WYT36.4	C1	1
Centroid4.1	WYT37.4	BB57.4	WYT37.4	C1	1
Centroid4.1	WYT38.4	BB57.4	WYT38.4	C1	1
Centroid4.1	WYT39.4	BB57.4	WYT39.4	C1	1
Centroid4.1	WYT40.4	BB57.4	WYT40.4	C1	1
Centroid4.1	BWd04.4	WEL11.4	BWd04.4	C1	1
Centroid4.1	WYT40.4	BB57.4	WYT40.4	C1	1
Centroid4.1	WYM39.4	BB06.4	WYM39.4	C1	1
Centroid4.1	WYT45.4	SAC14.4	WYT45.4	C1	1
Centroid4.1	WYT46.4	SAC14.4	WYT46.4	C1	1
Centroid4.1	SAC09.4	BB57.4	SAC09.4	C1	1
Centroid4.1	WiW43.4	BB57.4	WiW43.4	C1	1
Centroid4.1	WYT49.4	BB16.4	WYT49.4	C1	1
Centroid4.1	WYT51.4	BB57.4	WYT51.4	C1	1
Centroid4.1	WYT51.4	BB57.4	WYT51.4	C1	1
Centroid4.1	WYT53.4	BB16.4	WYT53.4	C1	1
Centroid4.1	WP01.4	BB57.4	WP01.4	C1	1
Centroid4.1	WYT55.4	BB57.4	WYT55.4	C1	1
Centroid4.1	WP06.4	SAC14.4	WP06.4	C1	1
Centroid4.1	WYT57.4	BB57.4	WYT57.4	C1	1
Centroid4.1	WYT58.4	BB58.4	WYT58.4	C1	1
Centroid4.1	WYT59.4	WiW30.4	WYT59.4	C1	1
Centroid4.1	WYT94.4	BB57.4	WYT94.4	C1	1
Centroid4.1	OWW10.4	BB57.4	OWW10.4	C1	1
Centroid4.1	WYT15.4	BB57.4	WYT15.4	C1	none
Centroid4.1	BWd06.4	BB57.4	BWd06.4	C1	none
Centroid4.1	WiW26.4	BB16.4	WiW26.4	C1	none
Centroid4.1	WYT87.4	BB57.4	WYT87.4	C1	1
Centroid4.1	OWW09.4	BB57.4	OWW09.4	C1	1
Centroid4.1	OWW04.4	BB57.4	OWW04.4	C1	1
Centroid4.1	OWW05.4	BB57.4	OWW05.4	C1	1
Centroid4.1	OWW06.4	WiW17.4	OWW06.4	C1	1
Centroid4.1	WYM02.4	BB57.4	WYM02.4	C1	1
Centroid4.1	OWW08.4	BB57.4	OWW08.4	C1	1
Centroid4.1	OWW09.4	BB57.4	OWW09.4	C1	1
Centroid4.1	OWW10.4	SAC14.4	OWW10.4	C1	1
Centroid4.1	OWW11.4	BB57.4	OWW11.4	C1	1
Centroid4.1	WP05.4	BB26.4	WP05.4	C1	1
Centroid4.1	OWW13.4	BB57.4	OWW13.4	C1	1
Centroid4.1	OWW14.4	WiW17.4	OWW14.4	C1	1
Centroid4.1	OWW15.4	SAC15.4	OWW15.4	C1	1
Centroid4.1	OWW16.4	WiW30.4	OWW16.4	C1	1
Centroid4.1	BWd01.4	BB57.4	BWd01.4	C1	1
Centroid4.1	BWd02.4	BB57.4	BWd02.4	C1	1
Centroid4.1	BWd03.4	CHE04.4	BWd03.4	C1	1
Centroid4.1	BWd04.4	BB16.4	BWd04.4	C1	1
Centroid4.1	BWd05.4	WiW14.4	BWd05.4	C1	1
Centroid4.1	BWd06.4	BB57.4	BWd06.4	C1	1
Centroid4.1	BWd07.4	BB57.4	BWd07.4	C1	1
Centroid4.1	BWd08.4	BB57.4	BWd08.4	C1	1
Centroid4.1	WF01.4	BB16.4	WF01.4	C1	1
Centroid4.1	WF02.4	CHE04.4	WF02.4	C1	1
Centroid4.1	WF03.4	CHE04.4	WF03.4	C1	1
Centroid4.1	WiW44.4	BB57.4	WiW44.4	C1	1
Centroid4.1	WP06.4	BB57.4	WP06.4	C1	1
Centroid4.1	WYT41.4	BB06.4	WYT41.4	C1	1
Centroid4.1	WYT41.4	BB06.4	WYT41.4	C1	1
Centroid4.1	WYT41.4	BB06.4	WYT41.4	C1	1
