sample	Centroid3.1	Centroid3.2	maxDistToC	minDistToC	meanDistToC	diffDistToC	diffDistRelToC	id.DmaxToC	id.DminToC	maxDistToBdC3.1	minDistToBdC3.1	meanDistToBdC3.1	diffDistToBdC3.1	diffDistRelToBdC3.1	id.DmaxToBdC3.1	id.DminToBdC3.1	maxDistToBdC3.2	minDistToBdC3.2	meanDistToBdC3.2	diffDistToBdC3.2	diffDistRelToBdC3.2	id.DmaxToBdC3.2	id.DminToBdC3.2	maxDistToBd	minDistToBd	meanDistToBd	diffDistToBd	diffRelDistToBd	id.minDistToBd	id.maxDistToBd	id.class.minDistToBd	id.class.maxDistToBd	Nsame.class	Class
AE05	0.74292619893896	0.751557391620311	0.751557391620311	0.74292619893896	0.747241795279636	0.00863119268135082	0.011550735967761	Centroid3.2	Centroid3.1	0.803011040476791	0.643191410903368	0.766113176483181	0.159819629573423	0.208610991795063	WiW23.3	WYM39.3	0.819962843781381	0.726171132566042	0.783058284580107	0.0937917112153387	0.119776155954511	AE198.3	PH16.3	0.726171132566042	0.643191410903368	0.684681271734705	0.0829797216626741	0.129012484084836	WYM39.3	PH16.3	C1	C2	4	1
AE101	0.696430639498184	0.711456324264246	0.711456324264246	0.696430639498184	0.703943481881215	0.0150256847660618	0.0213450158326734	Centroid3.2	Centroid3.1	0.800387940607015	0.649336624638399	0.736898191420055	0.151051315968616	0.204982611882287	WYC41.3	WYT09.3	0.819261107047957	0.696661527426051	0.762511964778292	0.122599579621906	0.160783810989186	BB88.3	WiW48.3	0.696661527426051	0.649336624638399	0.672999076032225	0.0473249027876517	0.0728819244009313	WYT09.3	WiW48.3	C1	C2	4	1
AE103	0.742196323011562	0.779764830833545	0.779764830833545	0.742196323011562	0.760980576922553	0.0375685078219831	0.0493685502117704	Centroid3.2	Centroid3.1	0.811125443808246	0.716775030949388	0.764232798672366	0.0943504128588585	0.123457685960044	WYC41.3	WYT09.3	0.82363916154758	0.730497277863503	0.794946825139132	0.0931418836840765	0.117167439052008	BB63.3	PH16.3	0.730497277863503	0.716775030949388	0.723636154406445	0.0137222469141156	0.0191444265238148	WYT09.3	PH16.3	C1	C2	4	1
AE126	0.802196442914808	0.793529772999773	0.802196442914808	0.793529772999773	0.79786310795729	0.0086666699150344	0.0108623519856972	Centroid3.1	Centroid3.2	0.822299390960053	0.721388230693196	0.808677217528964	0.100911160266857	0.124785462084868	BB04.3	WYM39.3	0.828936705713826	0.758471373796415	0.809168917656403	0.0704653319174114	0.0870835870976116	CHE07.3	WEL16.3	0.758471373796415	0.721388230693196	0.739929802244805	0.0370831431032191	0.0514052510498892	WYM39.3	WEL16.3	C1	C2	2	none
AE155	0.715280295272286	0.768328447636191	0.768328447636191	0.715280295272286	0.741804371454239	0.053048152363905	0.0715123210448451	Centroid3.2	Centroid3.1	0.809518774823034	0.579896727458843	0.746346046202719	0.229622047364191	0.307661638367978	BB20.3	WP02.3	0.824828707448406	0.69518332356872	0.78078449070946	0.129645383879686	0.166045029611031	BB06.3	SP01.3	0.69518332356872	0.579896727458843	0.637540025513782	0.115286596109877	0.198805391806697	WP02.3	SP01.3	C1	C2	4	1
AE172	0.740415795868762	0.78181433618921	0.78181433618921	0.740415795868762	0.761115066028986	0.0413985403204475	0.0543919601229795	Centroid3.2	Centroid3.1	0.803721793688241	0.726689749183634	0.76511226296548	0.0770320445046075	0.100680708221877	WYC41.3	WiW11.3	0.82568616065817	0.770656033509602	0.80244012902871	0.0550301271485675	0.0685784835002918	PH14.3	CHE04.3	0.770656033509602	0.726689749183634	0.748672891346618	0.0439662843259686	0.0605021391527272	WiW11.3	CHE04.3	C1	C2	4	1
AE22	0.800433468818099	0.806597335475498	0.806597335475498	0.800433468818099	0.803515402146799	0.00616386665739899	0.00767112446249397	Centroid3.2	Centroid3.1	0.817956361196078	0.792831842105893	0.807068462550173	0.0251245190901849	0.0311305920823575	BB20.3	WYT09.3	0.829074034758402	0.799728666673449	0.816031880866199	0.029345368084953	0.0359610559011538	WEL14.3	WiW41.3	0.799728666673449	0.792831842105893	0.796280254389671	0.00689682456755614	0.00869897524453234	WYT09.3	WiW41.3	C1	C2	4	1
AE23	0.762409033229227	0.787708554445501	0.787708554445501	0.762409033229227	0.775058793837364	0.0252995212162744	0.0326420671792071	Centroid3.2	Centroid3.1	0.812227665675037	0.749405252145807	0.779908834187065	0.0628224135292299	0.0805509705435156	BB04.3	WYT28.3	0.822627045252315	0.768699166815126	0.802500883528499	0.0539278784371894	0.0671997745349202	BB63.3	SAC11.3	0.768699166815126	0.749405252145807	0.759052209480467	0.0192939146693183	0.0257456357746001	WYT28.3	SAC11.3	C1	C2	4	1
AE26	0.77142258154737	0.789642232772911	0.789642232772911	0.77142258154737	0.780532407160141	0.018219651225541	0.0233425941811061	Centroid3.2	Centroid3.1	0.812023491412858	0.7407432401507	0.78561500909204	0.0712802512621578	0.0907317839364329	BB04.3	WYT09.3	0.824369271836045	0.77392395769929	0.803152469084645	0.0504453141367548	0.0628091378393538	BB06.3	WiW41.3	0.77392395769929	0.7407432401507	0.757333598924995	0.03318071754859	0.044793817547143	WYT09.3	WiW41.3	C1	C2	4	1
AE27	0.780547004581205	0.753098305864832	0.780547004581205	0.753098305864832	0.766822655223019	0.0274486987163722	0.0357953674547985	Centroid3.1	Centroid3.2	0.812764440233185	0.610866155030106	0.791920026359181	0.201898285203078	0.254947821096654	BB04.3	WYM39.3	0.824033183218684	0.709689422329604	0.787613654659932	0.114343760889081	0.145177474022401	AE198.3	BB05.3	0.709689422329604	0.610866155030106	0.660277788679855	0.0988232672994972	0.161775646736603	WYM39.3	BB05.3	C1	C2	4	1
