id.DminToC	id.DminToBdC1.1	id.DminToBdC1.2	id.minDistToBd	id.class.minDistToBd	Class
Centroid1.1	AE116.1	PH02.1	AE116.1	C1	1
Centroid1.1	WP14.1	WP13.1	WP14.1	C1	1
Centroid1.1	WiW51.1	CHE13.1	WiW51.1	C1	1
Centroid1.1	WiW52.1	PH05.1	WiW52.1	C1	1
Centroid1.1	WEL26.1	WEL02.1	WEL26.1	C1	1
Centroid1.1	WiW54.1	PH02.1	WiW54.1	C1	1
Centroid1.1	WiW55.1	PH19.1	WiW55.1	C1	1
Centroid1.1	WiW56.1	BB61.1	WiW56.1	C1	1
Centroid1.1	WiW57.1	PH09.1	WiW57.1	C1	1
Centroid1.1	WP01.1	WEL22.1	WP01.1	C1	1
Centroid1.1	WP09.1	SAC02.1	WP09.1	C1	1
Centroid1.1	WP03.1	WP12.1	WP03.1	C1	1
Centroid1.1	AE12.1	BB27.1	AE12.1	C1	1
Centroid1.1	WP05.1	WiW18.1	WP05.1	C1	1
Centroid1.1	WP06.1	WP13.1	WP06.1	C1	1
Centroid1.1	BB06.1	PH09.1	BB06.1	C1	1
Centroid1.1	WYM02.1	WiW18.1	WYM02.1	C1	1
Centroid1.1	WP11.1	SAC02.1	WP11.1	C1	1
Centroid1.1	WYM39.1	PH09.1	WYM39.1	C1	2
Centroid1.2	AE100.1	BB27.1	BB27.1	C2	2
Centroid1.2	BB63.1	PH02.1	PH02.1	C2	none
Centroid1.2	BB06.1	PH02.1	BB06.1	C1	2
Centroid1.1	WYT09.1	PH09.1	WYT09.1	C1	2
Centroid1.2	WYT09.1	PH09.1	WYT09.1	C1	1
Centroid1.1	WYT09.1	PH17.1	WYT09.1	C1	1
Centroid1.1	BB12.1	BB29.1	BB12.1	C1	1
Centroid1.1	WiW42.1	CHE13.1	WiW42.1	C1	1
Centroid1.1	WYT09.1	PH09.1	WYT09.1	C1	1
Centroid1.1	WP09.1	CHE13.1	WP09.1	C1	1
Centroid1.1	WYT06.1	BB61.1	WYT06.1	C1	1
Centroid1.1	WYT09.1	PH09.1	WYT09.1	C1	1
Centroid1.1	WYM27.1	BB61.1	WYM27.1	C1	1
Centroid1.1	WYM29.1	CHE09.1	WYM29.1	C1	1
Centroid1.1	BB06.1	PH09.1	BB06.1	C1	1
Centroid1.1	WiW55.1	CHE09.1	WiW55.1	C1	1
Centroid1.1	AE12.1	CHE09.1	AE12.1	C1	1
Centroid1.1	WYT02.1	CHE13.1	WYT02.1	C1	1
Centroid1.1	WYT03.1	WiW18.1	WYT03.1	C1	1
Centroid1.1	WYT04.1	SAC02.1	WYT04.1	C1	1
Centroid1.1	WYT05.1	CHE09.1	WYT05.1	C1	1
Centroid1.1	WYT06.1	CHE09.1	WYT06.1	C1	1
Centroid1.1	WYT07.1	WiW18.1	WYT07.1	C1	1
Centroid1.1	WYT08.1	CHE13.1	WYT08.1	C1	1
Centroid1.2	WYT09.1	PH09.1	WYT09.1	C1	1
Centroid1.1	WYT08.1	WiW18.1	WYT08.1	C1	1
Centroid1.2	BB06.1	PH09.1	BB06.1	C1	1
Centroid1.1	WYT13.1	CHE09.1	WYT13.1	C1	1
Centroid1.1	WYT18.1	WP13.1	WYT18.1	C1	1
Centroid1.1	WiW57.1	CHE09.1	WiW57.1	C1	1
Centroid1.1	WiW44.1	WiW18.1	WiW44.1	C1	1
Centroid1.1	WYT17.1	WP13.1	WYT17.1	C1	1
Centroid1.1	WYT19.1	SAC02.1	WYT19.1	C1	1
Centroid1.1	WYT20.1	CHE09.1	WYT20.1	C1	1
Centroid1.1	WYT21.1	PH05.1	WYT21.1	C1	1
Centroid1.1	WiW33.1	CHE09.1	WiW33.1	C1	1
Centroid1.1	WYT23.1	WiW18.1	WYT23.1	C1	1
Centroid1.1	WYT24.1	WiW18.1	WYT24.1	C1	1
Centroid1.1	WYT25.1	WiW18.1	WYT25.1	C1	1
Centroid1.1	WYT26.1	PH05.1	WYT26.1	C1	1
Centroid1.1	WYT27.1	CHE12.1	WYT27.1	C1	1
Centroid1.1	WYT28.1	WiW18.1	WYT28.1	C1	1
Centroid1.1	AE98.1	CHE13.1	AE98.1	C1	1
Centroid1.1	WYT30.1	CHE13.1	WYT30.1	C1	none
Centroid1.1	WYT31.1	CHE13.1	WYT31.1	C1	none
Centroid1.1	SAC08.1	PH05.1	SAC08.1	C1	none
Centroid1.1	WYT87.1	CHE09.1	WYT87.1	C1	1
Centroid1.1	WYT34.1	WP12.1	WYT34.1	C1	1
Centroid1.1	WYT36.1	WiW18.1	WYT36.1	C1	1
Centroid1.1	WYT37.1	SAC02.1	WYT37.1	C1	1
Centroid1.1	WYT38.1	BB27.1	WYT38.1	C1	1
Centroid1.1	WYM02.1	WiW18.1	WYM02.1	C1	1
Centroid1.1	WYT40.1	WP12.1	WYT40.1	C1	1
Centroid1.1	WYT41.1	CHE13.1	WYT41.1	C1	1
Centroid1.1	WYT42.1	PH05.1	WYT42.1	C1	1
Centroid1.1	WYT43.1	WiW18.1	WYT43.1	C1	1
Centroid1.1	AE05.1	CHE11.1	AE05.1	C1	1
Centroid1.1	WYT45.1	CHE09.1	WYT45.1	C1	1
Centroid1.1	WYT46.1	WP13.1	WYT46.1	C1	1
Centroid1.1	WYT47.1	WiW18.1	WYT47.1	C1	1
Centroid1.1	WYT48.1	WiW18.1	WYT48.1	C1	1
Centroid1.1	WYT49.1	SAC02.1	WYT49.1	C1	1
Centroid1.1	WYT50.1	WiW18.1	WYT50.1	C1	1
Centroid1.1	WYT51.1	WiW18.1	WYT51.1	C1	1
Centroid1.1	WYT52.1	PH05.1	WYT52.1	C1	1
Centroid1.1	WYT53.1	WP13.1	WYT53.1	C1	1
Centroid1.1	WYT54.1	WiW18.1	WYT54.1	C1	1
Centroid1.1	WYT55.1	WiW18.1	WYT55.1	C1	1
Centroid1.1	WYT31.1	CHE13.1	WYT31.1	C1	1
Centroid1.1	WYT57.1	CHE09.1	WYT57.1	C1	1
Centroid1.1	WYT58.1	CHE09.1	WYT58.1	C1	1
Centroid1.1	WYT59.1	BB61.1	WYT59.1	C1	1
Centroid1.1	WYT60.1	CHE09.1	WYT60.1	C1	1
Centroid1.1	WYT61.1	BB61.1	WYT61.1	C1	1
Centroid1.1	WYT09.1	PH09.1	WYT09.1	C1	1
Centroid1.1	WYT09.1	PH09.1	WYT09.1	C1	1
Centroid1.1	WYT09.1	CHE13.1	WYT09.1	C1	1
