P_obs_class1	5%_class1	95%_class1	sig_class1	P_obs_class2	5%_class2	95%_class2	sig_class2	P_obs_classmix	5%_classmix	95%_classmix	sig_classmix	high_class	prop_sig	prop_sig_class
ASV_99	1.90919951054048	1.50171456980927	2.30735425159621	1	-0.761809418881378	-1.01213570478939	0.336802869786731	0	0.662225270221359	-0.293694161231457	1.27494520166869	0	class1	TRUE	class1
ASV_100	2.55584262455604	1.90808901625645	3.31418600467253	1	0.910686629519859	0	2.14876504633231	0	2.3347213186226	1.31455045626105	3.24971850878446	1	class1	FALSE	none
ASV_101	2.70244609874791	2.02933825988933	3.50569247104355	1	0	0	0	0	1.92925621051443	0.542961849394541	2.90105925992624	1	class1	FALSE	none
ASV_102	3.64269007164456	0	5.87628229315166	0	4.53650794766666	0	6.73373252500288	0	3.4756359869814	0	5.67286056431761	0	class2	FALSE	none
ASV_103	2.56465849067647	1.7657727940762	3.47326885418517	1	1.84903845426447	0	2.94928393327352	0	2.57992596280726	1.56609348209696	3.4756359869814	1	classmix	FALSE	none
ASV_104	2.17861800948199	1.66484052020151	2.74579818445276	1	-0.048459531003914	-0.356760890658431	1.15589127370452	0	1.52972583792608	0.621227584736114	2.23569389905769	1	class1	FALSE	none
ASV_105	2.17943466938854	1.59922569605952	2.78945747573754	1	0.952989009210548	-0.000264427845792836	1.93438733199678	0	2.0893416258615	1.29083392964373	2.74166681190119	1	class1	FALSE	none
ASV_106	3.81258910843996	2.54407778297645	5.30120304930383	1	0	0	0	0	2.66470577076507	0	4.28656620319772	0	class1	FALSE	none
ASV_107	0.719464488877319	0.461120626201485	0.998995759956285	1	1.20423943544337	0.918987394478811	1.48962643625515	1	0.580581281180849	0.213113760852578	0.902688469635635	1	class2	FALSE	none
ASV_108	1.88533202913384	1.28839510437775	2.45454518986373	1	2.24634537467117	1.48605077442342	2.85909992017319	1	1.76083755888947	0.884834374300477	2.43439641660681	1	class2	FALSE	none
ASV_109	3.60186807712431	2.40592579163814	4.94309669856742	1	2.82170951957473	0	4.53650794766666	0	2.45398473944941	0	4.16878316754134	0	class1	FALSE	none
ASV_110	0	0	0	0	7.42687970556282	0	Inf	0	0	0	0	0	class2	FALSE	none
ASV_112	3.12356564506388	1.73103244777559	4.43300100065815	1	3.32423634052603	0	4.65429098332304	0	3.36197666850887	1.5079150187763	4.69626837272864	1	classmix	FALSE	none
ASV_113	2.76375512631418	1.80832273352101	3.77146844438023	1	2.8590653061185	0.835205973554165	3.95785090518543	1	2.77902259844496	1.31274350393026	3.87516635956974	1	class2	FALSE	none
ASV_114	2.20159776214844	1.67834961838389	2.79539221125736	1	1.99680334950243	0.987527289354821	2.73656787898865	1	1.22361346126895	0	2.07691910586295	0	class1	FALSE	none
ASV_115	2.60031750129933	2.01934925404147	3.29715942912923	1	0	0	0	0	0.066139802504545	-0.318603982790367	1.23822414893902	0	class1	TRUE	class1
ASV_116	1.15765716720075	0.826984017432577	1.52505293222669	1	1.01455632356008	0.487343086266076	1.48506978395841	1	1.12640462369665	0.702122447774975	1.50738525682422	1	class1	FALSE	none
ASV_117	2.39789527279837	1.64794062234529	3.16922023442234	1	2.78088752505448	1.78955127881643	3.61744328890978	1	2.00769763682099	0.542961849394541	2.82480365176526	1	class2	FALSE	none
ASV_118	2.56465849067647	1.82930117984789	3.41954652033035	1	2.94765074293258	1.93381826222227	3.84336076710671	1	1.48131367413915	0	2.5815591531482	0	class2	FALSE	none
ASV_119	1.65025990695436	1.08567684728021	2.24081364540501	1	2.16108553072035	1.5082644035499	2.80780661440574	1	1.97568230738898	1.31573341469906	2.58907578926558	1	class2	FALSE	none
ASV_120	2.21557371600442	1.57306215141305	2.92892360388188	1	2.57039509129383	1.65694851548613	3.32031880920136	1	1.8661980745473	0.75928698306449	2.73407664263452	1	class2	FALSE	none
ASV_121	1.58696505658204	1.24104382544702	1.98354995221108	1	0.401341390924302	-0.514949340949852	1.03810823804814	0	0.72676379135893	0.033616610798985	1.25779212244244	1	class1	FALSE	none
ASV_122	4.51815880899846	2.76476529442391	6.68721250936798	1	0	0	0	0	0	0	0	0	class1	TRUE	class1
ASV_123	3.52903075317204	2.5032557884562	4.80072578078347	1	2.63108915996608	0	4.22820658801214	0	2.26336437984076	0	3.8402791005693	0	class1	FALSE	none
ASV_124	0.56667091998486	0.291270996524732	0.837596637279807	1	1.01865604372792	0.721007496883943	1.30430871333882	1	0.992680557324657	0.714424290788191	1.27247667412536	1	class2	FALSE	none
ASV_125	3.2372249635364	2.19149577552549	4.43300100065815	1	3.15021358654677	0	4.63367169612031	0	2.78248880642145	0	4.16878316754134	0	class1	FALSE	none
ASV_126	1.55978232198824	1.05827496341633	2.08624468935097	1	1.86581353310822	1.17266635254827	2.49755776734156	1	1.83456098960411	1.22629540850616	2.4023241427171	1	class2	FALSE	none
ASV_127	4.62351932465629	0	7.73703463386666	0	0	0	0	0	4.86193034810129	0	7.75230210599745	0	classmix	FALSE	none
ASV_128	0.524195232427669	0.322299416459874	0.748730910101551	1	0.79819720097537	0.556480213124455	1.02955204725419	1	0.430472420850052	0.155366167029911	0.698938453778306	1	class2	FALSE	none
ASV_129	4.29501525768425	2.54407778297645	6.35074027274677	1	0	0	0	0	3.8402791005693	0	6.24822470922118	0	class1	FALSE	none
ASV_130	2.65740646828346	1.46604620200836	3.7230812127839	1	3.39707366447829	2.01070528409988	4.61447912416866	1	3.02934888435298	1.57021719928082	4.2104028676267	1	class2	FALSE	none
ASV_131	1.14731650611784	0.842382063055169	1.44447642602535	1	0.741851398009679	0.131828281012822	1.19992581915438	1	0.884952241650353	0.436185631554696	1.28608501047212	1	class1	FALSE	none
ASV_132	4.04815517975273	0	6.82074390199251	0	5.34743816388299	0	8.12002688612277	0	0	0	0	0	class2	FALSE	none
ASV_133	0.913155157063187	0.677461547189482	1.17047730878203	1	0.759004477235929	0.36253843078651	1.10713968903781	1	0.678961769562392	0.314906922708605	1.02475297601619	1	class1	FALSE	none
ASV_134	1.66140128773506	1.24457200726679	2.13219210706536	1	1.4690293950876	0.748899333503846	2.04113438213994	1	1.20666513062011	0.507914133847054	1.78104026620699	1	class1	FALSE	none
ASV_135	2.77518950393984	1.98446199504103	3.63675533612475	1	0	0	0	0	2.85944984755758	1.86342414766457	3.87516635956974	1	classmix	FALSE	none
ASV_136	2.40708018237544	1.82827757043655	3.04670663953826	1	1.76045301745039	0.3741586563305	2.62717162864141	1	0.699581056765128	-0.216017394015266	1.67734171052093	0	class1	FALSE	none
ASV_137	2.03047823232774	1.4762371529751	2.65762918580092	1	2.09761753516536	1.14773308600306	2.79917881928828	1	1.72989275504005	0.832124307016757	2.46403507530292	1	class2	FALSE	none
ASV_138	3.93037214409634	2.25639571052467	6.00981368577618	1	3.84336076710671	0	5.92280230878655	0	3.4756359869814	0	5.55507752866123	0	class1	FALSE	none
ASV_139	0.447465734858322	0.229070169983849	0.658593862720357	1	0.92354841018044	0.710625312283143	1.14033648446605	1	0.583222604243237	0.337279017344808	0.825233475950416	1	class2	FALSE	none
ASV_140	6.12759672143256	0	Inf	0	0	0	0	0	0	0	0	0	class1	FALSE	none
ASV_141	3.34258547919422	1.96768267371275	4.84706128445296	1	3.72557773145033	0	5.32681887668025	0	3.35785295132501	0	5.0850738994155	0	class2	FALSE	none
ASV_142	3.55567869465493	2.54407778297645	4.8466628759705	1	0	0	0	0	2.0893416258615	0	3.76331805943318	0	class1	FALSE	none
ASV_143	2.47607305386239	1.88464099318297	3.12383227618131	1	1.06730583689045	0	2.05295035332021	0	0.699581056765128	-0.267968366821787	1.64157413806265	0	class1	FALSE	none
ASV_144	1.0663588476277	0.752233983399452	1.38431851140057	1	1.38481257874624	0.98846717174034	1.75059838145122	1	0.805778704953714	0.313820541542987	1.21292495556219	1	class2	FALSE	none
ASV_145	3.33438871199005	2.34113693897976	4.43341083901836	1	2.14876504633231	0	3.51586683550055	0	1.78104026620699	0	3.35785295132501	0	class1	FALSE	none
ASV_146	3.84521433575604	2.25536474616453	5.53981005653044	1	0	0	0	0	3.86048180788682	0	5.55507752866123	0	classmix	FALSE	none
ASV_148	0.128717867885353	0.0193132521904426	0.244228837390109	1	0.257067901767877	0.137478648199875	0.380657065186212	1	0.278001111434343	0.166085911001793	0.389963907447092	1	classmix	FALSE	none
ASV_149	2.48036196859034	1.79082978357976	3.23823509890227	1	1.52835315411411	0	2.54278786080522	0	2.2592406626569	1.22629540850616	3.07017087887323	1	class1	FALSE	none
ASV_150	2.62919701181404	1.88661175214314	3.43226537126239	1	2.76532918613862	1.53772550343334	3.72557773145033	1	1.48131367413915	0	2.57954796242476	0	class2	FALSE	none
ASV_152	2.98031454975137	2.03020198853114	3.97268698944015	1	2.98031454975137	0.989128055826422	4.13104283955849	1	2.20712466151789	0	3.55259702811752	0	class2	FALSE	none
ASV_153	2.37417874618105	1.23474446299269	3.52490703598818	1	3.67346173031132	2.53402744712295	4.76833306721993	1	2.90027184207783	1.48131367413915	4.0686906776664	1	class2	FALSE	none
ASV_154	2.90872089656436	2.09613656324464	3.74066206694088	1	0	0	0	0	2.45398473944941	0.949208544980341	3.43606767433874	1	class1	FALSE	none
ASV_155	4.74130236031267	0	Inf	0	0	0	0	0	5.67286056431761	0	Inf	0	classmix	FALSE	none
ASV_156	5.43444954087262	0	Inf	0	0	0	0	0	0	0	0	0	class1	FALSE	none
ASV_157	1.16430582861411	0.79744991046249	1.53058472314593	1	1.44665455509053	0.986737580531681	1.90090724091931	1	1.13608818880516	0.643356555702204	1.55034512512882	1	class2	FALSE	none
ASV_158	3.81258910843996	2.66168750823401	5.21130598955841	1	0	0	0	0	2.66470577076507	0	4.28656620319772	0	class1	FALSE	none
ASV_159	4.02753589254999	2.60713591894359	5.7221316133244	1	0	0	0	0	3.16733462732688	0	4.93889138923741	0	class1	FALSE	none
ASV_161	4.29501525768425	2.53839481705283	6.54076936353208	1	0	0	0	0	3.8402791005693	0	6.24822470922118	0	class1	FALSE	none
ASV_162	2.50771013880558	1.79377218857656	3.17404606191487	1	2.14876504633231	0.692288045589875	2.96254460911731	1	1.49335819375521	0	2.48650793115497	0	class1	FALSE	none
ASV_163	1.43716669149365	1.02137325218172	1.88729824658738	1	1.24479479884619	0.568104608802404	1.82568381968172	1	1.51305878544087	0.951667707469857	1.98279134206809	1	classmix	FALSE	none
ASV_164	1.30363529886912	0.869849228769734	1.72384826361184	1	1.82015894374975	1.30365616894248	2.25109369989615	1	1.38789564248686	0.820322074796625	1.87770189902878	1	class2	FALSE	none
