P_obs_class1	5%_class1	95%_class1	sig_class1	P_obs_class2	5%_class2	95%_class2	sig_class2	P_obs_mix	5%_mix	95%_mix	sig_mix	high_class	prop_sig	prop_sig_class
ASV_145	1.39191397471245	1.24140799688196	1.55584194610787	1	-0.621334785733786	-1.1951347692361	-0.214031918242488	-1	0.673488171888945	0.40985306824702	0.901892678672333	1	class1	TRUE	class1
ASV_146	1.85043665328322	1.66001370815159	2.04032803857867	1	-2.38366985131404	-2.50579036483653	0	0	0.021194090800428	-0.485550772530205	0.399907673162986	0	class1	TRUE	class1
ASV_147	0.963137823367741	0.707849346475891	1.19274643011434	1	2.10626007674272	1.85070711469582	2.33486599815297	1	1.94176353823067	1.72147800531856	2.16879484715258	1	class2	FALSE	none
ASV_148	3.2811274007701	2.81927280093084	3.77004235575757	1	1.28457351889604	0	2.22198276432985	0	1.83313947064487	0.699581056765128	2.52816843927412	1	class1	TRUE	class1
ASV_149	2.90326411380779	2.49965094086353	3.38321198141449	1	1.33086747305404	0	2.13672052671625	0	2.69774374831683	2.12968536722967	3.23570295419064	1	class1	FALSE	none
ASV_150	1.73899906974749	1.54445472489963	1.92734641587463	1	-1.0047692139568	-2.35381855088068	-0.31142566981286	-1	0.904773290927641	0.58648890376773	1.19047967442214	1	class1	TRUE	class1
ASV_151	3.51660823317348	2.85933567138362	4.21657383137769	1	1.82015894374975	0	2.99012817119969	0	3.93734081341244	3.18448770655313	4.7441473124449	1	classmix	FALSE	none
ASV_152	2.08339569779443	1.7412919901378	2.45082345429282	1	2.49068064261958	2.06293440392558	2.9070379070022	1	2.36981594042579	1.97465149502785	2.74499088252177	1	class2	FALSE	none
ASV_153	0.79448958807348	0.64080157291539	0.953675094158861	1	1.23128454632256	1.04213871767419	1.41816028123768	1	1.24492732272635	1.07271568787634	1.41934641743111	1	classmix	FALSE	none
ASV_154	2.10050364172914	1.84308919544258	2.34725925541268	1	-0.485207707180828	-1.59538725404734	0.223955081605966	0	1.51419112682547	1.16195864337523	1.83941833543384	1	class1	TRUE	class1
ASV_155	0.887649316018376	0.700271861225712	1.06112715436845	1	1.34560460674794	1.1124889264135	1.54173365157547	1	1.45480389871293	1.27108850062626	1.62781582059021	1	classmix	FALSE	none
ASV_156	1.66140128773506	1.38669554743459	1.93466664462071	1	2.31102220324511	1.99360068489023	2.6181926562315	1	1.78202927552367	1.42677657647653	2.10931711266671	1	class2	FALSE	none
ASV_157	0.774063632282079	0.623375433429288	0.925809350632547	1	1.07044141170141	0.88986044682863	1.25313983380139	1	1.11608691919137	0.957147360728096	1.2669162571597	1	classmix	FALSE	none
ASV_158	3.8284658633066	3.22195939063602	4.52507925184304	1	0	0	0	0	3.00216614975917	1.76083755888947	3.87766950116776	1	class1	FALSE	none
ASV_159	1.73166718158969	1.44759818368392	2.04743199701633	1	2.64528768490797	2.31481425568635	2.99856390576161	1	1.74693465372048	1.35688815202385	2.1447130839991	1	class2	TRUE	class2
ASV_160	0.823930314450431	0.579618106853088	1.06223262193867	1	2.05089263700107	1.82318837613363	2.26036468010661	1	1.87585220070525	1.65589749746098	2.08027150319167	1	class2	FALSE	none
ASV_161	1.86445092146718	1.54339103147865	2.18417025576511	1	2.60778784655098	2.24213441524297	2.93790399986576	1	2.04223732309574	1.65575825584035	2.40495040484781	1	class2	FALSE	none
ASV_162	0	0	0	0	0	0	0	0	8.4454492865574	0	Inf	0	classmix	FALSE	none
ASV_163	1.4807538390439	1.12885193984548	1.82794268826121	1	2.54080713410833	2.16450246060946	2.87953290368881	1	2.58751613207394	2.29656266771079	2.91544268256362	1	classmix	FALSE	none
ASV_164	1.48282128085211	0.997076880509561	1.92617697448283	1	3.1741463527584	2.78519151094707	3.58325451061032	1	2.88438311410279	2.49117498375177	3.2752394607427	1	class2	FALSE	none
ASV_165	1.2889555438166	1.01199637468149	1.55218562948221	1	1.68378225371971	1.32830106630144	1.99438477413869	1	2.26703376345644	2.01659541663191	2.52588002778477	1	classmix	TRUE	classmix
ASV_166	1.18302818115387	0.822619369196249	1.54753501107278	1	2.84410120988963	2.54044220855105	3.16462604314269	1	2.42131665258129	2.10162083919615	2.75345339733848	1	class2	FALSE	none
ASV_167	1.14948461904187	0.738477428059249	1.52055497544151	1	3.01786213506209	2.68561029495857	3.36226567749907	1	2.57166573949528	2.23645108291923	2.92258912318168	1	class2	FALSE	none
ASV_168	1.9443804670485	1.71009390647762	2.16620774077579	1	-0.632732376606236	-1.94708041132307	0.00831023269244515	0	0.94545299232376	0.558616287602339	1.25662187127017	1	class1	TRUE	class1
ASV_169	2.65839461065635	1.79620570272726	3.44113929237138	1	4.59366636150661	3.90263010425064	5.31254278803237	1	3.47216977900491	2.49480673396967	4.23184130350848	1	class2	FALSE	none
ASV_170	2.58618460137212	2.21133673568668	3.00716142115028	1	2.36564183175796	1.77010048294919	2.86618690517982	1	2.13144844425717	1.53798636024721	2.6277971474087	1	class1	FALSE	none
ASV_171	2.50913510679236	2.13828204170277	2.89486297043237	1	-0.252024919623799	-0.436771559885828	0.868365992198607	0	2.90661082486705	2.50819582027333	3.32089295023412	1	classmix	FALSE	none
ASV_172	1.704578815228	1.53547569184851	1.88273528838939	1	-2.53347246766027	-2.62777681906661	0	0	0.682321690670521	0.35223382458229	0.966852173084932	1	class1	TRUE	class1
ASV_173	2.10467254368989	1.83244648397994	2.37501891590103	1	-0.656487482726267	-1.47073613835369	0.218817047706296	0	2.04384067228203	1.68848269816824	2.35673657777789	1	class1	FALSE	none
ASV_174	1.98413136187551	1.25920982679991	2.62926457026237	1	3.36345705367931	2.66162410422766	3.97078707047824	1	3.83198029775461	3.29411827801647	4.37538075704045	1	classmix	FALSE	none
ASV_175	1.18149994847388	0.443602013953145	1.77068718755095	1	3.81578399933648	3.37780663293561	4.28270384935754	1	3.1063099254891	2.60089676481596	3.59316780175813	1	class2	FALSE	none
ASV_176	3.4788812135929	3.00562579856982	4.03799066772526	1	0	0	0	0	2.19123593354285	1.04563279422789	2.94480710023207	1	class1	TRUE	class1
ASV_177	2.03296484416754	1.69376577081076	2.38756783248471	1	2.79816534236755	2.41030967594675	3.18795391452961	1	2.16217657564755	1.76834997746663	2.55120032305652	1	class2	FALSE	none
ASV_178	1.8958068672648	1.69078026910761	2.08754345767631	1	0	0	0	0	0.245466155494436	-0.229140583483792	0.613202350496867	0	class1	TRUE	class1
ASV_179	3.44012722803037	2.43767614281021	4.33237104422802	1	4.73941021216063	3.83944674352912	5.57176754152806	1	3.7838987671332	2.40400480714439	4.70184493275421	1	class2	FALSE	none
ASV_180	2.66186081863284	2.24783119481307	3.10052204898384	1	0.0491207973349508	-0.164098672781566	1.18904576159573	0	3.04869184719611	2.58713429718821	3.48756011976938	1	classmix	FALSE	none
ASV_181	3.03809628842606	2.62499727734484	3.49047287232314	1	0.952989009210548	0	1.86990086708463	0	2.29001232132366	1.54959791207808	2.8404310470587	1	class1	FALSE	none
ASV_182	3.42692662762797	2.90138321267811	3.98757901056137	1	1.19984908714207	0	2.41685879594149	0	3.1347094000108	2.30525689994361	3.8402791005693	1	class1	FALSE	none
ASV_183	2.71270049541224	2.29253475714054	3.09561511589417	1	0.644687649556031	-0.230403087415367	1.51932686016372	0	2.76186951921871	2.27149012226916	3.18517998764689	1	classmix	FALSE	none
ASV_184	1.75671146753938	1.11090848845175	2.31992627423279	1	3.99030368904648	3.52299598781702	4.52634166019741	1	3.28610667229995	2.75612987392875	3.80105838741602	1	class2	FALSE	none
ASV_185	2.42251853295497	1.926154040048	2.92318395859192	1	3.50669013746828	2.99542381998238	3.99195087435827	1	2.62813973357698	2.06830739851803	3.1673749228294	1	class2	FALSE	none
ASV_186	2.81717272495892	2.38734843879765	3.30283426137487	1	2.92687164221534	2.26995584547798	3.49207479164711	1	2.31798480527314	1.61619623573022	2.89935314656076	1	class2	FALSE	none
ASV_187	1.89519579726121	1.70328098714541	2.08442731505158	1	-0.659915111200038	-1.63798681711287	-0.0350480016886707	-1	0.00197952585580263	-0.539300097128098	0.407486250726926	0	class1	TRUE	class1
ASV_188	1.67834961838389	0.346853205640232	2.60031750129933	1	4.23039557100952	3.48799841263181	4.94093193126641	1	4.16805244043539	3.51622126709647	4.84971401396192	1	class2	FALSE	none
ASV_189	2.10087234688544	1.84055437138	2.3899272179453	1	1.77347561214709	1.35833740272278	2.15919930847668	1	1.36129906945094	0.946199504954743	1.74686525746784	1	class1	FALSE	none
ASV_190	2.51590690600976	2.23888210950733	2.81144311179422	1	0	0	0	0	-0.107882951474714	-1.46620482864513	0.551711583999664	0	class1	TRUE	class1
ASV_191	1.51896032746798	1.22606111873892	1.84418607793171	1	2.27924681086556	1.95017895952252	2.60537779752788	1	2.19920410319202	1.87499864650422	2.49213496707578	1	class2	FALSE	none
ASV_192	4.94197305577482	3.91438024061647	6.19045813794106	1	0	0	0	0	3.4756359869814	0	5.14961242055307	0	class1	FALSE	none
ASV_193	4.45362028786089	0	6.12759672143256	0	5.34743816388299	0	7.13919763311104	0	5.38517849186583	3.31555057163432	7.05915492543751	1	classmix	FALSE	none
ASV_194	1.1397029143078	0.909979703819902	1.37243562268336	1	1.72748957920991	1.46985150041131	1.97114180975836	1	1.87059042285059	1.63727171698605	2.11282306986414	1	classmix	FALSE	none
ASV_195	3.44012722803037	2.5032557884562	4.36660891087126	1	4.33394510405247	3.15021358654677	5.32681887668025	1	4.25390239637893	3.27307314336721	5.16277908708621	1	class2	FALSE	none
ASV_196	0.690811993490051	0.53518617980073	0.854813790430575	1	1.12143229473541	0.93888707454643	1.30278494540169	1	1.26220484861649	1.10696515027245	1.41487039484729	1	classmix	FALSE	none
ASV_197	3.62207078444183	0	5.43444954087262	0	6.30764812969198	4.65429098332304	8.22538740178059	1	5.24677616900671	0	7.28229847675172	0	class2	FALSE	none
ASV_198	2.2033223388739	1.9191924482852	2.53014178146246	1	-0.0139029051689912	-1.19471854520821	0.734237806199632	0	2.18332167216723	1.81548189476148	2.55446587432315	1	class1	FALSE	none
ASV_199	4.62351932465629	0	6.70885001811894	0	5.92280230878655	0	8.00224385046639	0	5.55507752866123	0	7.63451907034107	0	class2	FALSE	none
ASV_200	2.64552984412088	2.29991486443817	2.97088546252024	1	0.105360515657826	-0.745072919540346	1.03005260767131	0	1.75253875607477	1.13999229008493	2.19964856545466	1	class1	TRUE	class1
ASV_201	5.56798093349714	4.29501525768425	7.30995711638189	1	0	0	0	0	0	0	0	0	class1	TRUE	class1
ASV_202	1.595999773285	1.42470901961581	1.77680340834901	1	-2.7359290244061	-2.83291772428332	0	0	0.634015813751948	0.344408115970563	0.896405077430682	1	class1	TRUE	class1
ASV_203	2.3749628734298	2.14016929873809	2.64057816366679	1	0	0	0	0	0.47986513392469	-0.242367743009164	1.0159740964907	0	class1	TRUE	class1
ASV_204	2.62130745523201	2.32953802581184	2.93351802002974	1	-0.875200106234469	-1.0413333036317	0.320205264157341	0	0.366513026074314	-0.642101789326166	0.986264005025956	0	class1	TRUE	class1
ASV_205	2.08259423346675	1.83019621526343	2.3389657296758	1	-0.777005865762661	-1.58381999584894	0.0372187313137589	0	1.87569424025638	1.54496278549222	2.18874836533032	1	class1	FALSE	none
ASV_206	0	0	0	0	8.81317406668271	0	Inf	0	0	0	0	0	class2	FALSE	none
ASV_207	1.27944534344146	0.980386380450119	1.60362424516893	1	2.31457675253013	2.00800537647568	2.63484090585796	1	2.43414709876061	2.16287049894315	2.72837772646386	1	classmix	FALSE	none
ASV_208	1.83801010235554	1.65193752026471	2.03389816843731	1	0	0	0	0	-0.163528396202023	-0.676290567625627	0.251874844279547	0	class1	TRUE	class1
ASV_209	3.17719469537788	2.31263542884755	3.98985562463442	1	4.27580698404599	3.329761216458	5.12152068568605	1	3.90808220392067	3.04854145630462	4.74827102962876	1	class2	FALSE	none
ASV_210	4.60777096768815	3.81258910843996	5.68439128534155	1	0	0	0	0	3.59341902263778	0	4.86193034810129	0	class1	FALSE	none
ASV_211	1.99273790434489	1.78332687787559	2.20566361589695	1	-1.35237001066622	-2.1568338795652	0	0	0.477129786544679	0.0475522597415659	0.85850714740612	1	class1	TRUE	class1
ASV_212	1.68848111977455	1.37681876966435	2.02741846550058	1	1.62964061975162	1.11311351926085	2.0643111068352	1	2.56119882375656	2.26121298872318	2.89606277868231	1	classmix	TRUE	classmix
ASV_213	0.59783700075562	-0.572211453116648	1.47346947179675	0	4.13071220639297	3.6120153468078	4.72391741769939	1	3.6088367464404	3.08088859718127	4.17697104999058	1	class2	FALSE	none
ASV_214	4.24535966723839	3.27771632489113	5.25212798407866	1	0	0	0	0	4.57078206767302	3.24006991566863	5.63203856979736	1	classmix	FALSE	none
ASV_216	2.83175985542823	2.30829336358979	3.39422871234606	1	2.78111612260948	1.82568381968172	3.49464725129215	1	3.46321346698284	2.89923071756942	4.01409150852859	1	classmix	FALSE	none
ASV_217	1.25047950003622	1.03619610011039	1.45275564516615	1	1.5187434866309	1.26690968230309	1.77973168123253	1	1.60121970845514	1.36857858940179	1.82555431518153	1	classmix	FALSE	none
ASV_218	5.90445317011835	4.29501525768425	8.07350687048788	1	0	0	0	0	0	0	0	0	class1	TRUE	class1
ASV_219	1.50667817847633	1.20530264698531	1.80700044509557	1	2.44701607013332	2.1133658921335	2.75088869019165	1	2.26539356964186	1.93066257642634	2.57692752259771	1	class2	FALSE	none
ASV_220	0.922217350543795	-0.31015492830384	1.75981936648208	0	4.16741048372937	3.65377690017891	4.68273776925254	1	3.55852364678716	3.01805487773422	4.12037100375441	1	class2	FALSE	none
ASV_222	1.3400663991478	1.03591498983949	1.66538574203576	1	2.47900673320288	2.17599080303231	2.80781123741163	1	2.39351442076178	2.09755053987699	2.69414729593322	1	class2	FALSE	none
ASV_223	1.769286613376	1.33508590441152	2.17271742842574	1	2.31088389580874	1.73256508700288	2.77752203578619	1	3.20540082813334	2.84070248924642	3.58907496333168	1	classmix	TRUE	classmix
ASV_224	1.67212286492235	1.44982423891823	1.88917604846966	1	-0.227267268498072	-1.2813873609786	0.306946149702941	0	1.88991460116461	1.62972259465108	2.13094125291269	1	classmix	FALSE	none
ASV_225	1.99628945402828	1.52060248614203	2.46678610867481	1	3.13522978808336	2.61399313082056	3.61202867836367	1	3.09774669482862	2.67424909118583	3.53197774091479	1	class2	FALSE	none
ASV_226	2.28149716195251	2.02145427295891	2.52567804184504	1	-0.788667706384247	-1.61669744853526	0.0590448785326434	0	0.63536698271849	-0.0168766560583505	1.08805654281469	0	class1	TRUE	class1
ASV_227	3.80785200815569	3.00059167510002	4.6200531166798	1	4.33394510405247	3.23533281538436	5.22701989768801	1	3.56075521581899	2.1744608546991	4.55362898844677	1	class2	FALSE	none
ASV_228	3.11124516067584	2.68163356355601	3.56739233135525	1	1.00933076314394	0	1.91319897501954	0	2.02790034413851	1.16475209117265	2.62734539853398	1	class1	TRUE	class1
ASV_229	4.29327763778571	3.57815155050699	5.14676746842084	1	2.45706640598682	0	3.83989455913023	0	0	0	0	0	class1	FALSE	none
ASV_230	3.02100185506676	2.60154837266888	3.46442571646565	1	0.259841828650603	0	1.38642660126819	0	2.45706640598682	1.81621814224227	2.99629028045055	1	class1	FALSE	none
ASV_231	3.93037214409634	0	6.00981368577618	0	6.32826741689471	4.41872491201027	8.24361955745997	1	5.55507752866123	0	7.63451907034107	0	class2	FALSE	none
ASV_232	1.52752672864931	1.25752604587219	1.81265593689603	1	2.06134187064	1.7328280806676	2.41012983449619	1	2.08227508030647	1.7748828131697	2.37735297652553	1	classmix	FALSE	none
ASV_233	2.53588101577227	2.27015108559316	2.81165764814476	1	0	0	0	0	0.171602353772888	-0.80103013203466	0.817389104082875	0	class1	TRUE	class1
ASV_234	1.82773988909224	1.64654053775618	2.02468892854997	1	0	0	0	0	0.278367591688824	-0.152171153971456	0.62763002916265	0	class1	TRUE	class1
ASV_235	1.37393091310056	1.1409150966463	1.62633968248736	1	1.74367793860664	1.44600308132408	2.04132875703114	1	1.83197054575232	1.58242990141665	2.09855317679337	1	classmix	FALSE	none
ASV_236	2.80213341116958	2.47125732878583	3.15275602985133	1	0	0	0	0	0.728009010767362	-0.334673797668525	1.37547418557388	0	class1	TRUE	class1
ASV_237	1.88170226108326	1.40789893621806	2.3359106858518	1	2.3235350133623	1.70381330480961	2.8391622683924	1	3.20857320173235	2.8074505524472	3.61524169551914	1	classmix	FALSE	none
ASV_238	1.14669196149465	0.963014014913477	1.34948755212924	1	1.25205247715248	1.00057941964286	1.48671405823184	1	1.52618158319955	1.3203551369829	1.72223523185252	1	classmix	FALSE	none
ASV_239	2.43212142076027	2.18063103982032	2.7041655231699	1	-1.18125048084552	-1.33717356378494	0	0	0.848920011827537	0.229277871981995	1.34717447269507	1	class1	TRUE	class1
ASV_240	2.14826126798412	1.67306108488135	2.62883791145067	1	3.04207914400622	2.45614771046975	3.52301488783614	1	3.21796981046988	2.74300920274492	3.68768807793369	1	classmix	FALSE	none
ASV_241	0	0	0	0	7.42687970556282	5.59429824181451	10.1994684278026	1	0	0	0	0	class2	TRUE	class2
ASV_242	4.80584088145024	3.90973285289254	5.84057691031828	1	0	0	0	0	0	0	0	0	class1	TRUE	class1
ASV_243	2.87431946984703	2.43808659512459	3.30625960690455	1	1.73125541860809	0.403788827900782	2.47281476295496	1	2.92167525652932	2.33864914076951	3.43736177510626	1	classmix	FALSE	none
ASV_244	2.57410949001832	2.23577642332194	2.93114680601138	1	0.681545321668304	-0.494746633632333	1.44584785661511	0	2.43408407774308	1.97072570311033	2.84603825927603	1	class1	FALSE	none
ASV_245	1.74938595166966	1.32091947228841	2.15144310425192	1	2.87876989900452	2.41622358247231	3.30724133665185	1	2.95287787115825	2.56739339608857	3.34543079422251	1	classmix	FALSE	none
ASV_246	2.78575918542953	2.48237111432452	3.12152093070785	1	0	0	0	0	0.143100843640673	-1.0269476102316	0.936583798188028	0	class1	TRUE	class1
ASV_247	1.45325859510788	1.20839337716242	1.71592762299602	1	1.74094066755966	1.41551826712503	2.04523653501559	1	2.05237682601955	1.79841832508045	2.32523246776081	1	classmix	FALSE	none
ASV_248	4.16718188617437	3.483998160473	5.02555283884265	1	3.06856959750626	0	4.24535966723839	0	2.00769763682099	0	3.27307314336721	0	class1	FALSE	none
ASV_249	0	0	0	0	6.73373252500288	5.51551881846984	8.40770895857455	1	0	0	0	0	class2	TRUE	class2
ASV_250	1.8284988996746	1.56893247555279	2.09433732622332	1	0.13204961025087	-0.934929487777478	0.681069809446875	0	2.09969974594259	1.80966159773879	2.36071494341247	1	classmix	FALSE	none
ASV_251	3.52490703598818	2.38186849621602	4.62402694322949	1	4.64186846332449	3.41727637179581	5.73228398478842	1	4.61061591982038	3.47172196340381	5.65265111547509	1	class2	FALSE	none
ASV_252	2.14087068283938	1.93031293863615	2.37378326548817	1	0	0	0	0	0.102014421274625	-0.571805260494213	0.587092030183629	0	class1	TRUE	class1
ASV_253	5.02898443276445	4.02753589254999	6.33115194990417	1	0	0	0	0	0	0	0	0	class1	TRUE	class1
ASV_254	6.41527879388434	0	Inf	0	0	0	0	0	0	0	0	0	class1	FALSE	none
ASV_255	1.91170695341777	1.62536934061773	2.18031876925124	1	-0.417785592496205	-1.59483930747088	0.31069467114446	0	2.19341478261609	1.88161839212824	2.49421167295836	1	classmix	FALSE	none
ASV_256	1.66996760204788	1.4851945680507	1.83850808241795	1	-1.1125151938371	-2.44242722751163	-0.405084996373591	-1	0.940128154688011	0.626653924424043	1.20089113778853	1	class1	TRUE	class1
ASV_257	2.98879409250754	2.61765737797086	3.38519429374238	1	0	0	0	0	1.12307096168233	0.00611218239492322	1.77076164008716	1	class1	TRUE	class1
ASV_258	2.40333863246444	1.8745731097753	2.94954289108462	1	3.14300582865928	2.44985864809933	3.72090417578145	1	3.54847093676744	3.01057878167099	4.07069386965731	1	classmix	FALSE	none
ASV_259	3.2271746276829	2.58998226439009	3.90961632738506	1	3.2271746276829	2.17919795498337	4.06303811044444	1	3.55259702811752	2.8181996915043	4.2761222274861	1	classmix	FALSE	none
ASV_261	1.50180724824174	0	2.43041846450393	0	4.74700038142731	4.13466363410717	5.44461014211198	1	3.73264843637694	2.98434120653616	4.55362898844677	1	class2	FALSE	none
ASV_262	5.43444954087262	0	8.2070382631124	0	6.73373252500288	0	9.50632124724266	0	0	0	0	0	class2	FALSE	none
ASV_263	3.41954652033035	2.63631074314218	4.13327440859032	1	4.31336439635245	3.48298987521869	5.11207827842941	1	3.25249243566719	2.08916831546268	4.08713917850083	1	class2	FALSE	none
ASV_264	3.29898955779124	2.86695617963039	3.77438666294323	1	1.42021871157356	0	2.3893861239637	0	2.30525689994361	1.25779212244244	2.94085712219291	1	class1	FALSE	none
ASV_265	2.43662186147592	2.17704781019555	2.70058556054969	1	0	0	0	0	0.330483592827838	-0.490498098404343	0.909096778030635	0	class1	TRUE	class1
ASV_266	2.28787562775982	1.68455021110559	2.8302794702578	1	3.42463968239231	2.801090232372	3.98486032938041	1	3.40175538855872	2.90021978585241	3.92114726269859	1	class2	FALSE	none
ASV_267	1.91270729317728	1.71834199883277	2.10972379963179	1	-1.12311943757859	-2.28536645311037	-0.236092251244532	-1	0.243756837684197	-0.247010329603358	0.63583979459338	0	class1	TRUE	class1
ASV_268	2.19788438354707	1.93651351685896	2.46693104088328	1	0	0	0	0	1.61065904338604	1.21535684381412	1.92930940077869	1	class1	TRUE	class1
ASV_269	3.57815155050699	2.90872089656436	4.29602539305013	1	3.26799662220315	1.89299626770202	4.20800388069462	1	3.59341902263778	2.67608716625521	4.40060828709461	1	classmix	FALSE	none
ASV_270	2.3473674887304	2.10328472853559	2.63145432338077	1	0	0	0	0	0.143431476806191	-0.703866383581013	0.705976410737557	0	class1	TRUE	class1
ASV_271	1.92468251261169	1.53670651279858	2.31820838034669	1	3.24749599415214	2.85898636626521	3.63917395337853	1	2.16309353605668	1.68354461314817	2.57496640414906	1	class2	TRUE	class2
ASV_272	1.71474015473158	1.35604081475699	2.0769455684206	1	1.95315117817658	1.41460158672588	2.3996530475566	1	2.8059285043284	2.45396391045515	3.1452603600064	1	classmix	TRUE	classmix
ASV_273	3.09842256065594	2.68865901178756	3.52184921045341	1	0	0	0	0	1.75638320854009	0.876039054360737	2.43534960088356	1	class1	TRUE	class1
ASV_274	2.87950889508925	2.52501949760915	3.28585488413526	1	-0.252024919623799	-0.456283909776558	0.868209201252743	0	1.45969184193072	0.661414579189669	2.05474511430255	1	class1	TRUE	class1
ASV_275	2.44114207980165	2.10006107452102	2.81130405066888	1	0.0515456098179774	-0.7948680227838	0.910980266193545	0	2.42466085361786	2.01746913748918	2.82461222633555	1	class1	FALSE	none
ASV_276	2.4567357728213	2.13780200786608	2.8278459561071	1	2.18480205733766	1.60257689694542	2.64959818550111	1	1.87770189902878	1.33490780013395	2.36170997618322	1	class1	FALSE	none
ASV_277	2.90872089656436	2.32031310566231	3.51681452919626	1	3.38702332862479	2.62696544278222	4.04403146256886	1	3.26046060531636	2.60698087200888	3.91061823237499	1	class2	FALSE	none
ASV_278	1.64836775880232	1.4561644594578	1.83739814549808	1	-0.348186123071751	-1.09848004851981	0.140247774658267	0	1.15589127370452	0.866525733734089	1.39063682668177	1	class1	TRUE	class1
ASV_279	3.92207334128165	3.30562277401204	4.60280575551829	1	1.82015894374975	0	3.06856959750626	0	2.14558134418438	0	3.14713192000936	0	class1	TRUE	class1
ASV_280	5.14676746842084	3.81258910843996	6.5976003506783	1	5.34743816388299	0	7.02730374923747	0	0	0	0	0	class2	FALSE	none
ASV_281	3.90401321160364	3.27715977044349	4.68294274512709	1	1.94519965771242	0	3.10939159202651	0	2.96376923870699	1.64298050397456	3.87528978594691	1	class1	FALSE	none
ASV_282	4.72068307310994	3.81671282562382	5.89203065011979	1	4.22820658801214	0	5.61450094913203	0	0	0	0	0	class1	FALSE	none
ASV_283	4.00733318523247	3.34228508998388	4.72129909732934	1	2.0107793033584	0	3.39559327930786	0	2.33620170379303	0	3.39399199794089	0	class1	FALSE	none
ASV_284	2.41882037598882	2.0489759020534	2.80038207837292	1	1.74094066755966	0.915194348534873	2.32370130521078	1	2.5432871400846	2.09528251064475	2.95722019394873	1	classmix	FALSE	none
ASV_285	3.34937231379757	2.88478165242958	3.87756857408371	1	0	0	0	0	2.51022445777229	1.6802232322813	3.14814205537524	1	class1	FALSE	none
ASV_286	4.73684800996329	3.81650663976463	5.8531598757308	1	0	0	0	0	3.02934888435298	0	4.41416286030243	0	class1	FALSE	none
ASV_288	1.98338643699166	1.63020654496435	2.35754953003095	1	2.4240078020844	1.9735796414232	2.83729338861934	1	2.47499335681727	2.1114331083782	2.82406226417899	1	classmix	FALSE	none
ASV_289	1.45438907517245	1.15390517322384	1.73921610700899	1	1.9759674907147	1.5912287922444	2.3100524621151	1	2.33037742802258	2.05174237826938	2.63312644946936	1	classmix	FALSE	none
ASV_290	2.14599278216591	1.8362783920719	2.47451539495167	1	1.99835678335985	1.46050067097874	2.42605706089045	1	2.03609711134269	1.65234103777596	2.41062619200931	1	class1	FALSE	none
ASV_291	3.4885393918173	2.71397681977185	4.31521796500177	1	3.94052451556036	2.77172958726971	4.80460169727584	1	3.86048180788682	2.95238784321685	4.7443534983041	1	class2	FALSE	none
ASV_292	1.83529885672481	1.51537826917354	2.17586652389445	1	1.70247794370389	1.18833236300585	2.152314356486	1	2.60521570917334	2.29662350470718	2.93259700748302	1	classmix	TRUE	classmix
ASV_293	0	0	0	0	7.30909666990644	0	10.4226119791168	0	6.24822470922118	0	9.54406157522551	0	class2	FALSE	none
ASV_294	3.91479363850865	3.23363532918274	4.64372203197381	1	2.77172958726971	0	3.7617167780662	0	3.09715198770434	1.5774748775871	3.96622032392715	1	class1	FALSE	none
ASV_295	5.83991464898078	0	8.61250337122056	0	0	0	0	0	5.67286056431761	0	8.4454492865574	0	class1	FALSE	none
ASV_296	5.53981005653044	3.99343028006348	7.51389108255245	1	5.2296551282266	0	7.42687970556282	0	0	0	0	0	class1	FALSE	none
ASV_297	6.12759672143256	0	Inf	0	0	0	0	0	7.0591549254375	0	Inf	0	classmix	FALSE	none
ASV_298	1.91461900489762	1.67713637265228	2.16760381878321	1	-0.998225608850601	-1.78346066641336	0	0	1.92988647702841	1.64537832575042	2.21841866813665	1	classmix	FALSE	none
ASV_299	2.22277909972569	1.77873344149469	2.652442670457	1	3.0773762625945	2.58821050597492	3.52089489725591	1	2.66882948794893	2.19606484265245	3.09932746316469	1	class2	FALSE	none
ASV_300	2.29375149706844	1.80981187112026	2.82197365689323	1	3.41868109405392	2.87234513554331	3.9539360448756	1	3.0974763295635	2.54508918247268	3.60637712334947	1	class2	FALSE	none
ASV_301	4.74130236031267	2.90872089656436	6.49428093474648	1	6.04058534444293	4.41660979302574	7.6512090832079	1	0	0	0	0	class2	FALSE	none
ASV_302	2.03177177404003	1.66372877331438	2.41465254650201	1	2.46883124756641	1.94519965771242	2.927348501792	1	2.84554694238859	2.45866673553895	3.23002163747063	1	classmix	FALSE	none
ASV_303	2.1694375647736	1.86849626896699	2.47947038952077	1	1.2901881045798	0.656627983529039	1.77674787229168	1	1.87154387915162	1.47093967193969	2.24594025863702	1	class1	FALSE	none
ASV_304	1.2214565167177	0.972797718921181	1.49207543175287	1	2.10875971171861	1.8100599208435	2.39260189564719	1	2.13994263915529	1.88263007835406	2.41790307649277	1	classmix	FALSE	none
ASV_305	2.34910510862894	1.39066754593211	3.15558097449589	1	4.4105281448061	3.68866640400267	5.14458612985636	1	3.89970252104011	3.16733462732688	4.62691138352992	1	class2	FALSE	none
ASV_306	1.69540723877728	1.4268123769259	1.99852929641596	1	1.89607793423943	1.48568208278068	2.28302688121492	1	2.33069962663905	2.04733195609162	2.63900790801301	1	classmix	FALSE	none
