P_obs_class1	5%_class1	95%_class1	sig_class1	P_obs_class2	5%_class2	95%_class2	sig_class2	P_obs_mix	5%_mix	95%_mix	sig_mix	high_class	prop_sig	prop_sig_class
ASV_80	0.714384171424173	0.588549414796922	0.84008072344325	1	0.682671434630769	0.50508240372579	0.866141192295011	1	0.887141224647734	0.741828681316692	1.01870182114287	1	classmix	FALSE	none
ASV_81	0.515246679687919	0.444732764070803	0.587058463055533	1	0.175532949142535	0.0331076907881731	0.298775322531549	1	0.115292868765179	-0.00845827400836745	0.22510559692467	0	class1	TRUE	class1
ASV_82	3.60186807712431	2.62919701181404	4.66401068601102	1	4.20800388069462	2.77172958726971	5.29271326419374	1	4.53342628112925	3.53869412294853	5.51284916822906	1	classmix	FALSE	none
ASV_83	1.3975878395814	1.15699886780151	1.65685252440924	1	1.20739222635654	0.743080808151922	1.56840557189387	1	2.20398290063234	1.97126185342913	2.4627246416884	1	classmix	TRUE	classmix
ASV_84	1.45456571474169	1.20131044139203	1.68337040986656	1	2.11679098496305	1.83592808777369	2.39459784160096	1	1.69297673818669	1.39586381213604	1.96312017658218	1	class2	FALSE	none
ASV_85	1.23464242738217	1.08238846764921	1.38266148558339	1	-0.847069262832202	-1.52275539962231	-0.437978907578222	-1	1.00440944109748	0.818547110449027	1.19911701283517	1	class1	FALSE	none
ASV_86	1.49681786067512	1.34590470954978	1.64641926660496	1	-2.3098446290952	-3.07792858858784	0	0	0.212802348675644	-0.0938483249981818	0.479777733221667	0	class1	TRUE	class1
ASV_87	1.169001765563	1.02226215670972	1.30253200035761	1	-0.0372411872974787	-0.369207632887054	0.249574891340625	0	0.525509399443315	0.297221268112664	0.716424332743164	1	class1	TRUE	class1
ASV_88	2.29404533144591	1.99459665849832	2.59492852805911	1	0	0	0	0	2.08852496595495	1.6906411372739	2.45246352215079	1	class1	FALSE	none
ASV_89	1.39667533013891	1.18055061438134	1.62149026435194	1	1.4431953457738	1.12956401840562	1.72266707468465	1	1.6632572305506	1.40768362354407	1.91683369051587	1	classmix	FALSE	none
ASV_90	1.56900113254043	1.41620298440207	1.74508680541271	1	0	0	0	0	0.431035231522881	0.131222305055436	0.709231830263075	1	class1	TRUE	class1
ASV_91	0.789549721479371	0.554622895927823	1.03499566484402	1	2.25135163510741	2.04111325807573	2.47016612078172	1	1.67290582366644	1.43113733439766	1.89472908069839	1	class2	TRUE	class2
ASV_92	0.318287903284572	0.233321821845599	0.40517907942803	1	0.599762631162019	0.518157019891558	0.687929207942326	1	0.463366986937351	0.365221824384086	0.557960367064752	1	class2	FALSE	none
ASV_93	1.76408278550097	1.26717436923761	2.19074567912079	1	2.81824331159825	2.25412556199013	3.27160211234462	1	3.34433640749502	2.94410045523571	3.73310796594589	1	classmix	FALSE	none
ASV_94	5.53981005653044	3.93037214409634	7.51389108255245	1	0	0	0	0	4.86193034810129	0	7.0591549254375	0	class1	FALSE	none
ASV_95	1.38642660126819	1.19978310362458	1.57846642504837	1	1.79189170937636	1.57703842206844	2.01337327051147	1	0.731019748691094	0.401524306600686	1.01296547864028	1	class2	FALSE	none
ASV_96	1.05158509500891	0.858379139134598	1.23622620900613	1	1.09478835801781	0.804536350497927	1.34464914675921	1	1.72803739699668	1.54380366623092	1.92357953502105	1	classmix	TRUE	classmix
ASV_97	1.61009790518901	1.45269391528991	1.76764908079518	1	-2.79106268407141	-2.89123089286623	0	0	0.275199740288417	-0.0653595957160226	0.564339053089448	0	class1	TRUE	class1
ASV_98	1.13639937949321	1.01151777560414	1.27771630296831	1	-0.102278849120418	-0.440460441551705	0.203168129638164	0	0.714551089223099	0.520837731386265	0.905619140176399	1	class1	TRUE	class1
ASV_99	2.801090232372	2.46075057098918	3.1835199517479	1	0	0	0	0	0.929288055470404	0	1.53505877703667	0	class1	TRUE	class1
ASV_100	1.24990475760927	1.09677413214569	1.40735832596845	1	0.469746200059699	0.152972974659907	0.760278812903297	1	0.852327014334276	0.638508743604043	1.06647356408235	1	class1	TRUE	class1
ASV_101	1.87944577272453	1.69248246009685	2.08647035608245	1	0	0	0	0	0.00160128136697413	-0.517052176118812	0.415303190243746	0	class1	TRUE	class1
ASV_102	4.16593821540911	3.12335945920468	5.28394330710879	1	4.87743453463725	3.51485670013468	5.99976334992268	1	3.59341902263778	0	4.86193034810129	0	class2	FALSE	none
ASV_103	1.41851139156445	1.23462119077451	1.59230154925049	1	1.07416509851233	0.795807975963305	1.3196402862664	1	0.591370988602229	0.26466681692633	0.871392867679595	1	class1	FALSE	none
ASV_104	0.503075640369908	0.442769020458546	0.558288312617227	1	-0.485603949626334	-0.695261295268769	-0.311596026723613	-1	0.0301721792995122	-0.0750366295995102	0.129083304478746	0	class1	TRUE	class1
ASV_105	1.66679436568454	1.38707191523003	1.94394724491876	1	1.98854299269993	1.63289001120562	2.27977433577147	1	1.85443306375611	1.53080580868534	2.14881525316842	1	class2	FALSE	none
ASV_106	1.25294861294817	1.11838565724953	1.39456003556267	1	-2.22968910065416	-3.35149180434005	0	0	0.580639949568472	0.369139827237941	0.779806498697015	1	class1	TRUE	class1
ASV_107	1.52536277916478	1.32784915995079	1.71631378442663	1	0.791248160116614	0.431619025967769	1.12589349203634	1	1.2989921173452	1.04779630131317	1.53181177548078	1	class1	FALSE	none
ASV_108	1.66165594918363	1.38315423767617	1.93382729736162	1	2.22127173711905	1.91944733323804	2.50743681882489	1	1.92253982848069	1.61009136273577	2.23765624213133	1	class2	FALSE	none
ASV_109	1.17868377373413	1.02613545277809	1.32358431175644	1	0.0283994745216982	-0.391419862751726	0.327701320306441	0	1.02591564631844	0.817255618550575	1.21039641485188	1	class1	FALSE	none
ASV_110	0.313403347905722	0.194729435743173	0.423950508263608	1	0.77238150713975	0.636534623137405	0.901857216507753	1	0.939579902359483	0.837857435747359	1.04441203181124	1	classmix	FALSE	none
ASV_111	2.46243379393594	0.922217350543795	3.41677259344763	1	3.98486032938041	2.84191222689225	4.93850684779834	1	4.78028635906078	4.09109818653776	5.60836317851762	1	classmix	FALSE	none
ASV_112	0.533796412651491	0.410557568875278	0.649793955738266	1	0.689862801876889	0.526242598556053	0.848967146311738	1	0.921552724648809	0.792469143481291	1.04244163746447	1	classmix	FALSE	none
ASV_113	1.51207989118148	1.35464903663132	1.68155866250959	1	0.638744108777717	0.338395152081822	0.928634136629214	1	-0.0166627437993818	-0.407362910178046	0.302267141293906	0	class1	TRUE	class1
ASV_114	1.97876005273451	1.73946300733957	2.22920253732334	1	-0.417066966999805	-1.74356415872907	0.198400546927612	0	1.43983180439921	1.07366581372077	1.74882518893029	1	class1	FALSE	none
ASV_115	0.806486865752957	0.721296312179328	0.894671845697265	1	-0.971926361522203	-1.34414370113509	-0.67795558700281	-1	0.164426255128754	0.00220884669722197	0.304803909273621	1	class1	TRUE	class1
ASV_116	0.786644333077278	0.646914679246723	0.933017736404401	1	1.06169874866126	0.898246255711352	1.23219020276891	1	0.888762294095024	0.73469296083758	1.0623563333205	1	class2	FALSE	none
ASV_117	0.523482102804252	0.413863780219017	0.633052829006462	1	0.658339579696831	0.511236558227804	0.811291956865037	1	0.853141797714395	0.737087310981605	0.969458802998595	1	classmix	FALSE	none
ASV_118	2.94233513319712	2.47180167375699	3.460726399219	1	2.26753709130537	1.12701176318981	2.9967797695724	1	3.18074615664212	2.62137678696073	3.7896765208607	1	classmix	FALSE	none
ASV_119	3.16954468151327	2.60701424323605	3.73975178448769	1	2.67706819641548	1.24479479884619	3.43225766025472	1	3.63109925627248	2.96438485927388	4.28564750768065	1	classmix	FALSE	none
ASV_120	1.71904382082109	1.50567292733166	1.91943177935873	1	-0.675540190673626	-1.69828471905837	-0.079956244940192	-1	1.27912274949128	1.00309176284381	1.52985736732929	1	class1	FALSE	none
ASV_121	1.52222814242725	1.36307873034598	1.67588752206787	1	-2.23791433170817	-3.00841922139834	0	0	0.33879986733295	0.0303463690390323	0.603255308434016	1	class1	TRUE	class1
ASV_122	0.965721957716506	0.82937345047377	1.09876223482812	1	0.551497669518461	0.343858001836169	0.749092042008582	1	0.487455303191365	0.294638277157062	0.662189356240914	1	class1	TRUE	class1
ASV_123	0.72698004861313	0.560081748010338	0.917191904631404	1	1.42436452364859	1.22688219934085	1.61512516708188	1	1.46982689772535	1.29879780195693	1.65052063205745	1	classmix	FALSE	none
ASV_124	1.14338665514584	0.926536728460008	1.35579764237702	1	1.61906957031872	1.37725880431604	1.85662763077689	1	1.58312218251041	1.36204564139802	1.80507059137523	1	class2	FALSE	none
ASV_125	0.986730316843057	0.88277817793066	1.09913777183106	1	-0.78899215347518	-1.2289665235434	-0.478935990546379	-1	0.358410299362361	0.187795150100945	0.509013766086608	1	class1	TRUE	class1
ASV_126	1.5305526836733	1.20454936858571	1.83736682087108	1	2.38988438362423	2.01107990992703	2.72238739247259	1	2.40992513450767	2.08655453825557	2.72445264542855	1	classmix	FALSE	none
ASV_127	5.43444954087262	0	8.2070382631124	0	6.04058534444293	0	8.81317406668271	0	5.67286056431761	0	8.4454492865574	0	class2	FALSE	none
ASV_128	4.04815517975273	0	5.68130961880414	0	5.75290327199115	0	7.42687970556282	0	5.38517849186583	0	7.05915492543751	0	class2	FALSE	none
ASV_129	3.00165889222363	2.60752822073796	3.45208609246523	1	0	0	0	0	1.85377555454874	1.04236148071368	2.44060366914005	1	class1	TRUE	class1
ASV_130	1.10860316972211	0.90308203013464	1.31685151432054	1	1.21108183900504	0.908794481367821	1.46656036153162	1	1.7970353228255	1.59108330196327	1.99696727930729	1	classmix	TRUE	classmix
ASV_131	1.7945502689804	1.6096224947885	1.98044237795797	1	-2.42762766475159	-2.54067541852873	0	0	0.423523379991297	0.0294139468358985	0.75999561661251	1	class1	TRUE	class1
ASV_132	0.728925099662936	0.569012903216547	0.890834133034319	1	1.36785072605624	1.18733106207292	1.54408608850311	1	1.30380835972915	1.12876269149061	1.46735345344448	1	class2	FALSE	none
ASV_133	2.91134729334658	2.50311709211206	3.34023308720776	1	0.792903593863476	-0.0955205258243015	1.65855870976905	0	2.44008183428042	1.83933978704443	2.9610401026349	1	class1	FALSE	none
ASV_134	5.31666650521623	0	8.2070382631124	0	7.30909666990644	0	10.6049335359108	0	0	0	0	0	class2	FALSE	none
ASV_135	2.02331777210774	1.80965581187312	2.24086564971183	1	0	0	0	0	0.455370526903532	-0.0489025736633739	0.834655558003605	0	class1	TRUE	class1
ASV_136	2.25916930289664	2.02088870483389	2.52252522646075	1	-0.901692126910932	-1.70181667737285	0	0	-0.0166539385408815	-0.843505056750036	0.555596289933448	0	class1	TRUE	class1
ASV_137	1.94799231525964	1.72390660447575	2.18727685883198	1	-0.377065633586466	-1.72254225144394	0.296866982028853	0	1.65310485908659	1.32515139711845	1.94530984502999	1	class1	FALSE	none
ASV_138	1.52200995555925	1.1740739064004	1.86446457162126	1	2.87536016095979	2.54635637366268	3.19230394928894	1	2.04810305145603	1.67035997392335	2.41484448833399	1	class2	TRUE	class2
ASV_139	1.49284393755991	1.24057262888386	1.77551580513438	1	1.92835422409946	1.6185242909757	2.24366342743395	1	1.89377389050268	1.61210971938366	2.18146739048597	1	class2	FALSE	none
ASV_140	1.15262741732179	0.897724110408508	1.40709093676457	1	2.090408416765	1.8221447039527	2.35789139996131	1	1.92628259188092	1.66244057064405	2.1782273355276	1	class2	FALSE	none
ASV_141	3.48408504146792	2.7517171477547	4.24917430868068	1	3.39707366447829	1.94519965771242	4.27706372866138	1	3.94563961622713	3.06024591647326	4.72894951831096	1	classmix	FALSE	none
ASV_142	1.15621262875923	1.01102658632867	1.28641345390703	1	0.613725723086773	0.359194560101633	0.839221401024232	1	0.302090409612499	0.0469582441631764	0.526141719081334	1	class1	TRUE	class1
ASV_143	3.62207078444183	0	5.69717012182179	0	6.0199660572402	0	8.00224385046639	0	5.65224127711488	0	7.63451907034107	0	class2	FALSE	none
ASV_144	1.16811053601241	0.895102256514485	1.43868557866284	1	2.08895708442243	1.80028686959775	2.36453554746333	1	2.2036584535414	1.95289052313365	2.45128548741584	1	classmix	FALSE	none
