EC	Final.Rep1.Class1	Final.Rep1.Class2	Final.Rep2.Class1	Final.Rep2.Class2	Final.Rep3.Class1	Final.Rep3.Class2	Final.Rep4.Class1	Final.Rep4.Class2	Starting.Class1	Starting.Class2	Starting.Class3	Starting.Class4	Starting.Class5
1.1.1.193	0.000925632456699946	0.00107031640096504	0.000917416931462267	0.00105842773785754	0.000907285640091158	0.00104725203581465	0.000925149076232839	0.00106932940846231	0.00092130845489664	0.000901993735303261	0.00102980504792593	0.000913864241735925	0.00101478666093205
1.1.1.2	7.77532954142546e-07	1.86191120974357e-08	5.59946808588557e-07	1.32797016957426e-09	2.94182902918063e-07	7.60654669749601e-09	4.40000617947832e-07	2.71931942130325e-07	2.16203643249813e-06	2.98346443935801e-07	1.09380264342071e-05	1.12900885098372e-06	2.44652102572777e-06
1.1.1.202	6.55021294831737e-06	7.38451789325812e-06	4.58006185223064e-06	8.50745964647683e-06	4.76968363993998e-06	1.24965155689979e-05	4.02735732672833e-06	8.4636235779145e-06	8.01391533420036e-06	5.56537066588071e-06	1.32029995330348e-05	1.18825432823936e-05	4.36289532734414e-07
1.1.1.203	0.000284518437270379	0.000220473155313924	0.00027366536951878	0.000209089885409987	0.000300352736433637	0.000214092825730414	0.000264230387567726	0.00019219811834035	0.000352412020184642	0.000452294344894936	0.000322633247091387	0.000360812048481375	0.000199102627815595
1.1.1.205	0.0010128773024	0.00131840069646545	0.000997569273712097	0.00126142064522037	0.00094889143683466	0.00129772014698861	0.00100484250709007	0.00129310494594941	0.000966772160320904	0.00115100912551034	0.00122388764547322	0.000961021453345428	0.00111255805463583
1.1.1.206	4.30772685488141e-05	1.59594446951921e-05	4.20038500215665e-05	1.83081382283034e-05	3.84745791755741e-05	1.61629934002453e-05	4.67487751444659e-05	1.55110385818562e-05	2.58195633853488e-05	1.3049668619253e-05	2.3704325393771e-05	3.5469613652961e-05	5.71634621477664e-06
1.1.1.21	6.17749432218632e-07	0	3.86736402215178e-07	0	5.85675773398972e-08	4.09570255570956e-07	5.35732631405095e-07	0	1.41233746053422e-07	1.08335698267571e-08	1.14863463418627e-06	1.11251059168543e-07	0
1.1.1.215	0.000548408917233132	0.000265630027243895	0.000536591356791651	0.000283265421111019	0.000600230606188681	0.000283616414875841	0.000561719829626642	0.00025306627660928	0.000631435341654958	0.000331106772043934	0.000272347533368313	0.000533427391248314	0.000129747126920477
1.1.1.216	6.38911939202111e-07	0	5.34748368240626e-07	0	6.98706584573383e-08	0	4.57671517259869e-07	3.23262686550681e-09	1.33882021599263e-07	1.19553003456618e-09	1.58851099937664e-07	1.03473988799708e-09	0
1.1.1.219	0.000162525591284774	6.60022480032402e-05	0.000154807473196562	7.9132604364317e-05	0.000161990019032762	8.48911620260725e-05	0.000149926676868452	5.12096715927713e-05	0.000149701508025188	0.000134227868972795	0.000156129189552798	0.000104693636375348	3.71226300947514e-05
1.1.1.22	0.00109500521455743	0.00114568943902812	0.00109223155168353	0.0011771683447055	0.00109997539251519	0.00121429693977887	0.0010992010788166	0.00116024827526562	0.00117627546514814	0.00137963816376304	0.00122394478022442	0.00107128146319927	0.00107228626152147
