EC	Final.Rep1.Class1	Final.Rep1.Class2	Final.Rep2.Class1	Final.Rep2.Class2	Final.Rep3.Class1	Final.Rep3.Class2	Final.Rep4.Class1	Final.Rep4.Class2	Starting.Class1	Starting.Class2	Starting.Class3	Starting.Class4	Starting.Class5
1.2.1.12	0.00147036006603876	0.00134611439256502	0.00144668079802567	0.00134656594883973	0.00150167595814535	0.00139040908236518	0.00144138127248367	0.00131764440189392	0.00155902355291068	0.00135261567482341	0.00151215877034782	0.00154951652477079	0.00194238122481765
1.2.1.16	0.00205320998972311	0.00192582827728319	0.00204451787266788	0.00182608721465825	0.00202923741364064	0.00170195729439763	0.00203363434050115	0.00183600715253792	0.00185475849117116	0.00165169322176458	0.0018930454720099	0.00207201659334905	0.000884580395075324
1.2.1.18	0.00111921887576102	0.00111751039261259	0.00111096819170136	0.00109971068437538	0.00115605889010459	0.00110061578086606	0.00112135373994386	0.00109225888350808	0.00135341508929031	0.00132835907374219	0.00125006567100769	0.00110594311560352	0.00120178099758987
1.2.1.19	0.000532709051502644	0.00017499869793505	0.000537604200004191	0.000175170977864856	0.000600864494467519	0.000171124768030438	0.000531850857616977	0.000150622406250845	0.000600570805716859	0.000363229277658741	0.000270602659866078	0.000574709555192586	0.000181103509813156
1.2.1.2	0.00214743488195511	0.00180565069830573	0.00216759670093219	0.00176383760390807	0.00228077567414297	0.00160579358059903	0.0021433363411171	0.00178012013997207	0.00202221218991979	0.00159479563481544	0.00162038331132287	0.00241307807524641	0.000734837543469651
1.2.1.20	0.001717969562042	0.0018430340290811	0.00171218626106837	0.00173561858211387	0.00164841574732767	0.00158988924181502	0.0017029586906067	0.00177352092218082	0.00150619504955926	0.0014361690834597	0.00173282606551458	0.00168422840691359	0.000778176516314317
1.2.1.21	0.000225245124606202	7.17186244646173e-05	0.000235898181670935	9.09742905024579e-05	0.000272203821281419	0.000105669708194879	0.000224978633990317	6.55624482804987e-05	0.000246116259179926	0.000309241697023128	0.000131498673312618	0.000268992478690471	6.45086592989674e-05
1.2.1.22	0.000225245124606202	7.17186244646173e-05	0.000235898181670935	9.09742905024579e-05	0.000272203821281419	0.000105669708194879	0.000224978633990317	6.55624482804987e-05	0.000246116259179926	0.000309241697023128	0.000131498673312618	0.000268992478690471	6.45086592989674e-05
1.2.1.24	0.000259255295741168	6.40083769880325e-05	0.000253052908556576	6.33226623997861e-05	0.000284240039058025	7.32542582360171e-05	0.000263623383230937	5.20387470227537e-05	0.000232338344023484	0.000128848094270418	0.000131148032251874	0.000332452859725056	8.04650280567597e-05
1.2.1.27	0.00111921887576102	0.00111751039261259	0.00111096819170136	0.00109971068437538	0.00115605889010459	0.00110061578086606	0.00112135373994386	0.00109225888350808	0.00135341508929031	0.00132835907374219	0.00125006567100769	0.00110594311560352	0.00120178099758987
1.2.1.28	0.000254193577515105	0.000125170023960103	0.000258444962711502	0.000117887843785353	0.000292810997552139	0.000114591620774741	0.000254653375914445	9.2137197021063e-05	0.000246431132418335	0.000165160101993815	0.00015169025974891	0.000290814559816211	9.54144663389977e-05
1.2.1.3	0.00165931574617334	0.00212487143002341	0.00165208407271501	0.00214608847535359	0.00155990258134416	0.00194795188644278	0.00161217204623375	0.00213300917922824	0.00154790964675195	0.00195502769813771	0.00198802037736488	0.00159000435192926	0.00221486617695424
1.2.1.32	3.09685333737914e-05	5.06452830138522e-05	2.2917794990295e-05	3.81944931474507e-05	2.06589106030375e-05	4.67984776122879e-05	2.53075492679497e-05	3.63858711857736e-05	1.8886225614641e-05	1.53829381140981e-05	4.66658047618432e-05	2.09358731471628e-05	5.90413011544875e-06
1.2.1.38	0.00101571529486535	0.00106763125271511	0.00100973711587126	0.0010624314131313	0.00101609814607224	0.00105891507499574	0.00100639653322887	0.00106549844763041	0.00106837894950377	0.000973327362814528	0.00101016529183542	0.000989134777427128	0.00106448912218338
1.2.1.39	0.000487287912812352	0.00017840527733057	0.000491527303876888	0.000172010136553983	0.000556245265080838	0.000181939741894516	0.000466874028116907	0.000135757246396106	0.00054504830621727	0.000397725657499154	0.000254881621435762	0.000572293212647093	0.000212465219253926
1.2.1.4	0.000588682279690627	0.00040571211410665	0.000547149224473738	0.000394491674238519	0.000575747819357428	0.000374622525486642	0.000552592513880399	0.000395655536876629	0.000651804582999484	0.000518998342889979	0.000635987553037586	0.000601529520238586	0.000308537061665021
1.2.1.41	0.000931317984236983	0.00102682817293917	0.00092002960259138	0.0010268739108889	0.000917165644125092	0.00102143232063131	0.000925738828834005	0.00104061626580555	0.000952898668501263	0.000900542862279136	0.00102002147420964	0.000906360112874197	0.000997760228367432
1.2.1.43	3.66059183974084e-08	7.83796300109905e-07	2.23531982364554e-08	4.35737989619767e-07	1.1333194958161e-08	2.11845147562205e-06	5.06421334635915e-08	9.49160018674779e-07	1.66423835323202e-07	1.75441282199553e-07	5.37698920044301e-06	3.20145486148511e-06	9.98461778457491e-08
1.2.1.46	0.000289481985721081	0.000112506220363949	0.00029077638062165	0.000103488842417941	0.000310749577027312	0.000112039922194835	0.00027448470650862	8.81439503337171e-05	0.000324143072189189	0.000233824037880283	0.000265042986498209	0.000309209378175998	0.000127922958845047
1.2.1.5	5.6084902709803e-09	0	3.48615442800367e-09	7.63974617582521e-08	1.0101533532245e-09	0	7.08081533800559e-09	3.06880414952331e-08	1.03499219663476e-08	3.57343889549004e-06	3.48327955209093e-07	1.64927729834644e-07	3.13967164228814e-08
1.2.1.54	0.000329899616536309	0.000121538164996132	0.000317671974219959	9.69242753085875e-05	0.000367430204575711	0.000115263418861482	0.000321259739996671	9.33863331609228e-05	0.000422238010395715	0.000266835181389409	0.000272281701206642	0.000412535568720524	0.000166306533476482
1.2.1.58	8.49122512778379e-10	0	0	0	0	0	0	0	6.39343576326612e-09	0	0	6.28432885038094e-07	0
1.2.1.59	6.59033459462837e-07	1.36115501572652e-06	5.3805251014117e-07	1.19019604210472e-06	3.91654065167816e-07	8.57585598731009e-07	2.38925388998163e-06	8.98787389179266e-07	5.21544855053431e-07	2.17141324123068e-06	2.09041583680542e-06	4.79037549609627e-07	1.62033098859134e-06
1.2.1.60	0.000244813631601581	0.000129181723465646	0.000251481357717396	0.00012698989793059	0.000283221182726338	0.000109715537901046	0.000239905055088486	0.000113452460905777	0.000242274983265299	0.000177814203397338	7.39199701445374e-05	0.000286572712228086	7.61998064381671e-05
1.2.1.68	0.000396299385573456	0.000333350250512087	0.000387510822660933	0.000321753224268453	0.000417802278032893	0.000312270260027578	0.000389657541530119	0.000331005751737269	0.000440874508186405	0.000314479570690744	0.000359172758132531	0.000439928115250104	0.000157868328206809
1.2.1.70	0.00073800750195315	0.00081747576214286	0.000718622292236929	0.000803549222293005	0.000746624192013091	0.000842757945673488	0.000728587986525306	0.000791217491276904	0.000789127335432909	0.000706068123535323	0.000780451864401121	0.000786349777480139	0.000938482116903695
1.2.1.71	0.000619679338150226	0.000216932794832437	0.000615609463441442	0.000233272369976799	0.000690113976066999	0.000235212939876097	0.000632178443723278	0.000217114796085913	0.000737889324832331	0.000470643724693352	0.000348049511296563	0.000636468083543063	0.000189141885744835
1.2.1.72	0.000517572214617878	0.000101085486708744	0.00052649251915692	0.000103871665002307	0.000602145464982754	0.000125043657902648	0.000530536414082486	8.5124971723161e-05	0.000625482292129169	0.000344174713121904	0.000219165218038413	0.000541333189120711	0.000155770578945208
1.2.1.75	4.16294840181603e-08	3.4047902690986e-06	6.01919156606135e-08	1.06301364670277e-06	7.54593111424048e-08	8.3360960801923e-07	3.20427295287588e-07	1.11003922809719e-06	2.96275369630021e-09	0	9.97370040978776e-08	3.46952497313491e-09	9.66392646836188e-08
1.2.1.76	0	0	0	1.78129090219861e-08	0	2.97440785297652e-08	0	0	2.57731331891205e-10	1.23035911070766e-08	0	1.34148743646299e-09	4.14903664336534e-09
1.2.1.77	9.18778695777787e-07	9.92759388093721e-06	2.717225820322e-07	6.43504879252357e-06	3.10003658911859e-07	8.24471153045268e-06	4.07544708139597e-07	6.93777139384241e-06	9.94198831711612e-07	2.5405194875909e-07	7.96020861198789e-06	1.42135026023874e-06	2.38159434398875e-07
1.2.1.79	0.001717969562042	0.0018430340290811	0.00171218626106837	0.00173561858211387	0.00164841574732767	0.00158988924181502	0.0017029586906067	0.00177352092218082	0.00150619504955926	0.0014361690834597	0.00173282606551458	0.00168422840691359	0.000778176516314317
1.2.1.8	0.00083542206094417	0.000521741105243107	0.00084189962482016	0.000527804146885228	0.000883998806307742	0.000505174900206144	0.000834160719370379	0.000504595541443704	0.000929322346827397	0.000712963725393656	0.000623803112409929	0.00085814124296179	0.000443605107580201
1.2.1.80	3.92958028198522e-07	1.21323436570322e-06	1.00897487037224e-07	1.19019604210472e-06	4.68978014994533e-08	5.6590207902304e-07	2.04867632247084e-06	8.76180138342688e-07	1.30393490442446e-07	1.99828954577898e-06	1.14331559239415e-06	8.68803493058245e-08	1.98453131407931e-07
1.2.1.81	2.05181544904583e-07	4.90749900831473e-07	1.50369783008474e-07	1.54699666400248e-06	1.8527424256437e-07	2.65281628109061e-07	3.52891371536611e-07	1.75733940593389e-06	1.04672999165131e-06	9.16347697249926e-07	9.76643246410111e-07	1.36813571678842e-06	6.33245026443743e-08
1.2.1.85	3.09685333737914e-05	5.06452830138522e-05	2.2917794990295e-05	3.81944931474507e-05	2.06589106030375e-05	4.67984776122879e-05	2.53075492679497e-05	3.63858711857736e-05	1.8886225614641e-05	1.53829381140981e-05	4.66658047618432e-05	2.09358731471628e-05	5.90413011544875e-06
1.2.1.87	5.07794287774896e-05	4.99549302294047e-05	4.1204426057047e-05	3.36223148825528e-05	5.06943229725357e-05	4.54271888502058e-05	3.73179977847736e-05	3.29029627350907e-05	8.81068776142503e-05	3.48031398256839e-05	4.80283236201549e-05	8.19490270519505e-05	3.8711087728289e-05
1.2.1.88	0.000909929449472346	0.000987291160640341	0.000899606783415047	0.000963801951767691	0.00089570341489125	0.000929293854831945	0.000912198682991398	0.000991283834793455	0.000894151827426998	0.000709327699175451	0.000878749708370016	0.000877175857617621	0.000955394508595433
1.2.1.9	0.000285994701621097	8.13704698286613e-05	0.000287152045076101	7.33516314867759e-05	0.000342648092798187	7.94330420270931e-05	0.000268657364584604	5.38559525903687e-05	0.000417095126040719	0.000272880015265791	0.00018373810356413	0.000323961926789542	0.000148444816609258
1.2.1.91	0.000210714768186982	0.000140425354081798	0.000209880032781616	0.000141811038676503	0.00021896386336713	0.000136055293498736	0.000212173072374348	0.000134752262367592	0.000157714077218772	0.000130465896149968	0.000186330841714999	0.000275338366805454	5.79149863185057e-05
1.2.3.3	3.61591563201615e-05	2.08940425807442e-05	3.09596722499351e-05	1.35932810283125e-05	3.13759987012405e-05	1.68750816524369e-05	3.63478922826137e-05	1.73983607683967e-05	4.69842568857069e-05	4.33085471461902e-05	2.04134876653082e-05	9.72051762148971e-06	3.39186611032701e-05
1.2.4.1	0.00208923355470391	0.00250742168935272	0.00205186632453016	0.00246220855972335	0.00200689922264027	0.00238602438117873	0.00203720358260994	0.0025122088721443	0.00200872054142314	0.00219488826537347	0.0024159143602843	0.00201307133722646	0.0024837048366675
1.2.4.2	0.000912394293714123	0.000975240594352646	0.000902029694782452	0.000951937090565166	0.000898540996415426	0.000932355985228505	0.00091197058784995	0.000972373858137936	0.000888865779552552	0.000864236345213418	0.000917132906283703	0.000876668304213537	0.000380110238836051
1.2.4.4	0.000719673447330101	0.0006517146252623	0.000722754700376697	0.000680225562615662	0.00070171406635885	0.000721683878593138	0.000710386593970442	0.000626522518197527	0.000789926387174602	0.000964247330977954	0.0008492884065857	0.000617914906224248	0.00152507937800953
1.2.5.1	0.000411044786575288	0.000261335803064653	0.000414298010537049	0.000252892686852394	0.000409386419862592	0.000269436673690593	0.000415143584115405	0.00025841210025359	0.000300744661619595	0.000302997988920842	0.0003037610374807	0.000427945075954951	0.000249969199267863
1.2.7.1	0.000318521121356921	0.000265130275357985	0.000352424792548227	0.000333651181169107	0.000362508242842633	0.000466174614149694	0.000341335991710384	0.000285611006161051	0.000405842751440411	0.000811723083029248	0.000354279467309153	0.000347633996854368	0.00127154044748019
1.2.7.11	0.000120413794595785	0.000279004464789274	0.000113154892817227	0.000293366570052625	9.31086635217901e-05	0.000315326537314005	0.000112132069425857	0.000263177571160928	0.000117243195888476	0.000138531306630256	0.000397668141554931	0.000145825203668097	0.00136996647514657
1.2.7.3	0.000128613827280565	0.000283169078217167	0.00012258070728148	0.000297705566620771	9.84477566965787e-05	0.000322156230703018	0.000120040657978784	0.000267766641969036	0.000126725372074079	0.000145127913535194	0.000483413575449341	0.000169055338667825	0.00138220268683182
1.2.7.4	3.34915314172952e-08	3.44219427262758e-07	9.49250481038202e-08	3.66031489605224e-07	2.66045847699838e-08	1.36291015507133e-07	3.97648098660984e-08	8.39019917544488e-07	2.86054660241899e-06	1.65988449041392e-06	8.63264194651167e-06	3.9491713149105e-06	1.19801478063925e-06
1.2.7.5	8.62871601691004e-07	1.18948699172926e-05	2.28289834991636e-07	6.79466227585597e-06	1.8754012697751e-07	1.05787299708373e-05	3.20116269173741e-07	7.56034944827521e-06	6.49256799626928e-07	4.87692816100461e-07	1.69421240727188e-05	1.02608721007724e-05	5.1367789089161e-07
1.2.7.8	0.000243363102670683	0.000584944820239354	0.000235851953955676	0.000578728645890543	0.000201279764811377	0.000544532611980155	0.000228138709869972	0.0006044595273942	0.000189188488325213	0.000535713527944253	0.000471978441546281	0.000331673164472524	0.000120004805149854
1.2.98.1	3.87765664178695e-07	3.7579241096485e-07	2.77357848130206e-07	2.08040110636913e-07	4.28800599989807e-08	5.23219882323194e-07	4.29303513029936e-07	1.65353039004921e-06	7.90348526712014e-08	1.14573222152105e-07	6.98693093934896e-07	6.30479296970006e-08	1.78801140114973e-07
1.2.99.2	0.000414451702333068	0.00125911856498907	0.000473236300515391	0.00131912289584569	0.000302711236264604	0.0010695801297601	0.000454601462792694	0.00136574071484828	0.000196918704091188	0.000395606630691467	0.000583187783057938	0.000292301788263791	0.00016118874036573
1.2.99.5	1.33183545640513e-05	1.11885568949781e-05	9.61095149297603e-06	3.05903069064528e-05	9.91970421859416e-06	4.190335389248e-05	1.60325355479767e-05	1.26050984482388e-05	2.88542514874737e-06	7.91649677195282e-06	6.38927937533318e-05	2.67230600322669e-05	2.42327717267751e-06
1.2.99.7	0	0	0	0	0	0	0	0	2.1236272567902e-09	0	2.10100951359879e-07	1.15636134036985e-07	0
1.20.1.1	9.44050424493216e-09	8.09321766964684e-07	6.70426858382968e-08	6.50786063346207e-07	3.46635964337759e-09	2.43840244891166e-07	5.71949395164407e-08	5.5283210050373e-07	1.1637407695114e-08	9.14500099446627e-10	1.14230538181251e-07	2.8194236363284e-09	0
1.20.4.1	0.0015093607233487	0.00184447501151231	0.00152744057214964	0.00182104706820856	0.00148301882618668	0.00182007157884897	0.00151166882915088	0.00186176289018923	0.00141230076380366	0.00174163184886578	0.00200824868307912	0.00160417372379629	0.00121534800314404
1.20.4.3	4.143175170392e-05	0.000123273069280621	4.18962711080547e-05	9.58411520572428e-05	2.47448204746045e-05	0.000118441993849313	4.1890931413171e-05	0.000104708982823902	2.18594657187963e-05	5.2272678839457e-05	0.000110250839982559	2.68962285803424e-05	6.66395750884533e-05
1.20.9.1	2.77498980102268e-08	8.69342477729787e-08	6.20506484359348e-08	0	2.40052042919133e-08	2.89716853464e-07	9.09680551913503e-10	0	5.14105809881784e-08	6.80533873185144e-08	7.77149107291787e-07	4.1343072884601e-08	0
1.21.4.1	0	0	1.3550133345437e-10	7.8418266738135e-08	2.25184046317756e-10	4.43091969922387e-07	8.55545465443129e-09	3.00864081833993e-07	2.13141657672551e-08	1.76150592541468e-09	2.18033009776776e-06	2.4323622628915e-08	4.80418489823327e-08
1.21.4.2	1.42367514172992e-07	1.75487282439297e-06	1.6782741270723e-08	6.30539728266913e-07	2.22246064153072e-08	6.06015312366289e-06	9.6448153281329e-09	3.87881398342168e-07	2.83647430576694e-07	7.98923159916929e-08	2.65350933365013e-05	2.89560391515573e-07	1.70650825309869e-07
1.21.4.4	4.84349076339312e-10	1.99855114277382e-07	9.01547584454032e-10	2.16041361552836e-07	0	4.50422998067042e-07	1.71109093088626e-09	6.19246841725206e-08	5.79241387386208e-09	1.36730368443614e-08	1.20940632043997e-06	9.38654311248821e-09	1.0366468860982e-08
1.21.98.1	4.82470494663259e-05	0.000108685363746616	4.60862836765677e-05	0.000136166473257636	3.14853273899455e-05	0.000184804931111657	3.89838052615038e-05	0.000115737800909641	5.19693608798998e-05	0.000219298363319025	0.00016909388806667	5.44043312131134e-05	0.000666745546956743
1.3.1.1	0.000252526376236776	0.000252662273137091	0.000259944604326351	0.000257580602960268	0.000266230621226257	0.000275972702612239	0.000252311329439924	0.000247008463080829	0.000314933759262477	0.000395653362224522	0.000323031910105838	0.000278147876742214	0.00012764408802009
1.3.1.10	0.000910413613365661	0.00117040634943748	0.000919986661285441	0.00117092760819327	0.000863250882241426	0.00108273050502269	0.000913329857429354	0.0012123780508903	0.000879525284107535	0.000802247491614675	0.000965896378151344	0.000876157099681643	0.000965306334607438
1.3.1.101	0	0	0	0	5.36992563990885e-09	0	0	0	3.40023074878299e-09	1.09108962235995e-08	4.92196724612924e-07	2.51931702986078e-08	0
1.3.1.104	4.65363582573357e-06	1.53566887839855e-05	9.75864830369135e-07	1.03303469070668e-05	4.3290773123572e-07	1.23403796790281e-05	1.17768346973351e-06	7.4977300548137e-06	4.01816273994765e-07	1.39218953071544e-06	7.02747583206964e-06	2.4088980641062e-07	3.36909374813735e-07
1.3.1.106	0.000413414421055447	0.000297617447807182	0.000425260116412978	0.000308712917790432	0.000427261578096949	0.000291549233461932	0.000412235297948575	0.000300768827006585	0.000432113499019974	0.000570962545763796	0.000372564812454486	0.000404584085024746	0.000222039740508491
1.3.1.12	0.000663260433770187	0.000955679892702615	0.000669148394469417	0.000940290785498964	0.000622387338258357	0.000922037066181002	0.00067810718625187	0.000967439125452677	0.000596305366518749	0.000667828495859683	0.0008011525127761	0.000594657898576354	0.000868869475757292
1.3.1.13	3.67083991629044e-05	2.8067020921186e-06	2.72612402823758e-05	2.83306838789967e-06	2.43218792416581e-05	2.81210315254018e-06	2.88956181215257e-05	1.04132948509177e-06	1.15757019211068e-05	1.09020066577841e-05	2.52214102234426e-06	1.37679847072953e-05	6.00216895910993e-07
1.3.1.14	1.55095034723337e-05	0.000123118264113243	1.66989549014146e-05	0.000138333031042069	5.20628504728134e-06	0.000189734950382347	7.31556975768251e-06	0.000125700626404544	2.74929507632272e-05	0.000185052215038516	0.000158857772604067	3.97056073519554e-05	0.000631198381668615
1.3.1.24	3.92958028198522e-07	1.21323436570322e-06	1.00897487037224e-07	1.19019604210472e-06	4.68978014994533e-08	5.6590207902304e-07	2.04867632247084e-06	8.76180138342688e-07	1.30393490442446e-07	1.99828954577898e-06	1.14331559239415e-06	8.68803493058245e-08	1.98453131407931e-07
1.3.1.25	0.000231839745955555	7.80961856603608e-05	0.000228675195324501	8.80554287207087e-05	0.000263144706257274	9.8988404967779e-05	0.000218738899002545	7.76123895696279e-05	0.000308536442112535	0.000223048847565768	0.000180429341178171	0.000290055621870627	0.000126038106688113
1.3.1.28	0.000165857082912236	4.11778007120169e-05	0.000169430781715815	5.15266380995158e-05	0.000187796325104324	5.07203851194993e-05	0.000168825395029837	4.37739998298078e-05	0.000119761784622742	9.66616260496095e-05	8.96914828794053e-05	0.000223990856448533	6.45846722768741e-05
1.3.1.31	7.47660756252022e-08	7.66134866832417e-08	4.83663761603389e-08	3.11821721201636e-08	4.95860847919253e-08	4.24165676081807e-08	5.14121279229263e-08	4.3629741356633e-07	2.85002762038791e-06	1.3859439008392e-06	3.54828379261908e-06	2.13708467120708e-06	9.94474052390699e-07
1.3.1.32	5.41839491926636e-05	5.41320154386747e-05	6.2809191128143e-05	5.41005236046464e-05	4.05633141211768e-05	3.59138961080691e-05	5.34449308606805e-05	5.46851243175105e-05	2.52868088782701e-05	4.73386448815122e-05	1.97627147527421e-05	4.37488532768953e-05	1.81748253711427e-06
1.3.1.33	3.95205857128133e-07	1.52719632300336e-06	1.0198310716549e-07	1.25486578604436e-06	4.68978014994533e-08	5.74569827290497e-07	2.06006413890896e-06	1.11025311310331e-06	1.30731696956275e-07	1.99828954577898e-06	1.14331559239415e-06	8.68803493058245e-08	1.98453131407931e-07
1.3.1.34	0.000589020006682101	0.000234815348610926	0.000590279066645492	0.000254652737778483	0.000661788845221904	0.000256965575245351	0.000606039586773915	0.00022918563089422	0.000680472109561493	0.000415138776607908	0.000362126308225541	0.000643863363707847	0.00021289470604587
1.3.1.43	0.000170678500391715	0.000222204833259409	0.000184594306866163	0.000235251814718618	0.000146582558541184	0.000190313485059051	0.000179054472798299	0.000260846841569264	0.000112667288844523	0.000166062623564198	0.000168301508646589	0.000105324347805466	3.44438244059929e-05
1.3.1.44	0.00014146467685239	0.000147582504933319	0.000143131820641559	0.000157241227046474	0.000137923342880971	0.000221498244756968	0.000140939576588882	0.000138293064035648	0.000129870681861895	0.000412742298217456	0.00025560181899133	0.000160336027725495	8.85677976081182e-05
1.3.1.45	1.38985354494218e-06	4.16424889633332e-06	4.24251401463883e-07	3.05348216480312e-06	1.1899027426144e-07	3.42727035783984e-06	3.19771809675477e-07	4.67352436212872e-06	1.97676523653803e-06	1.67038821734227e-06	1.24870921790316e-05	4.77174067571641e-06	1.20913734531658e-06
1.3.1.53	1.68403887886266e-09	1.76002696895416e-07	0	0	0	3.33465937258033e-08	0	1.14618932459524e-07	3.99953022711958e-09	0	0	0	7.82398766582427e-09
1.3.1.54	0.000413414421055447	0.000297617447807182	0.000425260116412978	0.000308712917790432	0.000427261578096949	0.000291549233461932	0.000412235297948575	0.000300768827006585	0.000432113499019974	0.000570962545763796	0.000372564812454486	0.000404584085024746	0.000222039740508491
1.3.1.64	4.25336342193649e-09	3.16346325677617e-08	1.96619163979436e-08	9.32862810354484e-08	1.9672755414884e-09	1.86467278743522e-10	7.30171265392337e-09	1.0699130382349e-07	3.52980554858566e-08	3.64170698702866e-09	3.0812699500253e-10	9.62529328619805e-09	0
1.3.1.74	1.83214813741744e-05	3.56871827425715e-05	1.49065240001137e-05	2.57713866336383e-05	1.01767581768532e-05	2.93222934318165e-05	1.45675959454271e-05	2.36893012478522e-05	1.17462680410608e-05	1.48866104048729e-05	3.46749969000243e-05	1.68466244994263e-05	3.17270862290538e-06
1.3.1.75	5.8859261489839e-07	3.89544145886129e-06	8.01161316572926e-07	1.38352515759457e-06	6.5219776502712e-07	1.45469441041775e-06	9.90978504773756e-07	1.36109841322766e-06	3.22484857067279e-07	1.94412219723445e-07	5.66475268163537e-06	2.41046046435034e-06	9.787463115717e-08
1.3.1.76	0.00103177156550109	0.000729658092022782	0.00106577065273183	0.000760448728599897	0.00107104679615185	0.000789113757726147	0.00105325883442482	0.000755150748336122	0.00099572224874833	0.000932376268771366	0.0007747380869337	0.00103051099201136	0.00100439481014202
1.3.1.78	3.92958028198522e-07	1.21323436570322e-06	1.00897487037224e-07	1.19019604210472e-06	4.68978014994533e-08	5.6590207902304e-07	2.04867632247084e-06	8.76180138342688e-07	1.30393490442446e-07	1.99828954577898e-06	1.14331559239415e-06	8.68803493058245e-08	1.98453131407931e-07
1.3.1.83	9.42092113667873e-06	7.48619917734625e-06	1.14409941165152e-05	9.11577989013819e-06	7.26830325816922e-06	5.50843105162302e-06	1.21144600537783e-05	8.14570351326711e-06	1.02209590044877e-06	4.42753974285918e-06	7.36953882995244e-06	3.13664679683411e-06	5.90500104409319e-07
1.3.1.84	4.16294840181603e-08	3.4047902690986e-06	6.01919156606135e-08	1.06301364670277e-06	7.54593111424048e-08	8.3360960801923e-07	3.20427295287588e-07	1.11003922809719e-06	2.96275369630021e-09	0	9.97370040978776e-08	3.46952497313491e-09	9.66392646836188e-08
1.3.1.85	2.11986760918335e-05	3.72891260509035e-05	2.64217990884877e-05	4.25090331718661e-05	1.68131128394915e-05	3.1391555896716e-05	2.75176366567196e-05	5.0121755009324e-05	5.71838122691573e-06	1.98484127165669e-05	3.86498537316527e-05	1.18632861670259e-05	5.3908434655665e-06
1.3.1.86	4.69864324787896e-06	2.33035427062648e-05	1.76270977995518e-06	2.26053946869753e-05	3.47788957304722e-06	1.31184616952113e-05	3.48359382359154e-06	1.41560588974679e-05	1.65307032218426e-06	2.27714884909418e-05	4.17776451216089e-05	8.68200740540449e-06	7.40098856029972e-05
1.3.1.87	5.41994196281155e-06	6.91879377233936e-06	4.16417105580909e-06	8.76688965633137e-06	4.72065356545505e-06	1.13684724870107e-05	3.98809498076097e-06	8.67403668419327e-06	7.74668943421759e-06	5.44735107023238e-06	9.48049416896518e-06	1.02998758762206e-05	3.84319844827971e-07
1.3.1.9	0.00133026349889652	0.00163101528489885	0.00133444668787852	0.00165375970478469	0.00127133258990057	0.00166227912471019	0.00132419170981669	0.00169070620514984	0.00122299480184788	0.00154562118563743	0.00145592208011169	0.0013298570025184	0.00177752549693785
1.3.1.98	0.000914948017725685	0.00103683773692935	0.000902911667992126	0.00102499669402122	0.000894068796235923	0.00102887047414102	0.000910518500083536	0.00104076571466152	0.000910373847227304	0.000884603896625978	0.00098455747367143	0.00089844995035304	0.000980306067619654
1.3.3.11	0.000344318358591503	0.000183513310733168	0.000335166461809346	0.000171032017521408	0.000388252128771599	0.000191459842360633	0.000320129595060326	0.000149044296125678	0.000480900753599531	0.00031769206207163	0.000329351269081244	0.00037737928953949	0.000194108705986117
1.3.3.3	0.000842827316798503	0.000734381408769315	0.00083461468612706	0.000742430750079787	0.000854219752827522	0.000676239295244245	0.000849473504383175	0.000767079767664823	0.000832927739973103	0.000630951519740484	0.000677178630769782	0.000812743903017818	0.00025425256269495
1.3.3.4	6.86408668434949e-05	0.000336836511243185	7.89014652770034e-05	0.00031670431487522	4.14371688365903e-05	0.000393803195494385	6.52541056950868e-05	0.000299098561384691	6.38077549090982e-05	0.000260004581833392	0.000342273012739584	7.32180424698078e-05	0.000746919059063031
1.3.3.5	2.05113806412921e-06	1.91250681719245e-05	1.03605887964517e-06	1.59887620142415e-05	1.29453118987672e-06	1.4222135716189e-05	1.59351631472672e-06	1.44007553846426e-05	2.12780452128318e-06	1.77789099072344e-05	2.40483930235233e-05	2.7337461456246e-06	9.65593289958652e-07
1.3.3.6	4.57672723364525e-05	0.000113252292633483	3.8993054999988e-05	9.8515225937853e-05	2.38952165280075e-05	0.000102607945925736	4.18619463027815e-05	0.00010687629866704	2.10594450562355e-05	7.09234721021146e-05	0.000113074273788077	2.46942434707518e-05	7.92087371207903e-05
1.3.5.1	0.0018556441928221	0.00208906361754527	0.00182985177585775	0.00207850757946492	0.00180947992849108	0.00207426016539584	0.00184559407900012	0.00209863322854928	0.00182802181749356	0.0018450312169524	0.00207356497925597	0.00182974225673645	0.00211911958269724
1.3.5.2	0.00089928404855933	0.00099893401683849	0.00089698061376012	0.000998875167444169	0.000888315225711484	0.000992549910003959	0.000903110322078218	0.00101342185435269	0.000893392767659339	0.000871430058122363	0.000916452210258748	0.000870828632525654	0.000947333700280102
1.3.5.3	0.000305469608173986	0.00013970550033988	0.000326534831113442	0.000166302234162363	0.000353847338020143	0.000213204196498977	0.00032831143453011	0.000140786267042766	0.000347719198971023	0.000329483602134999	0.000227675544812435	0.000302466894124217	6.66723038126909e-05
1.3.5.4	0.00264208056534726	0.0023947915819111	0.00265247783756534	0.0024147313968007	0.00270761743667132	0.00249755112442273	0.00268308009995573	0.00239226693090836	0.0026421109173868	0.0025792731495826	0.00250332434922325	0.00263273178096528	0.00234412412778146
