1	2
ASV_1	48.5822489336526	48.5822489336526
ASV_2	47.1806704505839	47.1806704505839
ASV_3	45.2476927256128	45.2476927256128
ASV_4	52.8905836481554	52.8905836481554
ASV_5	48.419737106635	48.419737106635
ASV_6	49.7637781035404	49.7637781035404
ASV_7	53.2303016715008	53.2303016715008
ASV_8	46.7357408235042	46.7357408235042
ASV_9	38.8605467371052	38.8605467371052
ASV_10	55.2978630589157	55.2978630589157
ASV_11	42.3017445139694	42.3017445139694
ASV_13	36.8589172031139	36.8589172031139
ASV_14	53.7135784696576	53.7135784696576
ASV_15	49.8322511466092	49.8322511466092
ASV_16	62.9298527247363	62.9298527247363
ASV_17	43.3468503921306	43.3468503921306
ASV_18	49.6478013823848	49.6478013823848
ASV_19	46.7559776670679	46.7559776670679
ASV_20	5.76680150060155	5.76680150060155
ASV_21	33.0744113193294	33.0744113193294
ASV_22	43.8956058145342	43.8956058145342
ASV_23	35.7096181411657	35.7096181411657
ASV_24	26.3817054075354	26.3817054075354
ASV_25	58.1821286104824	58.1821286104824
ASV_26	43.5071473728347	43.5071473728347
ASV_27	42.1038932981572	42.1038932981572
ASV_28	5.82498179938971	5.82498179938971
ASV_29	47.3828760529164	47.3828760529164
ASV_30	36.6060649822154	36.6060649822154
ASV_31	44.5489638231024	44.5489638231024
ASV_32	33.4303598198342	33.4303598198342
ASV_33	32.8362794949086	32.8362794949086
ASV_34	56.3235010376441	56.3235010376441
ASV_35	33.6270860403288	33.6270860403288
ASV_36	11.7840153397237	11.7840153397237
ASV_37	41.4492583165229	41.4492583165229
ASV_38	39.407085515973	39.407085515973
ASV_39	34.4475817472327	34.4475817472327
ASV_40	32.1272905251351	32.1272905251351
ASV_41	36.0259396901551	36.0259396901551
ASV_42	45.8912633315957	45.8912633315957
ASV_43	44.7091615067864	44.7091615067864
ASV_44	2.68034187062346	2.68034187062346
ASV_45	49.4600026799593	49.4600026799593
ASV_46	34.3029292334596	34.3029292334596
ASV_47	33.2950159337276	33.2950159337276
ASV_48	36.6312988608324	36.6312988608324
ASV_49	18.8697934551898	18.8697934551898
ASV_50	6.33561709732154	6.33561709732154
ASV_51	44.0245369316131	44.0245369316131
ASV_52	23.4132218234365	23.4132218234365
ASV_53	36.1897635915633	36.1897635915633
ASV_54	44.1917049132127	44.1917049132127
ASV_55	28.6821355173347	28.6821355173347
ASV_56	39.5314272156344	39.5314272156344
ASV_57	5.6273028438466	5.6273028438466
ASV_59	32.4114586023499	32.4114586023499
ASV_60	38.7672223161953	38.7672223161953
ASV_61	68.1346759807629	68.1346759807629
ASV_62	32.1227952905302	32.1227952905302
ASV_63	4.03280081093595	4.03280081093595
ASV_64	43.4557491715431	43.4557491715431
ASV_65	1.59515200893795	1.59515200893795
ASV_66	32.976212406966	32.976212406966
ASV_67	21.6927542420862	21.6927542420862
ASV_68	1.52524305913251	1.52524305913251
ASV_69	29.188662827825	29.188662827825
ASV_70	21.2092449867712	21.2092449867712
ASV_71	12.5166270962014	12.5166270962014
ASV_72	30.8749593972639	30.8749593972639
ASV_73	12.894628480535	12.894628480535
ASV_74	21.6932279535619	21.6932279535619
ASV_75	32.1779905964342	32.1779905964342
ASV_76	24.1690677127136	24.1690677127136
ASV_78	32.3555894023499	32.3555894023499
ASV_79	25.02617216361	25.02617216361
ASV_80	34.8987815996548	34.8987815996548
ASV_81	33.7546806152087	33.7546806152087
ASV_82	48.2571754366907	48.2571754366907
ASV_83	19.5349297110858	19.5349297110858
ASV_84	33.5201855905429	33.5201855905429
ASV_85	43.635406052817	43.635406052817
ASV_86	24.636037807562	24.636037807562
ASV_87	25.879880519096	25.879880519096
ASV_88	28.5825044455603	28.5825044455603
ASV_89	49.9150173078531	49.9150173078531
ASV_90	30.9972876835883	30.9972876835883
ASV_91	26.2794993759878	26.2794993759878
ASV_93	48.5072724249657	48.5072724249657
ASV_94	31.8599372903475	31.8599372903475
ASV_95	18.8886314394205	18.8886314394205
ASV_96	30.6881246501255	30.6881246501255
ASV_97	63.4013392877898	63.4013392877898
ASV_98	13.6010098819422	13.6010098819422
ASV_99	27.9244738242452	27.9244738242452
ASV_100	14.124852369034	14.124852369034
ASV_101	26.8704652650595	26.8704652650595
ASV_102	4.73893480492679	4.73893480492679
ASV_103	13.7075001301843	13.7075001301843
ASV_104	20.8417993840865	20.8417993840865
ASV_105	30.3195703895603	30.3195703895603
ASV_106	25.5580585471697	25.5580585471697
ASV_107	43.1305617452587	43.1305617452587
ASV_108	23.9442660443038	23.9442660443038
ASV_109	5.6859794711489	5.6859794711489
ASV_110	2.03571158690335	2.03571158690335
ASV_112	25.0271697274661	25.0271697274661
ASV_113	23.8053414688698	23.8053414688698
ASV_114	29.4747448693504	29.4747448693504
ASV_115	15.0981478077258	15.0981478077258
ASV_116	38.786763239873	38.786763239873
ASV_117	18.5236546893042	18.5236546893042
ASV_118	19.3188972203437	19.3188972203437
ASV_119	24.8794595529212	24.8794595529212
ASV_120	32.2850479586481	32.2850479586481
ASV_121	30.2543849743838	30.2543849743838
ASV_122	3.33125530833264	3.33125530833264
ASV_123	7.43198592058351	7.43198592058351
ASV_124	42.8359313488916	42.8359313488916
ASV_125	49.2255606562683	49.2255606562683
ASV_126	34.0551085659972	34.0551085659972
ASV_127	12.903655500079	12.903655500079
ASV_128	47.924254222103	47.924254222103
ASV_129	7.20606899336477	7.20606899336477
ASV_130	18.0675707077063	18.0675707077063
ASV_131	44.8242898178158	44.8242898178158
ASV_132	9.19196770690917	9.19196770690917
ASV_133	41.1363256143206	41.1363256143206
ASV_134	31.1781154776747	31.1781154776747
ASV_135	27.8799413665641	27.8799413665641
ASV_136	25.273009608696	25.273009608696
ASV_137	21.4218649430373	21.4218649430373
ASV_138	16.6409584767751	16.6409584767751
ASV_139	42.6236560844614	42.6236560844614
ASV_140	1.96407259230253	1.96407259230253
ASV_141	23.3157285400645	23.3157285400645
ASV_142	25.5106976690645	25.5106976690645
ASV_143	25.2372307917293	25.2372307917293
ASV_144	35.5406470020979	35.5406470020979
ASV_145	12.2309829783665	12.2309829783665
ASV_146	3.39835288035654	3.39835288035654
ASV_148	49.6815212195972	49.6815212195972
ASV_149	30.5977981274349	30.5977981274349
ASV_150	16.240451064212	16.240451064212
ASV_152	35.7845619769031	35.7845619769031
ASV_153	22.350737550298	22.350737550298
ASV_154	24.1558650884245	24.1558650884245
ASV_155	13.4925212784279	13.4925212784279
ASV_156	4.07925907073716	4.07925907073716
ASV_157	38.5396457509659	38.5396457509659
ASV_158	19.7773287822329	19.7773287822329
ASV_159	3.81409224190349	3.81409224190349
ASV_161	17.5200072053766	17.5200072053766
ASV_162	25.0845131904055	25.0845131904055
ASV_163	29.6607626315119	29.6607626315119
ASV_164	35.9117615568261	35.9117615568261
ASV_165	27.6525141164425	27.6525141164425
ASV_166	38.7047438264405	38.7047438264405
ASV_167	19.9172230682806	19.9172230682806
ASV_168	15.5222313494693	15.5222313494693
ASV_169	40.7373126923193	40.7373126923193
ASV_170	26.5981388651665	26.5981388651665
ASV_171	3.89553698358311	3.89553698358311
ASV_172	4.28694354280759	4.28694354280759
ASV_173	23.1398325453612	23.1398325453612
ASV_174	18.7420062838942	18.7420062838942
ASV_175	33.6043599660639	33.6043599660639
ASV_176	16.2311748654566	16.2311748654566
ASV_177	23.9422780714679	23.9422780714679
ASV_178	14.4002678065265	14.4002678065265
ASV_179	40.8849581923511	40.8849581923511
ASV_180	3.36298691490849	3.36298691490849
ASV_181	8.41063414423941	8.41063414423941
ASV_182	18.5659294486576	18.5659294486576
ASV_183	15.0901519130467	15.0901519130467
ASV_184	24.7742960961418	24.7742960961418
ASV_185	16.9202603685533	16.9202603685533
ASV_186	39.1932949250895	39.1932949250895
ASV_187	30.2996315112488	30.2996315112488
ASV_188	1.92353438737165	1.92353438737165
ASV_189	22.82277665542	22.82277665542
ASV_190	32.2713321297957	32.2713321297957
ASV_191	28.5958392773306	28.5958392773306
ASV_192	5.73929963928128	5.73929963928128
ASV_193	30.3966043404011	30.3966043404011
ASV_195	34.5749515867766	34.5749515867766
ASV_196	4.70912593534972	4.70912593534972
ASV_198	26.5078545258005	26.5078545258005
ASV_199	22.991372522164	22.991372522164
ASV_200	2.1125551005485	2.1125551005485
ASV_201	21.6002153922497	21.6002153922497
ASV_202	16.5485063823488	16.5485063823488
ASV_203	1.79096913824049	1.79096913824049
ASV_204	4.93495997415957	4.93495997415957
ASV_205	17.0320792533588	17.0320792533588
ASV_206	22.4544974115921	22.4544974115921
ASV_207	24.051221698047	24.051221698047
ASV_208	15.7485872867081	15.7485872867081
ASV_209	2.10011770829625	2.10011770829625
ASV_210	4.35001944259387	4.35001944259387
ASV_211	15.4363043593377	15.4363043593377
ASV_212	22.3647928997999	22.3647928997999
ASV_213	1.52661785929573	1.52661785929573
ASV_214	25.9003509272804	25.9003509272804
ASV_215	24.4029459589914	24.4029459589914
ASV_216	39.7958007288831	39.7958007288831
ASV_217	0.804703279465089	0.804703279465089
ASV_218	43.978455245393	43.978455245393
ASV_219	1.56382557746466	1.56382557746466
ASV_221	46.595129321332	46.595129321332
ASV_222	23.4859704146417	23.4859704146417
ASV_223	29.5748809460745	29.5748809460745
ASV_224	1.71185947665527	1.71185947665527
ASV_225	8.43896458550153	8.43896458550153
ASV_226	22.4082819054268	22.4082819054268
ASV_227	5.32185601843027	5.32185601843027
ASV_228	40.2438756861675	40.2438756861675
ASV_229	27.8755572425833	27.8755572425833
ASV_230	0.50001250046877	0.50001250046877
ASV_231	2.20197149739096	2.20197149739096
ASV_232	5.15753820504637	5.15753820504637
ASV_233	6.26748345704556	6.26748345704556
ASV_234	11.6346772873362	11.6346772873362
ASV_235	4.37769672861049	4.37769672861049
ASV_236	14.2417285153279	14.2417285153279
ASV_237	11.2576362598907	11.2576362598907
ASV_238	14.8542501254788	14.8542501254788
ASV_239	11.669971714066	11.669971714066
ASV_240	12.3477251465574	12.3477251465574
ASV_241	1.0542044295889	1.0542044295889
ASV_242	7.25065516252149	7.25065516252149
ASV_243	6.82403955730346	6.82403955730346
ASV_244	9.45452576264173	9.45452576264173
ASV_245	36.6226277417945	36.6226277417945
ASV_246	1.71542410026246	1.71542410026246
ASV_247	36.9139578111454	36.9139578111454
ASV_248	23.9523500462729	23.9523500462729
ASV_249	19.8070206582296	19.8070206582296
ASV_250	10.5362651374719	10.5362651374719
ASV_251	37.5635524890339	37.5635524890339
ASV_252	3.5230176285999	3.5230176285999
ASV_253	19.2192894089367	19.2192894089367
ASV_254	21.3005443693518	21.3005443693518
ASV_255	24.2305989532865	24.2305989532865
ASV_256	15.5578004486957	15.5578004486957
ASV_257	31.0049813533245	31.0049813533245
ASV_258	36.3651802640122	36.3651802640122
ASV_259	15.9145205949886	15.9145205949886
ASV_260	35.3622560635265	35.3622560635265
ASV_262	34.2097509273658	34.2097509273658
ASV_264	24.4951672678357	24.4951672678357
ASV_266	5.23990363412468	5.23990363412468
ASV_267	10.4290751733818	10.4290751733818
ASV_268	15.7790386539851	15.7790386539851
ASV_269	1.46535971036441	1.46535971036441
ASV_270	25.5984009303091	25.5984009303091
ASV_271	13.1530926874639	13.1530926874639
ASV_272	19.8876481425663	19.8876481425663
ASV_273	14.0449756412583	14.0449756412583
ASV_274	43.8922360211242	43.8922360211242
ASV_275	3.55788521873112	3.55788521873112
ASV_276	12.0601212489154	12.0601212489154
ASV_277	43.1477725691699	43.1477725691699
ASV_278	34.7400507785663	34.7400507785663
ASV_279	1.55637263300549	1.55637263300549
ASV_280	12.4558432369189	12.4558432369189
ASV_281	3.35962365255228	3.35962365255228
ASV_282	25.9790256186274	25.9790256186274
ASV_283	14.057896348	14.057896348
ASV_284	26.5589512885823	26.5589512885823
ASV_285	21.5417416500868	21.5417416500868
ASV_286	16.4253484129882	16.4253484129882
ASV_287	3.54967958548048	3.54967958548048
ASV_288	16.0174525128484	16.0174525128484
ASV_289	2.06698033461344	2.06698033461344
ASV_290	17.7135142278692	17.7135142278692
ASV_291	28.3569890669747	28.3569890669747
ASV_292	2.63742668764149	2.63742668764149
ASV_293	9.03222125320658	9.03222125320658
ASV_294	21.7192449400169	21.7192449400169
ASV_295	23.3882328272767	23.3882328272767
ASV_296	29.0086399089385	29.0086399089385
ASV_297	11.6089362452769	11.6089362452769
ASV_298	5.3459450332795	5.3459450332795
ASV_299	32.0320980117511	32.0320980117511
ASV_300	3.6222059413239	3.6222059413239
ASV_301	12.3558407167803	12.3558407167803
ASV_302	18.7542242673713	18.7542242673713
ASV_303	2.63085362082448	2.63085362082448
ASV_306	33.651209788678	33.651209788678
ASV_307	16.0451511688289	16.0451511688289
ASV_308	4.7358364089507	4.7358364089507
ASV_309	3.35590567564847	3.35590567564847
ASV_310	10.4184489684452	10.4184489684452
ASV_311	32.5836412747477	32.5836412747477
ASV_312	9.98945874566383	9.98945874566383
ASV_313	3.56272213649026	3.56272213649026
ASV_314	6.17349309800128	6.17349309800128
ASV_315	34.3396791825938	34.3396791825938
ASV_316	21.4956818861906	21.4956818861906
ASV_317	2.11946072805475	2.11946072805475
ASV_318	13.7250993062166	13.7250993062166
ASV_319	1.82171882324847	1.82171882324847
ASV_320	1.72514514941678	1.72514514941678
ASV_321	21.1533761501377	21.1533761501377
ASV_322	3.34752629170733	3.34752629170733
ASV_324	12.4359414523467	12.4359414523467
ASV_325	15.4861134133148	15.4861134133148
ASV_326	67.9879572422119	67.9879572422119
ASV_327	12.1105399302843	12.1105399302843
ASV_328	12.9897094190492	12.9897094190492
ASV_329	26.7271940256862	26.7271940256862
ASV_330	18.5296860202928	18.5296860202928
ASV_331	6.28558933321017	6.28558933321017
ASV_333	18.6414944155295	18.6414944155295
ASV_334	20.5032736443632	20.5032736443632
ASV_335	5.2515770921447	5.2515770921447
ASV_336	14.3248575263685	14.3248575263685
ASV_337	39.9540633376554	39.9540633376554
ASV_338	39.81149894608	39.81149894608
ASV_339	15.427309766998	15.427309766998
ASV_340	18.3562798337901	18.3562798337901
ASV_341	16.3387332653117	16.3387332653117
ASV_342	18.4822585484067	18.4822585484067
ASV_343	17.2594397158426	17.2594397158426
ASV_345	2.82943472465027	2.82943472465027
ASV_346	17.4130687834365	17.4130687834365
ASV_347	28.8694315707306	28.8694315707306
ASV_348	1.96583167832331	1.96583167832331
ASV_349	1.37614166691631	1.37614166691631
ASV_350	24.8646348705544	24.8646348705544
ASV_351	2.17018916521954	2.17018916521954
ASV_352	11.0764952567627	11.0764952567627
ASV_353	5.6189085727355	5.6189085727355
ASV_354	47.0362017595446	47.0362017595446
ASV_355	15.5130326770211	15.5130326770211
ASV_357	46.5598684312074	46.5598684312074
ASV_358	1.79883013860605	1.79883013860605
ASV_359	64.2540211821072	64.2540211821072
ASV_360	5.40746190776129	5.40746190776129
ASV_361	20.1208019809852	20.1208019809852
ASV_362	2.81331736769124	2.81331736769124
ASV_364	16.4148664162495	16.4148664162495
ASV_365	8.66272005307226	8.66272005307226
ASV_366	31.326135698779	31.326135698779
ASV_367	25.9677325365047	25.9677325365047
ASV_368	25.1839274296163	25.1839274296163
ASV_369	38.7473358448644	38.7473358448644
ASV_370	10.0756745725425	10.0756745725425
ASV_371	2.28820735955321	2.28820735955321
ASV_372	21.3097848268881	21.3097848268881
ASV_373	7.92497919044526	7.92497919044526
ASV_374	24.142754360036	24.142754360036
ASV_375	30.4988070301531	30.4988070301531
ASV_376	34.903936843717	34.903936843717
ASV_378	9.9166287183067	9.9166287183067
ASV_379	19.4388402212081	19.4388402212081
ASV_380	2.29924757718728	2.29924757718728
ASV_381	38.5310994431837	38.5310994431837
ASV_382	6.29543173183604	6.29543173183604
ASV_383	37.2349100687993	37.2349100687993
