x
1	ASV_61
2	ASV_16
3	ASV_25
4	ASV_97
5	ASV_555
6	ASV_10
7	ASV_326
8	ASV_128
9	ASV_7
10	ASV_34
11	ASV_14
12	ASV_45
13	ASV_8
14	ASV_2
15	ASV_6
