sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Part_Time0D_17	Part_Time0D_6	Part_Time4M_64	Part_Time7D_rep1_2	Part_Time7D_rep2_2	Part_Time7D_rep3_2	Part_Time7D_rep4_2	replicate.partition	partition	Time0D_7D_4M	Time0D_7D	Time0D_7D_matched	ExpCompact	exp.replicate.partition	exp.partition	ancestral.class	Examples	startnone_final_class
AE91	NA	NA	NA	Rep0	NA	AE91	AshridgeEstate	0D	10	4	NA	NA	NA	NA	NA	Rep0.Class4	Class4	1	1	NA	Starting	Starting.Rep0.Class4	Starting.Class4	4	 Other	Starting communities
AE94	NA	NA	NA	Rep0	NA	AE94	AshridgeEstate	0D	7	1	NA	NA	NA	NA	NA	Rep0.Class1	Class1	2	1	NA	Starting	Starting.Rep0.Class1	Starting.Class1	1	 Other	Starting communities
AE95	NA	NA	NA	Rep0	NA	AE95	AshridgeEstate	0D	3	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	2	1	1	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
AE96	NA	NA	NA	Rep0	NA	AE96	AshridgeEstate	0D	5	1	NA	NA	NA	NA	NA	Rep0.Class1	Class1	2	1	NA	Starting	Starting.Rep0.Class1	Starting.Class1	1	 Other	Starting communities
AE99	NA	NA	NA	Rep0	NA	AE99	AshridgeEstate	0D	11	1	NA	NA	NA	NA	NA	Rep0.Class1	Class1	2	1	NA	Starting	Starting.Rep0.Class1	Starting.Class1	1	 Other	Starting communities
BB01	NA	NA	NA	Rep0	NA	BB01	BurhamBeeches	0D	6	4	NA	NA	NA	NA	NA	Rep0.Class4	Class4	2	1	1	Starting	Starting.Rep0.Class4	Starting.Class4	4	BurhamBeeches	Starting communities
BB02	NA	NA	NA	Rep0	NA	BB02	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	4	2	2	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB03	NA	NA	NA	Rep0	NA	BB03	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	2	1	1	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB05	NA	NA	NA	Rep0	NA	BB05	BurhamBeeches	0D	11	1	NA	NA	NA	NA	NA	Rep0.Class1	Class1	2	1	1	Starting	Starting.Rep0.Class1	Starting.Class1	1	 Other	Starting communities
BB06	NA	NA	NA	Rep0	NA	BB06	BurhamBeeches	0D	5	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	3	1	1	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB07	NA	NA	NA	Rep0	NA	BB07	BurhamBeeches	0D	11	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	2	1	1	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB08	NA	NA	NA	Rep0	NA	BB08	BurhamBeeches	0D	8	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	4	2	NA	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB09	NA	NA	NA	Rep0	NA	BB09	BurhamBeeches	0D	7	4	NA	NA	NA	NA	NA	Rep0.Class4	Class4	2	1	1	Starting	Starting.Rep0.Class4	Starting.Class4	4	 Other	Starting communities
BB10	NA	NA	NA	Rep0	NA	BB10	BurhamBeeches	0D	6	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	2	1	1	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB11	NA	NA	NA	Rep0	NA	BB11	BurhamBeeches	0D	15	1	NA	NA	NA	NA	NA	Rep0.Class1	Class1	2	1	1	Starting	Starting.Rep0.Class1	Starting.Class1	1	 Other	Starting communities
BB12	NA	NA	NA	Rep0	NA	BB12	BurhamBeeches	0D	12	1	NA	NA	NA	NA	NA	Rep0.Class1	Class1	2	1	1	Starting	Starting.Rep0.Class1	Starting.Class1	1	 Other	Starting communities
BB13	NA	NA	NA	Rep0	NA	BB13	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	2	1	1	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB14	NA	NA	NA	Rep0	NA	BB14	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	Rep0.Class4	Class4	2	1	1	Starting	Starting.Rep0.Class4	Starting.Class4	4	 Other	Starting communities
BB15	NA	NA	NA	Rep0	NA	BB15	BurhamBeeches	0D	7	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	2	1	1	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB16	NA	NA	NA	Rep0	NA	BB16	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	Rep0.Class4	Class4	2	1	1	Starting	Starting.Rep0.Class4	Starting.Class4	4	 Other	Starting communities
BB17	NA	NA	NA	Rep0	NA	BB17	BurhamBeeches	0D	11	1	NA	NA	NA	NA	NA	Rep0.Class1	Class1	2	1	1	Starting	Starting.Rep0.Class1	Starting.Class1	1	 Other	Starting communities
BB18	NA	NA	NA	Rep0	NA	BB18	BurhamBeeches	0D	7	1	NA	NA	NA	NA	NA	Rep0.Class1	Class1	1	1	1	Starting	Starting.Rep0.Class1	Starting.Class1	1	 Other	Starting communities
BB19	NA	NA	NA	Rep0	NA	BB19	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	2	1	1	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB20	NA	NA	NA	Rep0	NA	BB20	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	Rep0.Class4	Class4	2	1	1	Starting	Starting.Rep0.Class4	Starting.Class4	4	 Other	Starting communities
BB21	NA	NA	NA	Rep0	NA	BB21	BurhamBeeches	0D	11	1	NA	NA	NA	NA	NA	Rep0.Class1	Class1	2	1	1	Starting	Starting.Rep0.Class1	Starting.Class1	1	 Other	Starting communities
BB22	NA	NA	NA	Rep0	NA	BB22	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	2	1	1	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB23	NA	NA	NA	Rep0	NA	BB23	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	Rep0.Class4	Class4	4	2	1	Starting	Starting.Rep0.Class4	Starting.Class4	4	 Other	Starting communities
BB25	NA	NA	NA	Rep0	NA	BB25	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	Rep0.Class4	Class4	1	1	1	Starting	Starting.Rep0.Class4	Starting.Class4	4	 Other	Starting communities
BB26	NA	NA	NA	Rep0	NA	BB26	BurhamBeeches	0D	7	1	NA	NA	NA	NA	NA	Rep0.Class1	Class1	2	1	1	Starting	Starting.Rep0.Class1	Starting.Class1	1	 Other	Starting communities
BB29	NA	NA	NA	Rep0	NA	BB29	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	2	1	1	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB33	NA	NA	NA	Rep0	NA	BB33	BurhamBeeches	0D	9	4	NA	NA	NA	NA	NA	Rep0.Class4	Class4	1	1	NA	Starting	Starting.Rep0.Class4	Starting.Class4	4	 Other	Starting communities
BB34	NA	NA	NA	Rep0	NA	BB34	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	1	1	NA	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB35	NA	NA	NA	Rep0	NA	BB35	BurhamBeeches	0D	5	4	NA	NA	NA	NA	NA	Rep0.Class4	Class4	1	1	1	Starting	Starting.Rep0.Class4	Starting.Class4	4	 Other	Starting communities
BB36	NA	NA	NA	Rep0	NA	BB36	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	4	2	NA	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB37	NA	NA	NA	Rep0	NA	BB37	BurhamBeeches	0D	7	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	2	1	NA	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB38	NA	NA	NA	Rep0	NA	BB38	BurhamBeeches	0D	4	2	NA	NA	NA	NA	NA	Rep0.Class2	Class2	3	2	NA	Starting	Starting.Rep0.Class2	Starting.Class2	2	 Other	Starting communities
BB39	NA	NA	NA	Rep0	NA	BB39	BurhamBeeches	0D	7	4	NA	NA	NA	NA	NA	Rep0.Class4	Class4	1	1	NA	Starting	Starting.Rep0.Class4	Starting.Class4	4	 Other	Starting communities
BB40	NA	NA	NA	Rep0	NA	BB40	BurhamBeeches	0D	14	5	NA	NA	NA	NA	NA	Rep0.Class5	Class5	2	1	1	Starting	Starting.Rep0.Class5	Starting.Class5	5	 Other	Starting communities
BB43	NA	NA	NA	Rep0	NA	BB43	BurhamBeeches	0D	6	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	2	1	NA	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB44	NA	NA	NA	Rep0	NA	BB44	BurhamBeeches	0D	2	1	NA	NA	NA	NA	NA	Rep0.Class1	Class1	2	1	NA	Starting	Starting.Rep0.Class1	Starting.Class1	1	 Other	Starting communities
BB45	NA	NA	NA	Rep0	NA	BB45	BurhamBeeches	0D	6	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	4	2	NA	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB46	NA	NA	NA	Rep0	NA	BB46	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	4	2	NA	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB47	NA	NA	NA	Rep0	NA	BB47	BurhamBeeches	0D	3	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	4	2	NA	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB48	NA	NA	NA	Rep0	NA	BB48	BurhamBeeches	0D	6	3	NA	NA	NA	NA	NA	Rep0.Class3	Class3	4	2	NA	Starting	Starting.Rep0.Class3	Starting.Class3	3	 Other	Starting communities
BB50	NA	NA	NA	Rep0	NA	BB50	BurhamBeeches	0D	4	2	NA	NA	NA	NA	NA	Rep0.Class2	Class2	3	2	NA	Starting	Starting.Rep0.Class2	Starting.Class2	2	 Other	Starting communities
BB51	NA	NA	NA	Rep0	NA	BB51	BurhamBeeches	0D	11	1	NA	NA	NA	NA	NA	Rep0.Class1	Class1	2	1	NA	Starting	Starting.Rep0.Class1	Starting.Class1	1	 Other	Starting communities
BB52	NA	NA	NA	Rep0	NA	BB52	BurhamBeeches	0D	9	4	NA	NA	NA	NA	NA	Rep0.Class4	Class4	1	1	1	Starting	Starting.Rep0.Class4	Starting.Class4	4	 Other	Starting communities
