sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Time0D_7D_matched
WYT28	NA	NA	NA	1	NA	WYT28	WythamWoods	0D	1
WYT29	NA	NA	NA	1	NA	WYT29	WythamWoods	0D	1
WYT30	NA	NA	NA	1	NA	WYT30	WythamWoods	0D	1
WYT31	NA	NA	NA	1	NA	WYT31	WythamWoods	0D	1
WYT32	NA	NA	NA	1	NA	WYT32	WythamWoods	0D	1
WYT33	NA	NA	NA	1	NA	WYT33	WythamWoods	0D	1
WYT34	NA	NA	NA	1	NA	WYT34	WythamWoods	0D	1
WYT36	NA	NA	NA	1	NA	WYT36	WythamWoods	0D	1
WYT37	NA	NA	NA	1	NA	WYT37	WythamWoods	0D	1
WYT38	NA	NA	NA	1	NA	WYT38	WythamWoods	0D	1
WYT39	NA	NA	NA	1	NA	WYT39	WythamWoods	0D	1
WYT40	NA	NA	NA	1	NA	WYT40	WythamWoods	0D	1
WYT41	NA	NA	NA	1	NA	WYT41	WythamWoods	0D	1
WYT42	NA	NA	NA	1	NA	WYT42	WythamWoods	0D	1
WYT43	NA	NA	NA	1	NA	WYT43	WythamWoods	0D	1
WYT44	NA	NA	NA	1	NA	WYT44	WythamWoods	0D	1
WYT45	NA	NA	NA	1	NA	WYT45	WythamWoods	0D	1
WYT46	NA	NA	NA	1	NA	WYT46	WythamWoods	0D	1
WYT47	NA	NA	NA	1	NA	WYT47	WythamWoods	0D	1
WYT48	NA	NA	NA	1	NA	WYT48	WythamWoods	0D	1
WYT49	NA	NA	NA	1	NA	WYT49	WythamWoods	0D	1
WYT50	NA	NA	NA	1	NA	WYT50	WythamWoods	0D	1
WYT51	NA	NA	NA	1	NA	WYT51	WythamWoods	0D	1
WYT52	NA	NA	NA	1	NA	WYT52	WythamWoods	0D	1
WYT53	NA	NA	NA	1	NA	WYT53	WythamWoods	0D	1
WYT54	NA	NA	NA	1	NA	WYT54	WythamWoods	0D	1
WYT55	NA	NA	NA	1	NA	WYT55	WythamWoods	0D	1
WYT56	NA	NA	NA	1	NA	WYT56	WythamWoods	0D	1
WYT57	NA	NA	NA	1	NA	WYT57	WythamWoods	0D	1
WYT58	NA	NA	NA	1	NA	WYT58	WythamWoods	0D	1
WYT59	NA	NA	NA	1	NA	WYT59	WythamWoods	0D	1
WYT60	NA	NA	NA	1	NA	WYT60	WythamWoods	0D	1
WYT61	NA	NA	NA	1	NA	WYT61	WythamWoods	0D	1
WYT63	NA	NA	NA	1	NA	WYT63	WythamWoods	0D	1
WYT87	NA	NA	NA	1	NA	WYT87	WythamWoods	0D	1
WYT94	NA	NA	NA	1	NA	WYT94	WythamWoods	0D	1
