sampleid	Name.2	Community	Species	replicate	BreakingBag	parent	Location	Experiment	Part_Time0D_17	Part_Time0D_6	Part_Time4M_64	Part_Time7D_rep1_2	Part_Time7D_rep2_2	Part_Time7D_rep3_2	Part_Time7D_rep4_2	replicate.partition	partition	Time0D_7D_4M	Time0D_7D	Time0D_7D_matched
158	AE27.2	NA	NA	NA	2	NA	AE27	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	3	1	1
159	AE27.3	NA	NA	NA	3	NA	AE27	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	3	1	1
160	AE27.4	NA	NA	NA	4	NA	AE27	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
161	AE50.1	NA	NA	NA	1	NA	AE50	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	3	1	NA
162	AE50.2	NA	NA	NA	2	NA	AE50	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	NA
163	AE50.3	NA	NA	NA	3	NA	AE50	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	3	1	NA
164	AE50.4	NA	NA	NA	4	NA	AE50	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
165	AE52.1	NA	NA	NA	1	NA	AE52	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	3	1	NA
166	AE52.2	NA	NA	NA	2	NA	AE52	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	NA
167	AE52.3	NA	NA	NA	3	NA	AE52	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	NA
168	AE75.1	NA	NA	NA	1	NA	AE75	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
169	AE75.2	NA	NA	NA	2	NA	AE75	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	NA
170	AE75.3	NA	NA	NA	3	NA	AE75	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	NA
171	AE75.4	NA	NA	NA	4	NA	AE75	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
172	AE95.1	NA	NA	NA	1	NA	AE95	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
173	AE95.2	NA	NA	NA	2	NA	AE95	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
174	AE95.3	NA	NA	NA	3	NA	AE95	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
175	AE95.4	NA	NA	NA	4	NA	AE95	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
176	AE97.1	NA	NA	NA	1	NA	AE97	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
177	AE97.2	NA	NA	NA	2	NA	AE97	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	NA
178	AE97.3	NA	NA	NA	3	NA	AE97	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	NA
179	AE97.4	NA	NA	NA	4	NA	AE97	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
180	AE98.1	NA	NA	NA	1	NA	AE98	AshridgeEstate	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
181	AE98.2	NA	NA	NA	2	NA	AE98	AshridgeEstate	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	NA
182	AE98.3	NA	NA	NA	3	NA	AE98	AshridgeEstate	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	NA
183	AE98.4	NA	NA	NA	4	NA	AE98	AshridgeEstate	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	NA
184	BB01.1	NA	NA	NA	1	NA	BB01	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
185	BB01.2	NA	NA	NA	2	NA	BB01	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
186	BB01.3	NA	NA	NA	3	NA	BB01	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
187	BB01.4	NA	NA	NA	4	NA	BB01	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
188	BB02.1	NA	NA	NA	1	NA	BB02	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
189	BB02.2	NA	NA	NA	2	NA	BB02	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
190	BB02.3	NA	NA	NA	3	NA	BB02	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
191	BB02.4	NA	NA	NA	4	NA	BB02	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
192	BB03.1	NA	NA	NA	1	NA	BB03	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	1
193	BB03.2	NA	NA	NA	2	NA	BB03	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
194	BB03.3	NA	NA	NA	3	NA	BB03	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	1
195	BB03.4	NA	NA	NA	4	NA	BB03	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	1	1	1
196	BB04.1	NA	NA	NA	1	NA	BB04	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
197	BB04.2	NA	NA	NA	2	NA	BB04	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	NA
198	BB04.3	NA	NA	NA	3	NA	BB04	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	NA
199	BB04.4	NA	NA	NA	4	NA	BB04	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
200	BB05.1	NA	NA	NA	1	NA	BB05	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
201	BB05.2	NA	NA	NA	2	NA	BB05	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
202	BB05.3	NA	NA	NA	3	NA	BB05	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	2	1	1
203	BB05.4	NA	NA	NA	4	NA	BB05	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
204	BB06.1	NA	NA	NA	1	NA	BB06	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
205	BB06.2	NA	NA	NA	2	NA	BB06	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	2	1	1
206	BB06.3	NA	NA	NA	3	NA	BB06	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
207	BB06.4	NA	NA	NA	4	NA	BB06	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	2	1	1
208	BB07.1	NA	NA	NA	1	NA	BB07	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
209	BB07.2	NA	NA	NA	2	NA	BB07	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
210	BB07.3	NA	NA	NA	3	NA	BB07	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
211	BB07.4	NA	NA	NA	4	NA	BB07	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
212	BB08.1	NA	NA	NA	1	NA	BB08	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	NA
213	BB08.2	NA	NA	NA	2	NA	BB08	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	NA
214	BB08.4	NA	NA	NA	4	NA	BB08	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	NA
215	BB09.1	NA	NA	NA	1	NA	BB09	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
216	BB09.2	NA	NA	NA	2	NA	BB09	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
217	BB09.3	NA	NA	NA	3	NA	BB09	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
218	BB09.4	NA	NA	NA	4	NA	BB09	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
219	BB10.1	NA	NA	NA	1	NA	BB10	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
220	BB10.2	NA	NA	NA	2	NA	BB10	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
221	BB10.3	NA	NA	NA	3	NA	BB10	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	2	1	1
222	BB10.4	NA	NA	NA	4	NA	BB10	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
223	BB100.1	NA	NA	NA	1	NA	BB100	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	NA
224	BB100.2	NA	NA	NA	2	NA	BB100	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	NA
225	BB100.3	NA	NA	NA	3	NA	BB100	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	2	NA
226	BB100.4	NA	NA	NA	4	NA	BB100	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	3	2	NA
227	BB11.1	NA	NA	NA	1	NA	BB11	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
228	BB11.2	NA	NA	NA	2	NA	BB11	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
229	BB11.3	NA	NA	NA	3	NA	BB11	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
230	BB11.4	NA	NA	NA	4	NA	BB11	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
231	BB12.1	NA	NA	NA	1	NA	BB12	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
232	BB12.2	NA	NA	NA	2	NA	BB12	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
233	BB12.3	NA	NA	NA	3	NA	BB12	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
234	BB12.4	NA	NA	NA	4	NA	BB12	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
235	BB13.1	NA	NA	NA	1	NA	BB13	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
236	BB13.2	NA	NA	NA	2	NA	BB13	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
237	BB13.3	NA	NA	NA	3	NA	BB13	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
238	BB13.4	NA	NA	NA	4	NA	BB13	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
239	BB14.1	NA	NA	NA	1	NA	BB14	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
240	BB14.2	NA	NA	NA	2	NA	BB14	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
241	BB14.3	NA	NA	NA	3	NA	BB14	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
242	BB14.4	NA	NA	NA	4	NA	BB14	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	2
243	BB15.1	NA	NA	NA	1	NA	BB15	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
244	BB15.2	NA	NA	NA	2	NA	BB15	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
245	BB15.3	NA	NA	NA	3	NA	BB15	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
246	BB15.4	NA	NA	NA	4	NA	BB15	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
247	BB16.1	NA	NA	NA	1	NA	BB16	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
248	BB16.2	NA	NA	NA	2	NA	BB16	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	2	1	2
249	BB16.3	NA	NA	NA	3	NA	BB16	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	2	1	1
250	BB16.4	NA	NA	NA	4	NA	BB16	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
251	BB17.1	NA	NA	NA	1	NA	BB17	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
252	BB17.2	NA	NA	NA	2	NA	BB17	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
253	BB17.3	NA	NA	NA	3	NA	BB17	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
254	BB17.4	NA	NA	NA	4	NA	BB17	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
255	BB18.1	NA	NA	NA	1	NA	BB18	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	1
256	BB18.2	NA	NA	NA	2	NA	BB18	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	1
257	BB18.3	NA	NA	NA	3	NA	BB18	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	1
258	BB18.4	NA	NA	NA	4	NA	BB18	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	4	2	1
259	BB19.1	NA	NA	NA	1	NA	BB19	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
260	BB19.2	NA	NA	NA	2	NA	BB19	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	1	1	1
261	BB19.3	NA	NA	NA	3	NA	BB19	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	1	1	1
262	BB19.4	NA	NA	NA	4	NA	BB19	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
263	BB20.1	NA	NA	NA	1	NA	BB20	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
264	BB20.2	NA	NA	NA	2	NA	BB20	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	2	1	1
265	BB20.3	NA	NA	NA	3	NA	BB20	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
266	BB20.4	NA	NA	NA	4	NA	BB20	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
267	BB21.1	NA	NA	NA	1	NA	BB21	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
268	BB21.2	NA	NA	NA	2	NA	BB21	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	2	1	1
269	BB21.3	NA	NA	NA	3	NA	BB21	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
270	BB21.4	NA	NA	NA	4	NA	BB21	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
271	BB22.1	NA	NA	NA	1	NA	BB22	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
272	BB22.2	NA	NA	NA	2	NA	BB22	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
273	BB22.3	NA	NA	NA	3	NA	BB22	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
274	BB22.4	NA	NA	NA	4	NA	BB22	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
275	BB23.1	NA	NA	NA	1	NA	BB23	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	4	2	2
276	BB23.2	NA	NA	NA	2	NA	BB23	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	1
277	BB23.3	NA	NA	NA	3	NA	BB23	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	1
278	BB23.4	NA	NA	NA	4	NA	BB23	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	4	2	1
279	BB24.1	NA	NA	NA	1	NA	BB24	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	NA
280	BB24.2	NA	NA	NA	2	NA	BB24	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	NA
281	BB24.3	NA	NA	NA	3	NA	BB24	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	NA
282	BB24.4	NA	NA	NA	4	NA	BB24	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
283	BB25.1	NA	NA	NA	1	NA	BB25	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
284	BB25.2	NA	NA	NA	2	NA	BB25	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
285	BB25.3	NA	NA	NA	3	NA	BB25	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
286	BB25.4	NA	NA	NA	4	NA	BB25	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
287	BB26.1	NA	NA	NA	1	NA	BB26	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
288	BB26.2	NA	NA	NA	2	NA	BB26	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	1
289	BB26.3	NA	NA	NA	3	NA	BB26	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	1
290	BB26.4	NA	NA	NA	4	NA	BB26	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
291	BB27.1	NA	NA	NA	1	NA	BB27	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	3	2	NA
292	BB27.2	NA	NA	NA	2	NA	BB27	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	3	2	NA
293	BB27.3	NA	NA	NA	3	NA	BB27	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	2	NA
294	BB27.4	NA	NA	NA	4	NA	BB27	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	3	2	NA
295	BB28.1	NA	NA	NA	1	NA	BB28	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	NA
296	BB28.2	NA	NA	NA	2	NA	BB28	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	NA
297	BB28.3	NA	NA	NA	3	NA	BB28	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	NA
298	BB28.4	NA	NA	NA	4	NA	BB28	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
299	BB29.1	NA	NA	NA	1	NA	BB29	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
300	BB29.2	NA	NA	NA	2	NA	BB29	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
301	BB29.3	NA	NA	NA	3	NA	BB29	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
302	BB29.4	NA	NA	NA	4	NA	BB29	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
303	BB30.1	NA	NA	NA	1	NA	BB30	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	NA
304	BB30.2	NA	NA	NA	2	NA	BB30	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	3	2	NA
305	BB30.3	NA	NA	NA	3	NA	BB30	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	2	NA
306	BB30.4	NA	NA	NA	4	NA	BB30	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	3	1	NA
307	BB31.1	NA	NA	NA	1	NA	BB31	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	NA
308	BB31.2	NA	NA	NA	2	NA	BB31	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	4	2	NA
309	BB31.3	NA	NA	NA	3	NA	BB31	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	NA
310	BB31.4	NA	NA	NA	4	NA	BB31	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	NA
311	BB32.1	NA	NA	NA	1	NA	BB32	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	NA
312	BB32.2	NA	NA	NA	2	NA	BB32	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	NA
313	BB32.3	NA	NA	NA	3	NA	BB32	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	2	1	NA
314	BB32.4	NA	NA	NA	4	NA	BB32	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	NA
315	BB35.1	NA	NA	NA	1	NA	BB35	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
316	BB35.2	NA	NA	NA	2	NA	BB35	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
317	BB35.3	NA	NA	NA	3	NA	BB35	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
318	BB35.4	NA	NA	NA	4	NA	BB35	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	2	1	1
319	BB40.1	NA	NA	NA	1	NA	BB40	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	4	2	1
320	BB40.2	NA	NA	NA	2	NA	BB40	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	4	2	1
321	BB40.3	NA	NA	NA	3	NA	BB40	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
322	BB40.4	NA	NA	NA	4	NA	BB40	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
323	BB42.1	NA	NA	NA	1	NA	BB42	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	1	1	NA
324	BB42.2	NA	NA	NA	2	NA	BB42	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	3	1	NA
325	BB42.3	NA	NA	NA	3	NA	BB42	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	3	1	NA
326	BB42.4	NA	NA	NA	4	NA	BB42	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	1	4.1	1	3	1	NA
327	BB52.1	NA	NA	NA	1	NA	BB52	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
328	BB52.2	NA	NA	NA	2	NA	BB52	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	2
329	BB52.3	NA	NA	NA	3	NA	BB52	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	2
330	BB52.4	NA	NA	NA	4	NA	BB52	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	1
331	BB57.1	NA	NA	NA	1	NA	BB57	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
332	BB57.2	NA	NA	NA	2	NA	BB57	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	2	1	1
333	BB57.3	NA	NA	NA	3	NA	BB57	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	3	2	2
334	BB57.4	NA	NA	NA	4	NA	BB57	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	2	1	2
335	BB58.1	NA	NA	NA	1	NA	BB58	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	NA
336	BB58.2	NA	NA	NA	2	NA	BB58	BurhamBeeches	7D_rep2	NA	NA	NA	NA	2	NA	NA	2.2	2	4	2	NA
337	BB58.3	NA	NA	NA	3	NA	BB58	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	2	NA	3.2	2	4	2	NA
338	BB58.4	NA	NA	NA	4	NA	BB58	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	NA
339	BB60.1	NA	NA	NA	1	NA	BB60	BurhamBeeches	7D_rep1	NA	NA	NA	1	NA	NA	NA	1.1	1	2	1	1
340	BB60.2	NA	NA	NA	2	NA	BB60	BurhamBeeches	7D_rep2	NA	NA	NA	NA	1	NA	NA	2.1	1	4	2	2
341	BB60.3	NA	NA	NA	3	NA	BB60	BurhamBeeches	7D_rep3	NA	NA	NA	NA	NA	1	NA	3.1	1	2	1	1
342	BB60.4	NA	NA	NA	4	NA	BB60	BurhamBeeches	7D_rep4	NA	NA	NA	NA	NA	NA	2	4.2	2	4	2	2
343	BB61.1	NA	NA	NA	1	NA	BB61	BurhamBeeches	7D_rep1	NA	NA	NA	2	NA	NA	NA	1.2	2	4	2	2
